CODDPT;CODCAN;CODSUBCOM;CODBURVOT;NBRINS;NBREXP;%ABS/INS;%BLCNUL/VOT;%EXP/VOT;BC-DLF;BC-DVD;BC-DVG;BC-FG;BC-FN;BC-SOC;BC-UC;BC-UD;BC-UDI;BC-UG;BC-UMP
18;2;120;0001;299;177;0.3779264214046823;0.04838709677419355;0.9516129032258065;0.0;0.0;0.10734463276836158;0.0;0.4180790960451977;0.2937853107344633;0.0;0.1807909604519774;0.0;0.0;0.0
18;2;120;0002;161;93;0.39751552795031053;0.041237113402061855;0.9587628865979382;0.0;0.0;0.06451612903225806;0.0;0.46236559139784944;0.2903225806451613;0.0;0.1827956989247312;0.0;0.0;0.0
18;2;123;0001;42;28;0.30952380952380953;0.034482758620689655;0.9655172413793104;0.0;0.0;0.07142857142857142;0.0;0.07142857142857142;0.2857142857142857;0.0;0.5714285714285714;0.0;0.0;0.0
18;2;132;0001;132;83;0.3409090909090909;0.04597701149425287;0.9540229885057471;0.0;0.0;0.060240963855421686;0.0;0.21686746987951808;0.24096385542168675;0.0;0.4819277108433735;0.0;0.0;0.0
18;2;139;0001;513;264;0.47368421052631576;0.022222222222222223;0.9777777777777777;0.0;0.0;0.3371212121212121;0.0;0.42045454545454547;0.13257575757575757;0.0;0.10984848484848485;0.0;0.0;0.0
18;2;158;0001;552;265;0.4963768115942029;0.046762589928057555;0.9532374100719424;0.0;0.0;0.12075471698113208;0.0;0.27169811320754716;0.2679245283018868;0.0;0.33962264150943394;0.0;0.0;0.0
18;2;166;0001;340;192;0.4264705882352941;0.015384615384615385;0.9846153846153847;0.0;0.0;0.0625;0.0;0.17708333333333334;0.2708333333333333;0.0;0.4895833333333333;0.0;0.0;0.0
18;2;174;0001;152;82;0.40131578947368424;0.0989010989010989;0.9010989010989011;0.0;0.0;0.1951219512195122;0.0;0.3048780487804878;0.2682926829268293;0.0;0.23170731707317074;0.0;0.0;0.0
18;2;184;0001;205;112;0.44390243902439025;0.017543859649122806;0.9824561403508771;0.0;0.0;0.125;0.0;0.35714285714285715;0.2767857142857143;0.0;0.24107142857142858;0.0;0.0;0.0
18;2;220;0001;312;154;0.46794871794871795;0.07228915662650602;0.927710843373494;0.0;0.0;0.2077922077922078;0.0;0.4090909090909091;0.22727272727272727;0.0;0.15584415584415584;0.0;0.0;0.0
18;2;224;0001;261;128;0.4827586206896552;0.05185185185185185;0.9481481481481482;0.0;0.0;0.1015625;0.0;0.3671875;0.28125;0.0;0.25;0.0;0.0;0.0
18;2;239;0001;143;79;0.43356643356643354;0.024691358024691357;0.9753086419753086;0.0;0.0;0.06329113924050633;0.0;0.3037974683544304;0.379746835443038;0.0;0.25316455696202533;0.0;0.0;0.0
18;2;240;0001;568;288;0.4647887323943662;0.05263157894736842;0.9473684210526315;0.0;0.0;0.0763888888888889;0.0;0.3194444444444444;0.2916666666666667;0.0;0.3125;0.0;0.0;0.0
18;2;247;0001;494;264;0.44129554655870445;0.043478260869565216;0.9565217391304348;0.0;0.0;0.07954545454545454;0.0;0.32954545454545453;0.3409090909090909;0.0;0.25;0.0;0.0;0.0
18;2;251;0001;50;29;0.36;0.09375;0.90625;0.0;0.0;0.13793103448275862;0.0;0.13793103448275862;0.13793103448275862;0.0;0.5862068965517241;0.0;0.0;0.0
18;2;282;0001;434;252;0.3824884792626728;0.05970149253731343;0.9402985074626866;0.0;0.0;0.0992063492063492;0.0;0.24206349206349206;0.3888888888888889;0.0;0.2698412698412698;0.0;0.0;0.0
18;2;286;0001;353;229;0.3314447592067989;0.029661016949152543;0.9703389830508474;0.0;0.0;0.06550218340611354;0.0;0.24017467248908297;0.48034934497816595;0.0;0.21397379912663755;0.0;0.0;0.0
18;2;289;0001;389;227;0.40359897172236503;0.021551724137931036;0.978448275862069;0.0;0.0;0.07929515418502203;0.0;0.3656387665198238;0.32158590308370044;0.0;0.23348017621145375;0.0;0.0;0.0
18;3;33;0020;761;330;0.5282522996057819;0.0807799442896936;0.9192200557103064;0.0;0.0;0.16363636363636364;0.0;0.2636363636363636;0.3696969696969697;0.0;0.20303030303030303;0.0;0.0;0.0
18;3;33;0021;771;335;0.5369649805447471;0.06162464985994398;0.938375350140056;0.0;0.0;0.13432835820895522;0.0;0.21791044776119403;0.32238805970149254;0.0;0.3253731343283582;0.0;0.0;0.0
18;3;33;0022;760;188;0.7315789473684211;0.0784313725490196;0.9215686274509803;0.0;0.0;0.15425531914893617;0.0;0.28191489361702127;0.39361702127659576;0.0;0.1702127659574468;0.0;0.0;0.0
18;3;33;0023;763;309;0.5583224115334207;0.0830860534124629;0.9169139465875371;0.0;0.0;0.13592233009708737;0.0;0.22330097087378642;0.39805825242718446;0.0;0.24271844660194175;0.0;0.0;0.0
18;3;33;0024;766;362;0.489556135770235;0.0741687979539642;0.9258312020460358;0.0;0.0;0.143646408839779;0.0;0.2292817679558011;0.3839779005524862;0.0;0.2430939226519337;0.0;0.0;0.0
18;3;33;0025;792;380;0.4797979797979798;0.07766990291262135;0.9223300970873787;0.0;0.0;0.08421052631578947;0.0;0.2394736842105263;0.3131578947368421;0.0;0.3631578947368421;0.0;0.0;0.0
18;3;33;0026;686;303;0.5276967930029155;0.06481481481481481;0.9351851851851852;0.0;0.0;0.1617161716171617;0.0;0.19141914191419143;0.33663366336633666;0.0;0.3102310231023102;0.0;0.0;0.0
18;3;33;0027;754;338;0.5265251989389921;0.05322128851540616;0.9467787114845938;0.0;0.0;0.13609467455621302;0.0;0.17751479289940827;0.3136094674556213;0.0;0.3727810650887574;0.0;0.0;0.0
18;3;33;0028;756;348;0.4973544973544973;0.08421052631578947;0.9157894736842105;0.0;0.0;0.1724137931034483;0.0;0.14080459770114942;0.41379310344827586;0.0;0.27298850574712646;0.0;0.0;0.0
18;3;33;0029;765;341;0.515032679738562;0.08086253369272237;0.9191374663072777;0.0;0.0;0.18475073313782991;0.0;0.187683284457478;0.375366568914956;0.0;0.25219941348973607;0.0;0.0;0.0
18;3;33;0030;831;346;0.5547533092659447;0.06486486486486487;0.9351351351351351;0.0;0.0;0.15028901734104047;0.0;0.2745664739884393;0.3179190751445087;0.0;0.25722543352601157;0.0;0.0;0.0
18;3;33;0031;632;315;0.47468354430379744;0.05120481927710843;0.9487951807228916;0.0;0.0;0.12063492063492064;0.0;0.19682539682539682;0.3396825396825397;0.0;0.34285714285714286;0.0;0.0;0.0
18;3;33;0032;638;313;0.49059561128526646;0.036923076923076927;0.963076923076923;0.0;0.0;0.13099041533546327;0.0;0.26517571884984026;0.28115015974440893;0.0;0.3226837060702875;0.0;0.0;0.0
18;3;33;0033;708;256;0.6016949152542372;0.09219858156028368;0.9078014184397163;0.0;0.0;0.140625;0.0;0.30859375;0.296875;0.0;0.25390625;0.0;0.0;0.0
18;3;33;0037;690;305;0.5028985507246376;0.11078717201166181;0.8892128279883382;0.0;0.0;0.13114754098360656;0.0;0.26557377049180325;0.31475409836065577;0.0;0.28852459016393445;0.0;0.0;0.0
18;3;33;0038;693;376;0.4213564213564214;0.06234413965087282;0.9376558603491272;0.0;0.0;0.1356382978723404;0.0;0.1675531914893617;0.35904255319148937;0.0;0.3377659574468085;0.0;0.0;0.0
18;3;33;0039;710;319;0.5056338028169014;0.09116809116809117;0.9088319088319088;0.0;0.0;0.20689655172413793;0.0;0.15047021943573669;0.3166144200626959;0.0;0.32601880877742945;0.0;0.0;0.0
18;4;33;0042;651;231;0.6036866359447005;0.10465116279069768;0.8953488372093024;0.0;0.18181818181818182;0.0;0.22943722943722944;0.0;0.36363636363636365;0.0;0.22510822510822512;0.0;0.0;0.0
18;4;33;0043;593;217;0.5986509274873525;0.08823529411764706;0.9117647058823529;0.0;0.16589861751152074;0.0;0.2672811059907834;0.0;0.4147465437788018;0.0;0.15207373271889402;0.0;0.0;0.0
18;4;33;0044;713;289;0.5301542776998598;0.1373134328358209;0.8626865671641791;0.0;0.12802768166089964;0.0;0.18685121107266436;0.0;0.36678200692041524;0.0;0.31833910034602075;0.0;0.0;0.0
18;4;33;0045;675;220;0.6281481481481481;0.12350597609561753;0.8764940239043825;0.0;0.1318181818181818;0.0;0.24545454545454545;0.0;0.4409090909090909;0.0;0.18181818181818182;0.0;0.0;0.0
18;4;33;0046;678;253;0.5766961651917404;0.11846689895470383;0.8815331010452961;0.0;0.1383399209486166;0.0;0.17786561264822134;0.0;0.31620553359683795;0.0;0.3675889328063241;0.0;0.0;0.0
18;4;33;0047;723;326;0.5172890733056709;0.0659025787965616;0.9340974212034384;0.0;0.13803680981595093;0.0;0.15030674846625766;0.0;0.3343558282208589;0.0;0.3773006134969325;0.0;0.0;0.0
18;4;33;0048;726;281;0.5771349862258953;0.08469055374592833;0.9153094462540716;0.0;0.18861209964412812;0.0;0.16370106761565836;0.0;0.302491103202847;0.0;0.34519572953736655;0.0;0.0;0.0
18;4;33;0049;682;202;0.6598240469208211;0.12931034482758622;0.8706896551724138;0.0;0.15841584158415842;0.0;0.19801980198019803;0.0;0.37623762376237624;0.0;0.26732673267326734;0.0;0.0;0.0
18;4;33;0050;683;218;0.6325036603221084;0.13147410358565736;0.8685258964143426;0.0;0.17889908256880735;0.0;0.21100917431192662;0.0;0.3348623853211009;0.0;0.27522935779816515;0.0;0.0;0.0
18;4;33;0059;697;216;0.6556671449067432;0.1;0.9;0.0;0.14814814814814814;0.0;0.4166666666666667;0.0;0.21296296296296297;0.0;0.2222222222222222;0.0;0.0;0.0
18;4;33;0060;713;227;0.6325385694249649;0.13358778625954199;0.8664122137404581;0.0;0.1277533039647577;0.0;0.5110132158590308;0.0;0.20704845814977973;0.0;0.15418502202643172;0.0;0.0;0.0
18;4;33;0061;733;263;0.572987721691678;0.1597444089456869;0.8402555910543131;0.0;0.19771863117870722;0.0;0.19771863117870722;0.0;0.26996197718631176;0.0;0.33460076045627374;0.0;0.0;0.0
18;4;33;0062;714;275;0.5798319327731093;0.08333333333333333;0.9166666666666666;0.0;0.22545454545454546;0.0;0.2509090909090909;0.0;0.29818181818181816;0.0;0.22545454545454546;0.0;0.0;0.0
18;4;33;0063;731;279;0.5499316005471956;0.1519756838905775;0.8480243161094225;0.0;0.2007168458781362;0.0;0.3225806451612903;0.0;0.22939068100358423;0.0;0.24731182795698925;0.0;0.0;0.0
18;4;33;0064;706;261;0.5609065155807366;0.15806451612903225;0.8419354838709677;0.0;0.17624521072796934;0.0;0.3793103448275862;0.0;0.2720306513409962;0.0;0.1724137931034483;0.0;0.0;0.0
18;5;33;0004;814;360;0.5184275184275184;0.08163265306122448;0.9183673469387755;0.0;0.0;0.0;0.1361111111111111;0.125;0.3333333333333333;0.0;0.40555555555555556;0.0;0.0;0.0
18;5;33;0005;790;336;0.5417721518987342;0.0718232044198895;0.9281767955801105;0.0;0.0;0.0;0.13988095238095238;0.26785714285714285;0.27380952380952384;0.0;0.31845238095238093;0.0;0.0;0.0
18;5;33;0006;782;328;0.551150895140665;0.06552706552706553;0.9344729344729344;0.0;0.0;0.0;0.2347560975609756;0.15548780487804878;0.3018292682926829;0.0;0.3079268292682927;0.0;0.0;0.0
18;5;33;0007;789;284;0.5956907477820025;0.109717868338558;0.890282131661442;0.0;0.0;0.0;0.15845070422535212;0.22535211267605634;0.2852112676056338;0.0;0.33098591549295775;0.0;0.0;0.0
18;5;33;0008;785;339;0.5222929936305732;0.096;0.904;0.0;0.0;0.0;0.14749262536873156;0.1887905604719764;0.27728613569321536;0.0;0.3864306784660767;0.0;0.0;0.0
18;5;33;0051;812;338;0.5615763546798029;0.05056179775280899;0.949438202247191;0.0;0.0;0.0;0.10946745562130178;0.21005917159763313;0.35798816568047337;0.0;0.3224852071005917;0.0;0.0;0.0
18;5;33;0052;824;263;0.6565533980582524;0.0706713780918728;0.9293286219081273;0.0;0.0;0.0;0.18631178707224336;0.23954372623574144;0.33079847908745247;0.0;0.24334600760456274;0.0;0.0;0.0
18;5;33;0053;814;191;0.7371007371007371;0.10747663551401869;0.8925233644859814;0.0;0.0;0.0;0.18324607329842932;0.2670157068062827;0.3507853403141361;0.0;0.19895287958115182;0.0;0.0;0.0
18;5;33;0054;811;300;0.5906288532675709;0.0963855421686747;0.9036144578313253;0.0;0.0;0.0;0.10666666666666667;0.18666666666666668;0.32;0.0;0.38666666666666666;0.0;0.0;0.0
18;5;33;0055;819;408;0.4713064713064713;0.057736720554272515;0.9422632794457275;0.0;0.0;0.0;0.11519607843137254;0.22303921568627452;0.29411764705882354;0.0;0.36764705882352944;0.0;0.0;0.0
18;5;33;0056;610;148;0.7442622950819672;0.05128205128205128;0.9487179487179487;0.0;0.0;0.0;0.16891891891891891;0.35135135135135137;0.31756756756756754;0.0;0.16216216216216217;0.0;0.0;0.0
18;5;33;0057;662;227;0.6268882175226587;0.08097165991902834;0.9190283400809717;0.0;0.0;0.0;0.16299559471365638;0.2026431718061674;0.31718061674008813;0.0;0.31718061674008813;0.0;0.0;0.0
18;5;33;0058;654;281;0.5336391437308868;0.07868852459016394;0.921311475409836;0.0;0.0;0.0;0.13523131672597866;0.24199288256227758;0.2313167259786477;0.0;0.3914590747330961;0.0;0.0;0.0
18;6;33;0001;696;303;0.5272988505747126;0.0790273556231003;0.9209726443768997;0.0;0.0;0.1551155115511551;0.0;0.0;0.22112211221122113;0.0;0.6237623762376238;0.0;0.0;0.0
18;6;33;0002;708;309;0.5225988700564972;0.08579881656804733;0.9142011834319527;0.0;0.0;0.0970873786407767;0.0;0.0;0.23948220064724918;0.0;0.6634304207119741;0.0;0.0;0.0
18;6;33;0003;667;260;0.5667166416791605;0.10034602076124567;0.8996539792387543;0.0;0.0;0.10384615384615385;0.0;0.0;0.27692307692307694;0.0;0.6192307692307693;0.0;0.0;0.0
18;6;33;0009;740;238;0.6243243243243243;0.14388489208633093;0.8561151079136691;0.0;0.0;0.23949579831932774;0.0;0.0;0.3403361344537815;0.0;0.42016806722689076;0.0;0.0;0.0
18;6;33;0010;643;287;0.5069984447900466;0.0946372239747634;0.9053627760252366;0.0;0.0;0.1951219512195122;0.0;0.0;0.23693379790940766;0.0;0.5679442508710801;0.0;0.0;0.0
18;6;33;0011;696;303;0.5043103448275862;0.12173913043478261;0.8782608695652174;0.0;0.0;0.132013201320132;0.0;0.0;0.23102310231023102;0.0;0.636963696369637;0.0;0.0;0.0
18;6;33;0012;588;221;0.564625850340136;0.13671875;0.86328125;0.0;0.0;0.12669683257918551;0.0;0.0;0.248868778280543;0.0;0.6244343891402715;0.0;0.0;0.0
18;6;33;0013;100;43;0.5;0.14;0.86;0.0;0.0;0.4418604651162791;0.0;0.0;0.37209302325581395;0.0;0.18604651162790697;0.0;0.0;0.0
18;6;33;0014;654;257;0.5626911314984709;0.10139860139860139;0.8986013986013986;0.0;0.0;0.21011673151750973;0.0;0.0;0.26459143968871596;0.0;0.5252918287937743;0.0;0.0;0.0
18;6;33;0015;654;251;0.5749235474006116;0.09712230215827339;0.9028776978417267;0.0;0.0;0.199203187250996;0.0;0.0;0.35856573705179284;0.0;0.44223107569721115;0.0;0.0;0.0
18;6;33;0016;585;250;0.5333333333333333;0.08424908424908426;0.9157509157509157;0.0;0.0;0.136;0.0;0.0;0.26;0.0;0.604;0.0;0.0;0.0
18;6;33;0017;691;301;0.5050651230101303;0.11988304093567251;0.8801169590643275;0.0;0.0;0.18604651162790697;0.0;0.0;0.34219269102990035;0.0;0.4717607973421927;0.0;0.0;0.0
18;6;33;0018;622;264;0.5064308681672026;0.14006514657980457;0.8599348534201955;0.0;0.0;0.125;0.0;0.0;0.3106060606060606;0.0;0.5643939393939394;0.0;0.0;0.0
18;6;33;0019;671;278;0.511177347242921;0.1524390243902439;0.8475609756097561;0.0;0.0;0.23381294964028776;0.0;0.0;0.31654676258992803;0.0;0.44964028776978415;0.0;0.0;0.0
18;6;33;0034;639;260;0.5477308294209703;0.10034602076124567;0.8996539792387543;0.0;0.0;0.13076923076923078;0.0;0.0;0.28076923076923077;0.0;0.5884615384615385;0.0;0.0;0.0
18;6;33;0035;481;197;0.5384615384615384;0.11261261261261261;0.8873873873873874;0.0;0.0;0.18781725888324874;0.0;0.0;0.3350253807106599;0.0;0.47715736040609136;0.0;0.0;0.0
18;6;33;0036;458;165;0.5851528384279476;0.13157894736842105;0.868421052631579;0.0;0.0;0.2;0.0;0.0;0.3515151515151515;0.0;0.4484848484848485;0.0;0.0;0.0
18;6;33;0040;751;297;0.5619174434087882;0.0972644376899696;0.9027355623100304;0.0;0.0;0.16161616161616163;0.0;0.0;0.25252525252525254;0.0;0.5858585858585859;0.0;0.0;0.0
18;6;33;0041;754;289;0.5769230769230769;0.09404388714733543;0.9059561128526645;0.0;0.0;0.1453287197231834;0.0;0.0;0.27335640138408307;0.0;0.5813148788927336;0.0;0.0;0.0
18;7;55;0001;717;327;0.5188284518828452;0.05217391304347826;0.9478260869565217;0.0;0.0;0.0;0.3333333333333333;0.3302752293577982;0.1162079510703364;0.0;0.22018348623853212;0.0;0.0;0.0
18;7;66;0001;593;309;0.45193929173693087;0.04923076923076923;0.9507692307692308;0.0;0.0;0.0;0.23624595469255663;0.3106796116504854;0.12944983818770225;0.0;0.32362459546925565;0.0;0.0;0.0
18;7;66;0002;171;66;0.5847953216374269;0.07042253521126761;0.9295774647887324;0.0;0.0;0.0;0.18181818181818182;0.3181818181818182;0.06060606060606061;0.0;0.4393939393939394;0.0;0.0;0.0
18;7;133;0001;572;254;0.5262237762237763;0.06273062730627306;0.9372693726937269;0.0;0.0;0.0;0.4330708661417323;0.2440944881889764;0.09448818897637795;0.0;0.2283464566929134;0.0;0.0;0.0
18;7;133;0002;455;150;0.6505494505494506;0.05660377358490566;0.9433962264150944;0.0;0.0;0.0;0.34;0.24666666666666667;0.14;0.0;0.2733333333333333;0.0;0.0;0.0
18;7;137;0001;474;221;0.4936708860759494;0.07916666666666666;0.9208333333333333;0.0;0.0;0.0;0.3212669683257919;0.2579185520361991;0.14027149321266968;0.0;0.28054298642533937;0.0;0.0;0.0
18;7;157;0001;467;213;0.4925053533190578;0.10126582278481013;0.8987341772151899;0.0;0.0;0.0;0.3333333333333333;0.3192488262910798;0.20187793427230047;0.0;0.14553990610328638;0.0;0.0;0.0
18;7;181;0001;407;221;0.4275184275184275;0.05150214592274678;0.9484978540772532;0.0;0.0;0.0;0.33031674208144796;0.25339366515837103;0.25339366515837103;0.0;0.16289592760180996;0.0;0.0;0.0
18;7;182;0001;159;98;0.36477987421383645;0.0297029702970297;0.9702970297029703;0.0;0.0;0.0;0.2653061224489796;0.37755102040816324;0.11224489795918367;0.0;0.24489795918367346;0.0;0.0;0.0
18;7;188;0001;207;94;0.5217391304347826;0.050505050505050504;0.9494949494949495;0.0;0.0;0.0;0.22340425531914893;0.3723404255319149;0.26595744680851063;0.0;0.13829787234042554;0.0;0.0;0.0
18;7;198;0001;287;152;0.4425087108013937;0.05;0.95;0.0;0.0;0.0;0.15789473684210525;0.4144736842105263;0.14473684210526316;0.0;0.28289473684210525;0.0;0.0;0.0
18;7;207;0001;1118;496;0.5420393559928444;0.03125;0.96875;0.0;0.0;0.0;0.3084677419354839;0.2056451612903226;0.14516129032258066;0.0;0.3407258064516129;0.0;0.0;0.0
