CODDPT;CODCAN;CODSUBCOM;CODBURVOT;BC-FG;BC-FN;BC-SOC;BC-UD;BC-UDI;BC-UG
18;7;188;0001;0.5232558139534884;0.0;0.0;0.47674418604651164;0.0;0.0
18;7;198;0001;0.40476190476190477;0.0;0.0;0.5952380952380952;0.0;0.0
18;7;207;0001;0.4899598393574297;0.0;0.0;0.5100401606425703;0.0;0.0
18;7;207;0002;0.42757009345794394;0.0;0.0;0.572429906542056;0.0;0.0
18;7;207;0003;0.39835728952772076;0.0;0.0;0.6016427104722792;0.0;0.0
18;7;207;0004;0.4227053140096618;0.0;0.0;0.5772946859903382;0.0;0.0
18;7;207;0005;0.4255874673629243;0.0;0.0;0.5744125326370757;0.0;0.0
18;7;207;0006;0.5084745762711864;0.0;0.0;0.4915254237288136;0.0;0.0
18;7;244;0001;0.3125;0.0;0.0;0.6875;0.0;0.0
18;7;255;0001;0.40063091482649843;0.0;0.0;0.5993690851735016;0.0;0.0
18;7;285;0001;0.46405228758169936;0.0;0.0;0.5359477124183006;0.0;0.0
18;8;2;0001;0.0;0.352112676056338;0.0;0.647887323943662;0.0;0.0
18;8;9;0001;0.0;0.3;0.0;0.7;0.0;0.0
18;8;10;0001;0.0;0.21505376344086022;0.0;0.7849462365591398;0.0;0.0
18;8;24;0001;0.0;0.2903225806451613;0.0;0.7096774193548387;0.0;0.0
18;8;41;0001;0.0;0.4625;0.0;0.5375;0.0;0.0
18;8;43;0001;0.0;0.33695652173913043;0.0;0.6630434782608695;0.0;0.0
18;8;57;0001;0.0;0.40540540540540543;0.0;0.5945945945945946;0.0;0.0
18;8;57;0002;0.0;0.34210526315789475;0.0;0.6578947368421053;0.0;0.0
18;8;59;0001;0.0;0.2557544757033248;0.0;0.7442455242966752;0.0;0.0
18;8;65;0001;0.0;0.40625;0.0;0.59375;0.0;0.0
18;8;83;0001;0.0;0.38079470198675497;0.0;0.6192052980132451;0.0;0.0
18;8;89;0001;0.0;0.41919191919191917;0.0;0.5808080808080808;0.0;0.0
18;8;93;0001;0.0;0.3728813559322034;0.0;0.6271186440677966;0.0;0.0
18;8;112;0001;0.0;0.4880952380952381;0.0;0.5119047619047619;0.0;0.0
18;8;114;0001;0.0;0.5365853658536586;0.0;0.4634146341463415;0.0;0.0
18;8;127;0001;0.0;0.4472843450479233;0.0;0.5527156549520766;0.0;0.0
18;8;127;0002;0.0;0.3583061889250814;0.0;0.6416938110749185;0.0;0.0
18;8;130;0001;0.0;0.37037037037037035;0.0;0.6296296296296297;0.0;0.0
18;8;135;0001;0.0;0.36792452830188677;0.0;0.6320754716981132;0.0;0.0
18;8;152;0001;0.0;0.5918367346938775;0.0;0.40816326530612246;0.0;0.0
18;8;153;0001;0.0;0.3247863247863248;0.0;0.6752136752136753;0.0;0.0
18;8;178;0001;0.0;0.26851851851851855;0.0;0.7314814814814815;0.0;0.0
18;8;187;0001;0.0;0.37719298245614036;0.0;0.6228070175438597;0.0;0.0
18;8;192;0001;0.0;0.4339622641509434;0.0;0.5660377358490566;0.0;0.0
18;8;193;0001;0.0;0.3877551020408163;0.0;0.6122448979591837;0.0;0.0
18;8;199;0001;0.0;0.44545454545454544;0.0;0.5545454545454546;0.0;0.0
18;8;203;0001;0.0;0.48484848484848486;0.0;0.5151515151515151;0.0;0.0
18;8;209;0001;0.0;0.26126126126126126;0.0;0.7387387387387387;0.0;0.0
18;8;216;0001;0.0;0.46;0.0;0.54;0.0;0.0
18;8;217;0001;0.0;0.2222222222222222;0.0;0.7777777777777778;0.0;0.0
18;8;225;0001;0.0;0.4444444444444444;0.0;0.5555555555555556;0.0;0.0
18;8;230;0001;0.0;0.524822695035461;0.0;0.475177304964539;0.0;0.0
18;8;232;0001;0.0;0.336283185840708;0.0;0.6637168141592921;0.0;0.0
18;8;234;0001;0.0;0.5060975609756098;0.0;0.49390243902439024;0.0;0.0
18;8;238;0001;0.0;0.37254901960784315;0.0;0.6274509803921569;0.0;0.0
18;8;245;0001;0.0;0.2893401015228426;0.0;0.7106598984771574;0.0;0.0
18;8;252;0001;0.0;0.5159235668789809;0.0;0.4840764331210191;0.0;0.0
18;8;266;0001;0.0;0.35359116022099446;0.0;0.6464088397790055;0.0;0.0
18;8;278;0001;0.0;0.38308457711442784;0.0;0.6169154228855721;0.0;0.0
18;8;283;0001;0.0;0.4666666666666667;0.0;0.5333333333333333;0.0;0.0
18;9;13;0001;0.0;0.36082474226804123;0.0;0.6391752577319587;0.0;0.0
18;9;17;0001;0.0;0.4015151515151515;0.0;0.5984848484848485;0.0;0.0
18;9;21;0001;0.0;0.40350877192982454;0.0;0.5964912280701754;0.0;0.0
18;9;29;0001;0.0;0.36363636363636365;0.0;0.6363636363636364;0.0;0.0
18;9;40;0001;0.0;0.3873239436619718;0.0;0.6126760563380281;0.0;0.0
18;9;45;0001;0.0;0.5;0.0;0.5;0.0;0.0
18;9;52;0001;0.0;0.28530259365994237;0.0;0.7146974063400576;0.0;0.0
18;9;52;0002;0.0;0.2845528455284553;0.0;0.7154471544715447;0.0;0.0
18;9;60;0001;0.0;0.5882352941176471;0.0;0.4117647058823529;0.0;0.0
18;9;68;0001;0.0;0.2727272727272727;0.0;0.7272727272727273;0.0;0.0
18;9;71;0001;0.0;0.11764705882352941;0.0;0.8823529411764706;0.0;0.0
18;9;76;0001;0.0;0.45930232558139533;0.0;0.5406976744186046;0.0;0.0
18;9;87;0001;0.0;0.24688796680497926;0.0;0.7531120331950207;0.0;0.0
18;9;87;0002;0.0;0.24190064794816415;0.0;0.7580993520518359;0.0;0.0
18;9;87;0003;0.0;0.2943722943722944;0.0;0.7056277056277056;0.0;0.0
18;9;102;0001;0.0;0.4811320754716981;0.0;0.5188679245283019;0.0;0.0
18;9;106;0001;0.0;0.5287356321839081;0.0;0.47126436781609193;0.0;0.0
18;9;121;0001;0.0;0.2978723404255319;0.0;0.7021276595744681;0.0;0.0
18;9;155;0001;0.0;0.5116279069767442;0.0;0.4883720930232558;0.0;0.0
18;9;161;0001;0.0;0.3879310344827586;0.0;0.6120689655172413;0.0;0.0
18;9;164;0001;0.0;0.38461538461538464;0.0;0.6153846153846154;0.0;0.0
18;9;173;0001;0.0;0.49107142857142855;0.0;0.5089285714285714;0.0;0.0
18;9;177;0001;0.0;0.4;0.0;0.6;0.0;0.0
18;9;183;0001;0.0;0.28125;0.0;0.71875;0.0;0.0
18;9;191;0001;0.0;0.38235294117647056;0.0;0.6176470588235294;0.0;0.0
18;9;195;0001;0.0;0.4117647058823529;0.0;0.5882352941176471;0.0;0.0
18;9;196;0001;0.0;0.2857142857142857;0.0;0.7142857142857143;0.0;0.0
18;9;204;0001;0.0;0.37037037037037035;0.0;0.6296296296296297;0.0;0.0
18;9;212;0001;0.0;0.3364485981308411;0.0;0.6635514018691588;0.0;0.0
18;9;231;0001;0.0;0.3985239852398524;0.0;0.6014760147601476;0.0;0.0
18;9;242;0001;0.0;0.4508670520231214;0.0;0.5491329479768786;0.0;0.0
18;9;242;0002;0.0;0.4350282485875706;0.0;0.5649717514124294;0.0;0.0
18;9;261;0001;0.0;0.38095238095238093;0.0;0.6190476190476191;0.0;0.0
18;9;275;0001;0.0;0.5522388059701493;0.0;0.44776119402985076;0.0;0.0
18;9;276;0001;0.0;0.3375;0.0;0.6625;0.0;0.0
18;9;277;0001;0.0;0.35;0.0;0.65;0.0;0.0
18;10;7;0001;0.0;0.13636363636363635;0.06818181818181818;0.7954545454545454;0.0;0.0
18;10;31;0001;0.0;0.3360995850622407;0.42738589211618255;0.23651452282157676;0.0;0.0
18;10;48;0001;0.0;0.3221476510067114;0.3825503355704698;0.2953020134228188;0.0;0.0
18;10;54;0001;0.0;0.358974358974359;0.2564102564102564;0.38461538461538464;0.0;0.0
18;10;62;0001;0.0;0.23636363636363636;0.4;0.36363636363636365;0.0;0.0
18;10;72;0001;0.0;0.4774774774774775;0.2882882882882883;0.23423423423423423;0.0;0.0
18;10;75;0001;0.0;0.3502415458937198;0.3695652173913043;0.28019323671497587;0.0;0.0
18;10;80;0001;0.0;0.3333333333333333;0.2608695652173913;0.4057971014492754;0.0;0.0
18;10;82;0001;0.0;0.1683991683991684;0.2390852390852391;0.5925155925155925;0.0;0.0
18;10;95;0001;0.0;0.4444444444444444;0.2777777777777778;0.2777777777777778;0.0;0.0
18;10;101;0001;0.0;0.21428571428571427;0.42857142857142855;0.35714285714285715;0.0;0.0
18;10;108;0001;0.0;0.26758409785932724;0.3623853211009174;0.37003058103975534;0.0;0.0
18;10;108;0002;0.0;0.30678466076696165;0.4277286135693215;0.26548672566371684;0.0;0.0
18;10;113;0001;0.0;0.352112676056338;0.36619718309859156;0.28169014084507044;0.0;0.0
18;10;118;0001;0.0;0.31365313653136534;0.4280442804428044;0.25830258302583026;0.0;0.0
18;10;131;0001;0.0;0.17647058823529413;0.29411764705882354;0.5294117647058824;0.0;0.0
18;10;143;0001;0.0;0.4180327868852459;0.4426229508196721;0.13934426229508196;0.0;0.0
18;10;154;0001;0.0;0.40425531914893614;0.26595744680851063;0.32978723404255317;0.0;0.0
18;10;160;0001;0.0;0.30590339892665475;0.40250447227191416;0.29159212880143115;0.0;0.0
18;10;175;0001;0.0;0.36507936507936506;0.38492063492063494;0.25;0.0;0.0
18;10;215;0001;0.0;0.2537313432835821;0.373134328358209;0.373134328358209;0.0;0.0
18;10;260;0001;0.0;0.42105263157894735;0.07894736842105263;0.5;0.0;0.0
18;10;265;0001;0.0;0.2576271186440678;0.6305084745762712;0.11186440677966102;0.0;0.0
18;11;5;0001;0.0;0.3090909090909091;0.0;0.6909090909090909;0.0;0.0
18;11;28;0001;0.0;0.3258426966292135;0.0;0.6741573033707865;0.0;0.0
18;11;36;0001;0.0;0.3253588516746411;0.0;0.6746411483253588;0.0;0.0
18;11;44;0001;0.0;0.4112903225806452;0.0;0.5887096774193549;0.0;0.0
18;11;64;0001;0.0;0.3048780487804878;0.0;0.6951219512195121;0.0;0.0
18;11;96;0001;0.0;0.46779661016949153;0.0;0.5322033898305085;0.0;0.0
18;11;96;0002;0.0;0.4024896265560166;0.0;0.5975103734439834;0.0;0.0
18;11;124;0001;0.0;0.30344827586206896;0.0;0.696551724137931;0.0;0.0
18;11;128;0001;0.0;0.4;0.0;0.6;0.0;0.0
18;11;134;0001;0.0;0.32051282051282054;0.0;0.6794871794871795;0.0;0.0
18;11;140;0001;0.0;0.38011695906432746;0.0;0.6198830409356725;0.0;0.0
18;11;141;0001;0.0;0.21621621621621623;0.0;0.7837837837837838;0.0;0.0
18;11;141;0002;0.0;0.3687707641196013;0.0;0.6312292358803987;0.0;0.0
18;11;141;0003;0.0;0.32951289398280803;0.0;0.670487106017192;0.0;0.0
18;11;141;0004;0.0;0.2587268993839836;0.0;0.7412731006160165;0.0;0.0
18;11;141;0005;0.0;0.40100250626566414;0.0;0.5989974937343359;0.0;0.0
18;11;141;0006;0.0;0.34065934065934067;0.0;0.6593406593406593;0.0;0.0
18;11;148;0001;0.0;0.3183856502242152;0.0;0.6816143497757847;0.0;0.0
18;11;148;0002;0.0;0.3868131868131868;0.0;0.6131868131868132;0.0;0.0
18;11;186;0001;0.0;0.3231707317073171;0.0;0.676829268292683;0.0;0.0
18;11;190;0001;0.0;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0
18;11;237;0001;0.0;0.37423312883435583;0.0;0.6257668711656442;0.0;0.0
18;12;34;0001;0.0;0.4583333333333333;0.0;0.0;0.5416666666666666;0.0
18;12;38;0001;0.0;0.4377880184331797;0.0;0.0;0.5622119815668203;0.0
18;12;42;0001;0.0;0.5190839694656488;0.0;0.0;0.48091603053435117;0.0
18;12;69;0001;0.0;0.42857142857142855;0.0;0.0;0.5714285714285714;0.0
18;12;86;0001;0.0;0.35398230088495575;0.0;0.0;0.6460176991150443;0.0
18;12;91;0001;0.0;0.43037974683544306;0.0;0.0;0.569620253164557;0.0
18;12;107;0001;0.0;0.24615384615384617;0.0;0.0;0.7538461538461538;0.0
18;12;136;0001;0.0;0.4909090909090909;0.0;0.0;0.509090909090909;0.0
18;12;142;0001;0.0;0.4015748031496063;0.0;0.0;0.5984251968503937;0.0
18;12;169;0001;0.0;0.5365853658536586;0.0;0.0;0.4634146341463415;0.0
18;12;171;0001;0.0;0.5227272727272727;0.0;0.0;0.4772727272727273;0.0
18;12;172;0001;0.0;0.4176334106728538;0.0;0.0;0.5823665893271461;0.0
18;12;172;0002;0.0;0.4166666666666667;0.0;0.0;0.5833333333333334;0.0
18;12;197;0001;0.0;0.2641509433962264;0.0;0.0;0.7358490566037735;0.0
18;12;197;0002;0.0;0.40153452685422;0.0;0.0;0.59846547314578;0.0
18;12;197;0003;0.0;0.29577464788732394;0.0;0.0;0.704225352112676;0.0
18;12;197;0004;0.0;0.3439024390243902;0.0;0.0;0.6560975609756098;0.0
18;12;197;0005;0.0;0.42333333333333334;0.0;0.0;0.5766666666666667;0.0
18;12;197;0006;0.0;0.3123425692695214;0.0;0.0;0.6876574307304786;0.0
18;12;197;0007;0.0;0.3914285714285714;0.0;0.0;0.6085714285714285;0.0
18;12;197;0008;0.0;0.4174454828660436;0.0;0.0;0.5825545171339563;0.0
18;12;197;0009;0.0;0.3801369863013699;0.0;0.0;0.6198630136986302;0.0
18;13;50;0001;0.0;0.0;0.0;0.20973154362416108;0.0;0.790268456375839
18;13;50;0002;0.0;0.0;0.0;0.18473895582329317;0.0;0.8152610441767069
18;13;50;0003;0.0;0.0;0.0;0.2591093117408907;0.0;0.7408906882591093
18;13;138;0001;0.0;0.0;0.0;0.47558386411889597;0.0;0.524416135881104
18;13;138;0002;0.0;0.0;0.0;0.5444743935309974;0.0;0.4555256064690027
18;13;205;0001;0.0;0.0;0.0;0.5798525798525799;0.0;0.4201474201474201
18;13;205;0002;0.0;0.0;0.0;0.6098360655737705;0.0;0.3901639344262295
18;13;205;0003;0.0;0.0;0.0;0.6088709677419355;0.0;0.3911290322580645
18;13;205;0004;0.0;0.0;0.0;0.6604414261460102;0.0;0.3395585738539898
18;13;205;0005;0.0;0.0;0.0;0.6666666666666666;0.0;0.3333333333333333
18;13;205;0006;0.0;0.0;0.0;0.6121212121212121;0.0;0.3878787878787879
18;13;205;0007;0.0;0.0;0.0;0.6424501424501424;0.0;0.3575498575498576
18;13;205;0008;0.0;0.0;0.0;0.6212121212121212;0.0;0.3787878787878788
18;14;3;0001;0.0;0.37191358024691357;0.0;0.6280864197530864;0.0;0.0
18;14;16;0001;0.0;0.3008849557522124;0.0;0.6991150442477876;0.0;0.0
18;14;19;0001;0.0;0.3567567567567568;0.0;0.6432432432432432;0.0;0.0
18;14;35;0001;0.0;0.3967741935483871;0.0;0.603225806451613;0.0;0.0
18;14;51;0001;0.0;0.3150684931506849;0.0;0.684931506849315;0.0;0.0
18;14;109;0001;0.0;0.3200636942675159;0.0;0.6799363057324841;0.0;0.0
18;14;109;0002;0.0;0.1935483870967742;0.0;0.8064516129032258;0.0;0.0
18;14;111;0001;0.0;0.2714285714285714;0.0;0.7285714285714285;0.0;0.0
18;14;151;0001;0.0;0.29651162790697677;0.0;0.7034883720930233;0.0;0.0
18;14;156;0001;0.0;0.2426470588235294;0.0;0.7573529411764706;0.0;0.0
18;14;162;0001;0.0;0.23008849557522124;0.0;0.7699115044247787;0.0;0.0
18;14;163;0001;0.0;0.17123287671232876;0.0;0.8287671232876712;0.0;0.0
18;14;176;0001;0.0;0.4228187919463087;0.0;0.5771812080536913;0.0;0.0
18;14;194;0001;0.0;0.3582554517133956;0.0;0.6417445482866043;0.0;0.0
18;14;202;0001;0.0;0.058823529411764705;0.0;0.9411764705882353;0.0;0.0
18;14;213;0001;0.0;0.3469387755102041;0.0;0.6530612244897959;0.0;0.0
18;14;213;0002;0.0;0.4051094890510949;0.0;0.5948905109489051;0.0;0.0
18;14;213;0003;0.0;0.3595890410958904;0.0;0.6404109589041096;0.0;0.0
18;14;213;0004;0.0;0.3858267716535433;0.0;0.6141732283464567;0.0;0.0
