Département,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimés,Binôme,Voix,NbSieges
79,269226,182991,86235,2942,1847,81446,Binôme Divers droite,397,0
79,269226,182991,86235,2942,1847,81446,Binôme Droite souverainiste,195,0
79,269226,182991,86235,2942,1847,81446,Binôme Rassemblement National,10112,0
80,406438,256791,149647,5710,3076,140861,Binôme Extrême gauche,379,0
80,406438,256791,149647,5710,3076,140861,Binôme de La France Insoumise,1514,0
80,406438,256791,149647,5710,3076,140861,Binôme Union à gauche,598,0
80,406438,256791,149647,5710,3076,140861,Binôme Divers gauche,9587,0
80,406438,256791,149647,5710,3076,140861,Binôme écologiste,2381,0
80,406438,256791,149647,5710,3076,140861,Binôme d'union à gauche avec des écologistes,33513,2
80,406438,256791,149647,5710,3076,140861,Binôme Divers,2297,0
80,406438,256791,149647,5710,3076,140861,Binôme La République en Marche,972,0
77,888353,641284,247069,7795,3396,235878,Binôme Extrême gauche,1715,0
77,888353,641284,247069,7795,3396,235878,Binôme du Parti communiste français,4643,0
77,888353,641284,247069,7795,3396,235878,Binôme de La France Insoumise,560,0
77,888353,641284,247069,7795,3396,235878,Binôme du Parti Socialiste,12175,0
77,888353,641284,247069,7795,3396,235878,Binôme Union à gauche,19147,0
77,888353,641284,247069,7795,3396,235878,Binôme Divers gauche,2814,0
77,888353,641284,247069,7795,3396,235878,Binôme écologiste,5906,0
77,888353,641284,247069,7795,3396,235878,Binôme d'union à gauche avec des écologistes,25218,0
77,888353,641284,247069,7795,3396,235878,Binôme Divers,5216,0
77,888353,641284,247069,7795,3396,235878,Binôme d'union au centre et à gauche,654,0
77,888353,641284,247069,7795,3396,235878,Binôme La République en Marche,3698,0
77,888353,641284,247069,7795,3396,235878,Binôme du Modem,1389,0
77,888353,641284,247069,7795,3396,235878,Binôme Union au centre,1360,0
78,956071,634711,321360,6855,3307,311198,Binôme Extrême gauche,461,0
78,956071,634711,321360,6855,3307,311198,Binôme du Parti Socialiste,1436,0
78,956071,634711,321360,6855,3307,311198,Binôme Union à gauche,2395,0
78,956071,634711,321360,6855,3307,311198,Binôme Divers gauche,25470,0
78,956071,634711,321360,6855,3307,311198,Binôme écologiste,22397,0
78,956071,634711,321360,6855,3307,311198,Binôme d'union à gauche avec des écologistes,35444,0
78,956071,634711,321360,6855,3307,311198,Binôme Divers,11540,0
78,956071,634711,321360,6855,3307,311198,Binôme La République en Marche,10715,0
78,956071,634711,321360,6855,3307,311198,Binôme Divers centre,1802,0
78,956071,634711,321360,6855,3307,311198,Binôme d'union au centre et à droite,52761,0
78,956071,634711,321360,6855,3307,311198,Binôme des Républicains,14752,0
78,956071,634711,321360,6855,3307,311198,Binôme Divers droite,85454,0
78,956071,634711,321360,6855,3307,311198,Binôme Droite souverainiste,453,0
83,796122,533126,262996,7587,3830,251579,Binôme Union à droite,7890,0
83,796122,533126,262996,7587,3830,251579,Binôme Divers droite,38335,2
83,796122,533126,262996,7587,3830,251579,Binôme Droite souverainiste,281,0
83,796122,533126,262996,7587,3830,251579,Binôme Rassemblement National,77913,0
83,796122,533126,262996,7587,3830,251579,Binôme Union Extrême droite,3963,0
76,871308,590804,280504,8740,3486,268278,Binôme Extrême gauche,110,0
76,871308,590804,280504,8740,3486,268278,Binôme du Parti communiste français,24601,0
76,871308,590804,280504,8740,3486,268278,Binôme de La France Insoumise,1373,0
76,871308,590804,280504,8740,3486,268278,Binôme du Parti Socialiste,30200,0
76,871308,590804,280504,8740,3486,268278,Binôme Union à gauche,27937,0
76,871308,590804,280504,8740,3486,268278,Binôme du Parti radical de gauche,373,0
76,871308,590804,280504,8740,3486,268278,Binôme Divers gauche,13957,0
76,871308,590804,280504,8740,3486,268278,Binôme d'union à gauche avec des écologistes,19234,0
76,871308,590804,280504,8740,3486,268278,Binôme Divers,10319,0
76,871308,590804,280504,8740,3486,268278,Binôme d'union au centre et à gauche,2094,0
76,871308,590804,280504,8740,3486,268278,Binôme Union au centre,1659,0
76,871308,590804,280504,8740,3486,268278,Binôme Divers centre,5168,0
73,311726,207088,104638,2867,1508,100263,Binôme du Parti communiste français,3805,0
73,311726,207088,104638,2867,1508,100263,Binôme de La France Insoumise,680,0
73,311726,207088,104638,2867,1508,100263,Binôme du Parti Socialiste,2161,0
73,311726,207088,104638,2867,1508,100263,Binôme Union à gauche,5239,0
73,311726,207088,104638,2867,1508,100263,Binôme Divers gauche,11442,0
73,311726,207088,104638,2867,1508,100263,Binôme écologiste,1468,0
73,311726,207088,104638,2867,1508,100263,Binôme d'union à gauche avec des écologistes,3297,0
73,311726,207088,104638,2867,1508,100263,Binôme Divers,7195,0
73,311726,207088,104638,2867,1508,100263,Binôme Régionaliste,226,0
73,311726,207088,104638,2867,1508,100263,Binôme d'union au centre et à gauche,1241,0
73,311726,207088,104638,2867,1508,100263,Binôme Divers centre,2203,0
73,311726,207088,104638,2867,1508,100263,Binôme Divers droite,44027,2
74,544435,387585,156850,4321,1889,150640,Binôme du Parti communiste français,2404,0
74,544435,387585,156850,4321,1889,150640,Binôme de La France Insoumise,1124,0
74,544435,387585,156850,4321,1889,150640,Binôme du Parti Socialiste,337,0
74,544435,387585,156850,4321,1889,150640,Binôme Union à gauche,3807,0
74,544435,387585,156850,4321,1889,150640,Binôme Divers gauche,8020,0
74,544435,387585,156850,4321,1889,150640,Binôme écologiste,8744,0
74,544435,387585,156850,4321,1889,150640,Binôme d'union à gauche avec des écologistes,11527,0
74,544435,387585,156850,4321,1889,150640,Binôme Divers,546,0
74,544435,387585,156850,4321,1889,150640,Binôme Régionaliste,690,0
74,544435,387585,156850,4321,1889,150640,Binôme gilets jaunes,1334,0
74,544435,387585,156850,4321,1889,150640,Binôme d'union au centre et à gauche,1269,0
74,544435,387585,156850,4321,1889,150640,Binôme Union au centre,2317,0
74,544435,387585,156850,4321,1889,150640,Binôme d'union au centre et à droite,6637,0
72,408885,287134,121751,5362,1661,114728,Binôme Extrême gauche,153,0
72,408885,287134,121751,5362,1661,114728,Binôme du Parti Socialiste,10739,0
72,408885,287134,121751,5362,1661,114728,Binôme Union à gauche,13265,0
72,408885,287134,121751,5362,1661,114728,Binôme Divers gauche,1719,0
72,408885,287134,121751,5362,1661,114728,Binôme d'union à gauche avec des écologistes,15088,0
72,408885,287134,121751,5362,1661,114728,Binôme Divers,4664,0
72,408885,287134,121751,5362,1661,114728,Binôme La République en Marche,10971,0
72,408885,287134,121751,5362,1661,114728,Binôme Divers centre,843,0
72,408885,287134,121751,5362,1661,114728,Binôme d'union au centre et à droite,21300,0
72,408885,287134,121751,5362,1661,114728,Binôme des Républicains,7071,0
80,406438,256791,149647,5710,3076,140861,Binôme Divers centre,2229,0
80,406438,256791,149647,5710,3076,140861,Binôme d'union au centre et à droite,50886,0
80,406438,256791,149647,5710,3076,140861,Binôme des Républicains,704,0
80,406438,256791,149647,5710,3076,140861,Binôme Divers droite,859,0
80,406438,256791,149647,5710,3076,140861,Binôme Rassemblement National,32270,0
80,406438,256791,149647,5710,3076,140861,Binôme d'Extrême droite,2672,0
77,888353,641284,247069,7795,3396,235878,Binôme Divers centre,6581,0
77,888353,641284,247069,7795,3396,235878,Binôme d'union au centre et à droite,11199,0
77,888353,641284,247069,7795,3396,235878,Binôme de l'Union des Démocrates et des Indépendants,6036,0
77,888353,641284,247069,7795,3396,235878,Binôme des Républicains,54596,0
77,888353,641284,247069,7795,3396,235878,Binôme Union à droite,4343,0
77,888353,641284,247069,7795,3396,235878,Binôme Divers droite,18212,0
77,888353,641284,247069,7795,3396,235878,Binôme Droite souverainiste,532,0
77,888353,641284,247069,7795,3396,235878,Binôme Rassemblement National,49884,0
78,956071,634711,321360,6855,3307,311198,Binôme Rassemblement National,46118,0
76,871308,590804,280504,8740,3486,268278,Binôme d'union au centre et à droite,36191,0
76,871308,590804,280504,8740,3486,268278,Binôme Union à droite,10909,0
76,871308,590804,280504,8740,3486,268278,Binôme Divers droite,27775,0
76,871308,590804,280504,8740,3486,268278,Binôme Rassemblement National,56378,0
73,311726,207088,104638,2867,1508,100263,Binôme Rassemblement National,17279,0
74,544435,387585,156850,4321,1889,150640,Binôme de l'Union des Démocrates et des Indépendants,2107,0
74,544435,387585,156850,4321,1889,150640,Binôme des Républicains,16546,0
74,544435,387585,156850,4321,1889,150640,Binôme Union à droite,14830,0
74,544435,387585,156850,4321,1889,150640,Binôme Divers droite,45672,0
74,544435,387585,156850,4321,1889,150640,Binôme Rassemblement National,22729,0
72,408885,287134,121751,5362,1661,114728,Binôme Union à droite,9358,0
72,408885,287134,121751,5362,1661,114728,Binôme Divers droite,4644,0
72,408885,287134,121751,5362,1661,114728,Binôme Droite souverainiste,296,0
72,408885,287134,121751,5362,1661,114728,Binôme Rassemblement National,14617,0
71,399186,268666,130520,4633,2700,123187,Binôme Extrême gauche,1366,0
71,399186,268666,130520,4633,2700,123187,Binôme du Parti communiste français,555,0
71,399186,268666,130520,4633,2700,123187,Binôme du Parti Socialiste,1996,0
71,399186,268666,130520,4633,2700,123187,Binôme Union à gauche,624,0
71,399186,268666,130520,4633,2700,123187,Binôme Divers gauche,25673,0
71,399186,268666,130520,4633,2700,123187,Binôme écologiste,1560,0
71,399186,268666,130520,4633,2700,123187,Binôme Divers,12413,0
71,399186,268666,130520,4633,2700,123187,Binôme La République en Marche,269,0
70,176687,105405,71282,2378,1774,67130,Binôme du Parti communiste français,611,0
70,176687,105405,71282,2378,1774,67130,Binôme de La France Insoumise,719,0
70,176687,105405,71282,2378,1774,67130,Binôme du Parti Socialiste,2741,0
70,176687,105405,71282,2378,1774,67130,Binôme Divers gauche,18227,2
70,176687,105405,71282,2378,1774,67130,Binôme écologiste,518,0
70,176687,105405,71282,2378,1774,67130,Binôme d'union à gauche avec des écologistes,411,0
70,176687,105405,71282,2378,1774,67130,Binôme Divers,4219,0
70,176687,105405,71282,2378,1774,67130,Binôme d'union au centre et à droite,1514,0
70,176687,105405,71282,2378,1774,67130,Binôme des Républicains,6921,0
70,176687,105405,71282,2378,1774,67130,Binôme Divers droite,15312,0
69,331313,224130,107183,2654,1104,103425,Binôme du Parti communiste français,1259,0
69,331313,224130,107183,2654,1104,103425,Binôme du Parti Socialiste,3194,0
69,331313,224130,107183,2654,1104,103425,Binôme Union à gauche,1089,0
69,331313,224130,107183,2654,1104,103425,Binôme Divers gauche,2575,0
69,331313,224130,107183,2654,1104,103425,Binôme écologiste,1819,0
69,331313,224130,107183,2654,1104,103425,Binôme d'union à gauche avec des écologistes,14996,0
69,331313,224130,107183,2654,1104,103425,Binôme Union au centre,1360,0
69,331313,224130,107183,2654,1104,103425,Binôme d'union au centre et à droite,23352,0
69,331313,224130,107183,2654,1104,103425,Binôme des Républicains,17151,0
69,331313,224130,107183,2654,1104,103425,Binôme Union à droite,19957,0
69,331313,224130,107183,2654,1104,103425,Binôme Rassemblement National,16673,0
66,354211,228375,125836,3468,2411,119957,Binôme Extrême gauche,111,0
66,354211,228375,125836,3468,2411,119957,Binôme du Parti communiste français,1563,0
66,354211,228375,125836,3468,2411,119957,Binôme de La France Insoumise,2028,0
66,354211,228375,125836,3468,2411,119957,Binôme du Parti Socialiste,9373,0
66,354211,228375,125836,3468,2411,119957,Binôme Union à gauche,17761,0
66,354211,228375,125836,3468,2411,119957,Binôme Divers gauche,983,0
71,399186,268666,130520,4633,2700,123187,Binôme d'union au centre et à droite,2141,0
71,399186,268666,130520,4633,2700,123187,Binôme des Républicains,392,0
71,399186,268666,130520,4633,2700,123187,Binôme Divers droite,51437,8
71,399186,268666,130520,4633,2700,123187,Binôme Rassemblement National,24761,0
70,176687,105405,71282,2378,1774,67130,Binôme Droite souverainiste,257,0
70,176687,105405,71282,2378,1774,67130,Binôme Rassemblement National,15680,0
66,354211,228375,125836,3468,2411,119957,Binôme écologiste,2901,0
66,354211,228375,125836,3468,2411,119957,Binôme d'union à gauche avec des écologistes,6531,0
66,354211,228375,125836,3468,2411,119957,Binôme Divers,6200,0
66,354211,228375,125836,3468,2411,119957,Binôme Régionaliste,6014,0
66,354211,228375,125836,3468,2411,119957,Binôme du Modem,307,0
66,354211,228375,125836,3468,2411,119957,Binôme Union au centre,2493,0
66,354211,228375,125836,3468,2411,119957,Binôme Divers centre,3838,0
66,354211,228375,125836,3468,2411,119957,Binôme d'union au centre et à droite,5221,0
66,354211,228375,125836,3468,2411,119957,Binôme des Républicains,4904,0
66,354211,228375,125836,3468,2411,119957,Binôme Union à droite,9670,0
64,506155,309654,196501,5265,3236,188000,Binôme Extrême gauche,626,0
64,506155,309654,196501,5265,3236,188000,Binôme du Parti communiste français,6976,0
64,506155,309654,196501,5265,3236,188000,Binôme de La France Insoumise,253,0
64,506155,309654,196501,5265,3236,188000,Binôme du Parti Socialiste,1494,0
64,506155,309654,196501,5265,3236,188000,Binôme Union à gauche,9042,0
64,506155,309654,196501,5265,3236,188000,Binôme Divers gauche,26427,0
64,506155,309654,196501,5265,3236,188000,Binôme écologiste,7292,0
64,506155,309654,196501,5265,3236,188000,Binôme d'union à gauche avec des écologistes,9555,0
64,506155,309654,196501,5265,3236,188000,Binôme Divers,8499,0
64,506155,309654,196501,5265,3236,188000,Binôme Régionaliste,22283,0
64,506155,309654,196501,5265,3236,188000,Binôme du Modem,3996,0
64,506155,309654,196501,5265,3236,188000,Binôme Union au centre,4769,0
64,506155,309654,196501,5265,3236,188000,Binôme Divers centre,13117,0
64,506155,309654,196501,5265,3236,188000,Binôme d'union au centre et à droite,18795,0
64,506155,309654,196501,5265,3236,188000,Binôme des Républicains,6835,0
64,506155,309654,196501,5265,3236,188000,Binôme Union à droite,6237,0
64,506155,309654,196501,5265,3236,188000,Binôme Divers droite,16524,0
64,506155,309654,196501,5265,3236,188000,Binôme Droite souverainiste,1157,0
65,176259,106696,69563,2849,1772,64942,Binôme du Parti communiste français,3846,0
65,176259,106696,69563,2849,1772,64942,Binôme de La France Insoumise,961,0
65,176259,106696,69563,2849,1772,64942,Binôme du Parti Socialiste,3547,0
65,176259,106696,69563,2849,1772,64942,Binôme Union à gauche,4250,2
65,176259,106696,69563,2849,1772,64942,Binôme du Parti radical de gauche,6029,2
65,176259,106696,69563,2849,1772,64942,Binôme Divers gauche,12372,2
65,176259,106696,69563,2849,1772,64942,Binôme d'union à gauche avec des écologistes,2543,0
65,176259,106696,69563,2849,1772,64942,Binôme Divers,19372,2
65,176259,106696,69563,2849,1772,64942,Binôme Divers centre,1673,0
65,176259,106696,69563,2849,1772,64942,Binôme d'union au centre et à droite,457,0
63,458462,292917,165545,5671,3179,156695,Binôme du Parti communiste français,1738,0
63,458462,292917,165545,5671,3179,156695,Binôme de La France Insoumise,992,0
63,458462,292917,165545,5671,3179,156695,Binôme du Parti Socialiste,10329,2
63,458462,292917,165545,5671,3179,156695,Binôme Union à gauche,34169,2
63,458462,292917,165545,5671,3179,156695,Binôme Divers gauche,13993,0
63,458462,292917,165545,5671,3179,156695,Binôme écologiste,1553,0
63,458462,292917,165545,5671,3179,156695,Binôme d'union à gauche avec des écologistes,11771,0
63,458462,292917,165545,5671,3179,156695,Binôme Divers,2718,0
63,458462,292917,165545,5671,3179,156695,Binôme La République en Marche,1304,0
62,1088715,705594,383121,11804,7227,364090,Binôme Extrême gauche,237,0
62,1088715,705594,383121,11804,7227,364090,Binôme du Parti communiste français,10740,0
62,1088715,705594,383121,11804,7227,364090,Binôme de La France Insoumise,943,0
62,1088715,705594,383121,11804,7227,364090,Binôme du Parti Socialiste,32069,2
62,1088715,705594,383121,11804,7227,364090,Binôme Union à gauche,24895,0
62,1088715,705594,383121,11804,7227,364090,Binôme Divers gauche,79399,2
62,1088715,705594,383121,11804,7227,364090,Binôme écologiste,11588,0
62,1088715,705594,383121,11804,7227,364090,Binôme d'union à gauche avec des écologistes,8508,0
62,1088715,705594,383121,11804,7227,364090,Binôme Divers,11458,0
62,1088715,705594,383121,11804,7227,364090,Binôme Union au centre,4240,0
62,1088715,705594,383121,11804,7227,364090,Binôme Divers centre,15142,0
62,1088715,705594,383121,11804,7227,364090,Binôme d'union au centre et à droite,11111,0
62,1088715,705594,383121,11804,7227,364090,Binôme des Républicains,4740,0
62,1088715,705594,383121,11804,7227,364090,Binôme Divers droite,41779,0
62,1088715,705594,383121,11804,7227,364090,Binôme Droite souverainiste,804,0
66,354211,228375,125836,3468,2411,119957,Binôme Divers droite,4804,0
66,354211,228375,125836,3468,2411,119957,Binôme Droite souverainiste,299,0
66,354211,228375,125836,3468,2411,119957,Binôme Rassemblement National,34956,0
64,506155,309654,196501,5265,3236,188000,Binôme Rassemblement National,24123,0
65,176259,106696,69563,2849,1772,64942,Binôme des Républicains,747,0
65,176259,106696,69563,2849,1772,64942,Binôme Divers droite,3381,0
65,176259,106696,69563,2849,1772,64942,Binôme Rassemblement National,5764,0
63,458462,292917,165545,5671,3179,156695,Binôme Union au centre,1721,0
63,458462,292917,165545,5671,3179,156695,Binôme Divers centre,3109,0
63,458462,292917,165545,5671,3179,156695,Binôme d'union au centre et à droite,13281,0
63,458462,292917,165545,5671,3179,156695,Binôme des Républicains,3070,0
63,458462,292917,165545,5671,3179,156695,Binôme Union à droite,17473,0
63,458462,292917,165545,5671,3179,156695,Binôme Divers droite,17029,0
63,458462,292917,165545,5671,3179,156695,Binôme Rassemblement National,22311,0
63,458462,292917,165545,5671,3179,156695,Binôme d'Extrême droite,134,0
62,1088715,705594,383121,11804,7227,364090,Binôme Rassemblement National,106437,0
61,204907,134156,70751,3688,1691,65372,Binôme du Parti communiste français,1130,0
61,204907,134156,70751,3688,1691,65372,Binôme de La France Insoumise,280,0
61,204907,134156,70751,3688,1691,65372,Binôme du Parti Socialiste,3245,0
61,204907,134156,70751,3688,1691,65372,Binôme Union à gauche,5793,0
61,204907,134156,70751,3688,1691,65372,Binôme Divers gauche,6125,0
61,204907,134156,70751,3688,1691,65372,Binôme écologiste,2217,0
61,204907,134156,70751,3688,1691,65372,Binôme d'union à gauche avec des écologistes,668,0
61,204907,134156,70751,3688,1691,65372,Binôme La République en Marche,883,0
61,204907,134156,70751,3688,1691,65372,Binôme Union au centre,1383,0
61,204907,134156,70751,3688,1691,65372,Binôme Divers centre,3400,0
61,204907,134156,70751,3688,1691,65372,Binôme d'union au centre et à droite,2157,0
61,204907,134156,70751,3688,1691,65372,Binôme des Républicains,8510,2
61,204907,134156,70751,3688,1691,65372,Binôme Union à droite,4936,2
59,1799988,1252989,546999,14634,7853,524512,Binôme Extrême gauche,602,0
59,1799988,1252989,546999,14634,7853,524512,Binôme du Parti communiste français,16881,0
59,1799988,1252989,546999,14634,7853,524512,Binôme de La France Insoumise,7763,0
59,1799988,1252989,546999,14634,7853,524512,Binôme du Parti Socialiste,9002,0
59,1799988,1252989,546999,14634,7853,524512,Binôme Union à gauche,57733,0
59,1799988,1252989,546999,14634,7853,524512,Binôme Divers gauche,14874,0
59,1799988,1252989,546999,14634,7853,524512,Binôme écologiste,13365,0
59,1799988,1252989,546999,14634,7853,524512,Binôme d'union à gauche avec des écologistes,58761,0
59,1799988,1252989,546999,14634,7853,524512,Binôme La République en Marche,11111,0
59,1799988,1252989,546999,14634,7853,524512,Binôme Union au centre,7301,0
59,1799988,1252989,546999,14634,7853,524512,Binôme Divers centre,14434,0
59,1799988,1252989,546999,14634,7853,524512,Binôme d'union au centre et à droite,41799,0
60,559671,378005,181666,4660,2307,174699,Binôme du Parti communiste français,6137,0
60,559671,378005,181666,4660,2307,174699,Binôme de La France Insoumise,763,0
60,559671,378005,181666,4660,2307,174699,Binôme du Parti Socialiste,4430,0
60,559671,378005,181666,4660,2307,174699,Binôme Union à gauche,13624,0
60,559671,378005,181666,4660,2307,174699,Binôme du Parti radical de gauche,2235,0
60,559671,378005,181666,4660,2307,174699,Binôme Divers gauche,2911,0
60,559671,378005,181666,4660,2307,174699,Binôme écologiste,3740,0
60,559671,378005,181666,4660,2307,174699,Binôme d'union à gauche avec des écologistes,10073,0
60,559671,378005,181666,4660,2307,174699,Binôme La République en Marche,2670,0
60,559671,378005,181666,4660,2307,174699,Binôme Divers centre,2192,0
60,559671,378005,181666,4660,2307,174699,Binôme des Républicains,26487,0
60,559671,378005,181666,4660,2307,174699,Binôme Divers droite,54459,0
60,559671,378005,181666,4660,2307,174699,Binôme Droite souverainiste,498,0
60,559671,378005,181666,4660,2307,174699,Binôme Rassemblement National,44480,0
58,154488,101522,52966,1951,806,50209,Binôme du Parti communiste français,2333,0
58,154488,101522,52966,1951,806,50209,Binôme de La France Insoumise,104,0
58,154488,101522,52966,1951,806,50209,Binôme du Parti Socialiste,5456,0
58,154488,101522,52966,1951,806,50209,Binôme Union à gauche,1140,0
58,154488,101522,52966,1951,806,50209,Binôme Divers gauche,9627,0
58,154488,101522,52966,1951,806,50209,Binôme d'union à gauche avec des écologistes,4614,0
58,154488,101522,52966,1951,806,50209,Binôme Divers,474,0
58,154488,101522,52966,1951,806,50209,Binôme Divers centre,10536,0
58,154488,101522,52966,1951,806,50209,Binôme de l'Union des Démocrates et des Indépendants,418,0
58,154488,101522,52966,1951,806,50209,Binôme des Républicains,278,0
58,154488,101522,52966,1951,806,50209,Binôme Divers droite,5044,0
58,154488,101522,52966,1951,806,50209,Binôme Rassemblement National,10185,0
61,204907,134156,70751,3688,1691,65372,Binôme Divers droite,17538,4
61,204907,134156,70751,3688,1691,65372,Binôme Rassemblement National,7107,0
59,1799988,1252989,546999,14634,7853,524512,Binôme des Républicains,4219,0
59,1799988,1252989,546999,14634,7853,524512,Binôme Union à droite,117489,0
59,1799988,1252989,546999,14634,7853,524512,Binôme Divers droite,26478,0
59,1799988,1252989,546999,14634,7853,524512,Binôme Droite souverainiste,1484,0
59,1799988,1252989,546999,14634,7853,524512,Binôme Rassemblement National,121216,0
54,487105,342239,144866,4196,2175,138495,Binôme Extrême gauche,361,0
54,487105,342239,144866,4196,2175,138495,Binôme Divers gauche,365,0
54,487105,342239,144866,4196,2175,138495,Binôme d'union à gauche avec des écologistes,57442,0
54,487105,342239,144866,4196,2175,138495,Binôme Divers,440,0
54,487105,342239,144866,4196,2175,138495,Binôme La République en Marche,905,0
54,487105,342239,144866,4196,2175,138495,Binôme d'union au centre et à droite,44403,0
54,487105,342239,144866,4196,2175,138495,Binôme Divers droite,544,0
54,487105,342239,144866,4196,2175,138495,Binôme Rassemblement National,34035,0
53,223228,151562,71666,2626,1566,67474,Binôme de La France Insoumise,778,0
53,223228,151562,71666,2626,1566,67474,Binôme du Parti Socialiste,455,0
53,223228,151562,71666,2626,1566,67474,Binôme Union à gauche,1485,0
53,223228,151562,71666,2626,1566,67474,Binôme Divers gauche,9326,0
53,223228,151562,71666,2626,1566,67474,Binôme écologiste,1119,0
53,223228,151562,71666,2626,1566,67474,Binôme d'union à gauche avec des écologistes,2159,0
53,223228,151562,71666,2626,1566,67474,Binôme Divers,3486,0
53,223228,151562,71666,2626,1566,67474,Binôme Divers centre,18901,0
53,223228,151562,71666,2626,1566,67474,Binôme d'union au centre et à droite,3650,0
53,223228,151562,71666,2626,1566,67474,Binôme Divers droite,17369,0
53,223228,151562,71666,2626,1566,67474,Binôme Rassemblement National,8746,0
50,379725,255669,124056,4987,2184,116885,Binôme du Parti communiste français,1443,0
50,379725,255669,124056,4987,2184,116885,Binôme du Parti Socialiste,1758,0
50,379725,255669,124056,4987,2184,116885,Binôme Union à gauche,1467,0
50,379725,255669,124056,4987,2184,116885,Binôme Divers gauche,17810,0
50,379725,255669,124056,4987,2184,116885,Binôme écologiste,1113,0
50,379725,255669,124056,4987,2184,116885,Binôme d'union à gauche avec des écologistes,4509,0
50,379725,255669,124056,4987,2184,116885,Binôme Divers,6891,0
50,379725,255669,124056,4987,2184,116885,Binôme gilets jaunes,197,0
50,379725,255669,124056,4987,2184,116885,Binôme Divers centre,22755,0
50,379725,255669,124056,4987,2184,116885,Binôme d'union au centre et à droite,1184,0
50,379725,255669,124056,4987,2184,116885,Binôme des Républicains,1138,0
52,129990,82853,47137,1608,1093,44436,Binôme du Parti communiste français,356,0
52,129990,82853,47137,1608,1093,44436,Binôme de La France Insoumise,761,0
52,129990,82853,47137,1608,1093,44436,Binôme du Parti Socialiste,1243,0
52,129990,82853,47137,1608,1093,44436,Binôme Union à gauche,638,0
52,129990,82853,47137,1608,1093,44436,Binôme Divers gauche,1190,0
52,129990,82853,47137,1608,1093,44436,Binôme écologiste,933,0
52,129990,82853,47137,1608,1093,44436,Binôme d'union à gauche avec des écologistes,1922,0
52,129990,82853,47137,1608,1093,44436,Binôme d'union au centre et à gauche,1636,0
52,129990,82853,47137,1608,1093,44436,Binôme La République en Marche,303,0
52,129990,82853,47137,1608,1093,44436,Binôme Union au centre,812,0
52,129990,82853,47137,1608,1093,44436,Binôme Divers centre,355,0
52,129990,82853,47137,1608,1093,44436,Binôme d'union au centre et à droite,4319,0
52,129990,82853,47137,1608,1093,44436,Binôme des Républicains,3121,2
52,129990,82853,47137,1608,1093,44436,Binôme Union à droite,5508,0
49,578285,408488,169797,7225,3629,158943,Binôme du Parti communiste français,643,0
49,578285,408488,169797,7225,3629,158943,Binôme du Parti Socialiste,3544,0
49,578285,408488,169797,7225,3629,158943,Binôme Divers gauche,13638,0
49,578285,408488,169797,7225,3629,158943,Binôme d'union à gauche avec des écologistes,35553,0
49,578285,408488,169797,7225,3629,158943,Binôme d'union au centre et à gauche,1471,0
49,578285,408488,169797,7225,3629,158943,Binôme La République en Marche,1412,0
49,578285,408488,169797,7225,3629,158943,Binôme Union au centre,1236,0
49,578285,408488,169797,7225,3629,158943,Binôme Divers centre,17901,0
49,578285,408488,169797,7225,3629,158943,Binôme d'union au centre et à droite,3608,0
49,578285,408488,169797,7225,3629,158943,Binôme des Républicains,1917,0
49,578285,408488,169797,7225,3629,158943,Binôme Divers droite,59236,0
49,578285,408488,169797,7225,3629,158943,Binôme Droite souverainiste,1172,0
49,578285,408488,169797,7225,3629,158943,Binôme Rassemblement National,17404,0
49,578285,408488,169797,7225,3629,158943,Binôme d'Extrême droite,208,0
48,59376,30337,29039,1440,1192,26407,Binôme Extrême gauche,1060,0
48,59376,30337,29039,1440,1192,26407,Binôme du Parti communiste français,496,0
48,59376,30337,29039,1440,1192,26407,Binôme du Parti Socialiste,1750,2
48,59376,30337,29039,1440,1192,26407,Binôme Divers gauche,12671,12
48,59376,30337,29039,1440,1192,26407,Binôme d'union à gauche avec des écologistes,606,0
48,59376,30337,29039,1440,1192,26407,Binôme Divers,1556,0
48,59376,30337,29039,1440,1192,26407,Binôme Divers centre,683,0
48,59376,30337,29039,1440,1192,26407,Binôme Divers droite,7154,6
48,59376,30337,29039,1440,1192,26407,Binôme Rassemblement National,431,0
51,375152,267249,107903,3378,1601,102924,Binôme du Parti communiste français,5083,0
51,375152,267249,107903,3378,1601,102924,Binôme du Parti Socialiste,233,0
51,375152,267249,107903,3378,1601,102924,Binôme Union à gauche,4897,0
51,375152,267249,107903,3378,1601,102924,Binôme Divers gauche,3548,0
51,375152,267249,107903,3378,1601,102924,Binôme écologiste,1044,0
51,375152,267249,107903,3378,1601,102924,Binôme d'union à gauche avec des écologistes,4636,0
51,375152,267249,107903,3378,1601,102924,Binôme Divers,3757,0
51,375152,267249,107903,3378,1601,102924,Binôme d'union au centre et à gauche,1472,0
51,375152,267249,107903,3378,1601,102924,Binôme Union au centre,594,0
51,375152,267249,107903,3378,1601,102924,Binôme d'union au centre et à droite,24404,0
51,375152,267249,107903,3378,1601,102924,Binôme de l'Union des Démocrates et des Indépendants,1311,0
51,375152,267249,107903,3378,1601,102924,Binôme des Républicains,7519,0
47,238582,144845,93737,2713,1972,89052,Binôme Extrême gauche,312,0
47,238582,144845,93737,2713,1972,89052,Binôme du Parti Socialiste,29446,0
47,238582,144845,93737,2713,1972,89052,Binôme Union à gauche,3079,0
