Département;Code du Canton;Libellé du Canton;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;Binôme_0;Nuance_0;Voix_0;%Voix/Exp_0;%Voix/Ins_0;Binôme_1;Nuance_1;Voix_1;%Voix/Exp_1;%Voix/Ins_1;Binôme_2;Nuance_2;Voix_2;%Voix/Exp_2;%Voix/Ins_2;Binôme_3;Nuance_3;Voix_3;%Voix/Exp_3;%Voix/Ins_3;Binôme_4;Nuance_4;Voix_4;%Voix/Exp_4;%Voix/Ins_4;Binôme_5;Nuance_5;Voix_5;%Voix/Exp_5;%Voix/Ins_5;Binôme_6;Nuance_6;Voix_6;%Voix/Exp_6;%Voix/Ins_6;Binôme_7;Nuance_7;Voix_7;%Voix/Exp_7;%Voix/Ins_7;Binôme_8;Nuance_8;Voix_8;%Voix/Exp_8;%Voix/Ins_8;Binôme_9;Nuance_9;Voix_9;%Voix/Exp_9;%Voix/Ins_9;Binôme_10;Nuance_10;Voix_10;%Voix/Exp_10;%Voix/Ins_10;Binôme_11;Nuance_11;Voix_11;%Voix/Exp_11;%Voix/Ins_11;Binôme_12;Nuance_12;Voix_12;%Voix/Exp_12;%Voix/Ins_12;Binôme_13;Nuance_13;Voix_13;%Voix/Exp_13;%Voix/Ins_13
07;12;Berg-Helvie;15624;10191;5433;207;88;5138;Mme Sylvie DUBOIS;BC-SOC;2546.0;49.55;16.3;M. Alain LAVILLE;BC-RN;1205.0;23.45;7.71;M. Yvan BRULAT;BC-UG;791.0;15.4;5.06;Mme Mounia BERTRAND-BERJALY;BC-DIV;596.0;11.6;3.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;13;Haute-Ardèche;11972;6450;5522;192;116;5214;M. Jérôme DALVERNY;BC-SOC;2658.0;50.98;22.2;Mme Karine ACCASSAT;BC-DVD;1588.0;30.46;13.26;Mme Christelle MOUTON;BC-RN;968.0;18.57;8.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;14;Tournon-sur-Rhône;15385;9846;5539;111;62;5366;M. Pierre MAISONNAT;BC-DVD;1912.0;35.63;12.43;M. Pierre GUICHARD;BC-UG;1757.0;32.74;11.42;M. Cyrille GRANGIER;BC-RN;849.0;15.82;5.52;M. Michel BATIN;BC-REM;567.0;10.57;3.69;M. Dominique DUPLAN;BC-UG;281.0;5.24;1.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;15;Vallon-Pont-d'Arc;16636;10464;6172;122;53;5997;Mme Laurence ALLEFRESDE;BC-SOC;2640.0;44.02;15.87;Mme Murielle COURTHIAL;BC-DVD;1291.0;21.53;7.76;Mme Karine BRASSEUR;BC-RN;885.0;14.76;5.32;Mme Brigitte BONNEFIN;BC-ECO;623.0;10.39;3.74;Mme Carole DAUDAN;BC-UG;558.0;9.3;3.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;16;Les Cévennes ardéchoises;15028;8976;6052;146;62;5844;Mme Françoise RIEU-FROMENTIN;BC-DVD;2163.0;37.01;14.39;M. Vincent AUZAS;BC-UGE;1960.0;33.54;13.04;Mme Tassadite FAVRIE;BC-UG;767.0;13.12;5.1;Mme Prescillia DUBOIS;BC-RN;678.0;11.6;4.51;Mme Isabelle BARIOLE;BC-UCG;276.0;4.72;1.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;17;Rhône-Eyrieux;17213;11218;5995;127;82;5786;M. Christian FEROUSSIER;BC-DIV;2123.0;36.69;12.33;M. Hervé COULMONT;BC-UCG;1668.0;28.83;9.69;Mme Véronique FRANÇOIS;BC-RN;894.0;15.45;5.19;Mme Fabienne GAUTHIER;BC-ECO;661.0;11.42;3.84;Mme Pascaline FOURGOUX;BC-UG;440.0;7.6;2.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;1;Attigny;9256;5186;4070;195;108;3767;Mme Dominique ARNOULD;BC-UD;2395.0;63.58;25.88;Mme Maria DAS DORES GUERREIRO;BC-RN;998.0;26.49;10.78;M. Joffrey DEMEYER;BC-COM;374.0;9.93;4.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;2;Bogny-sur-Meuse;10644;7499;3145;82;49;3014;Mme Elisabeth BONILLO-DERAM;BC-DVG;1495.0;49.6;14.05;M. Jacky AMERAND;BC-RN;830.0;27.54;7.8;M. Denis DISY;BC-LR;689.0;22.86;6.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;3;Carignan;11180;7826;3354;141;59;3154;Mme Sylvie TORDO;BC-UD;1625.0;51.52;14.53;Mme Christine BINAUT;BC-RN;800.0;25.36;7.16;M. Eric BELDJOUDI;BC-DIV;729.0;23.11;6.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;4;Charleville-Mézières-1;8766;6473;2293;66;39;2188;M. Michel NORMAND;BC-DVD;1061.0;48.49;12.1;M. Vincent GIBARU;BC-RN;580.0;26.51;6.62;Mme Christine CARUZZI;BC-COM;547.0;25.0;6.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;5;Charleville-Mézières-2;10499;7535;2964;94;55;2815;M. Pierre CORDIER;BC-UD;1702.0;60.46;16.21;Mme Florence ALLAIRE;BC-RN;565.0;20.07;5.38;M. Damien LEROUGE;BC-UGE;548.0;19.47;5.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;6;Charleville-Mézières-3;9719;6677;3042;161;60;2821;M. Robert CHAUDERLOT;BC-UD;1537.0;54.48;15.81;Mme Agnès FENAUX;BC-UGE;807.0;28.61;8.3;Mme Martine ALIX;BC-RN;477.0;16.91;4.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;7;Charleville-Mézières-4;7147;5550;1597;43;27;1527;M. Eddy CZARNY;BC-UCG;540.0;35.36;7.56;M. Luc DESPAS;BC-RN;392.0;25.67;5.48;Mme Polina BEDDELEM;BC-UC;301.0;19.71;4.21;M. Patrick TASSIN;BC-UGE;294.0;19.25;4.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;8;Château-Porcien;11227;7178;4049;126;67;3856;M. Renaud AVERLY;BC-UD;1922.0;49.84;17.12;M. Christophe HENRY;BC-DIV;988.0;25.62;8.8;M. Joeffrey GANHY;BC-RN;946.0;24.53;8.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;9;Givet;9351;6349;3002;73;38;2891;Mme Isabelle COQUET;BC-DVD;1262.0;43.65;13.5;M. Jean-Pol DEVRESSE;BC-DVD;1239.0;42.86;13.25;M. Benjamin GÉRAND;BC-RN;390.0;13.49;4.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;10;Nouvion-sur-Meuse;10674;7225;3449;140;76;3233;Mme Brigitte LOIZON;BC-DIV;1561.0;48.28;14.62;M. Jean-Luc CLAUDE;BC-DVC;857.0;26.51;8.03;Mme Chantal BIARD;BC-RN;815.0;25.21;7.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;11;Rethel;9541;6067;3474;102;67;3305;M. Michel KOCIUBA;BC-DVD;1521.0;46.02;15.94;M. Joseph AFRIBO;BC-DVD;1291.0;39.06;13.53;M. Grégory DELENCLOS;BC-RN;493.0;14.92;5.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;12;Revin;9074;6556;2518;66;65;2387;Mme Dominique RUELLE;BC-DVG;1700.0;71.22;18.73;M. Felice CIPOLLA;BC-RN;687.0;28.78;7.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;13;Rocroi;10882;7366;3516;136;66;3314;M. Brice FAUVARQUE;BC-UD;1767.0;53.32;16.24;Mme Béatrice CARDON;BC-DVD;903.0;27.25;8.3;Mme Laurence DEMARLY;BC-RN;644.0;19.43;5.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;14;Sedan-1;9296;6757;2539;83;37;2419;M. Jean GODARD;BC-UCD;823.0;34.02;8.85;Mme Virginie ANDREZEJEUSKY;BC-RN;613.0;25.34;6.59;Mme Monique HUCORNE;BC-DVG;588.0;24.31;6.33;Mme Anne DU SOUICH;BC-UG;280.0;11.58;3.01;M. Bertrand BONHOMME;BC-UD;115.0;4.75;1.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;15;Sedan-2;7112;5133;1979;46;35;1898;Mme Anne DUMAY;BC-DVD;889.0;46.84;12.5;M. Aurélien BEHR;BC-UG;546.0;28.77;7.68;Mme Christine BROSSE;BC-RN;463.0;24.39;6.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;16;Sedan-3;8027;5799;2228;82;30;2116;Mme Odile BERTELOODT;BC-DVD;1126.0;53.21;14.03;Mme Véronique DAUCHY;BC-RN;513.0;24.24;6.39;M. Alain JANVRE;BC-UG;284.0;13.42;3.54;M. Bernard DETREZ;BC-DVD;193.0;9.12;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;17;Signy-l'Abbaye;11689;7248;4441;227;79;4135;Mme Mélanie LESIEUR;BC-DVD;2029.0;49.07;17.36;Mme Françoise JEANNELLE;BC-LR;1135.0;27.45;9.71;Mme Marie-Simone POUBLON;BC-RN;971.0;23.48;8.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;18;Villers-Semeuse;10641;7354;3287;84;41;3162;M. Jérémy DUPUY;BC-DVG;1658.0;52.44;15.58;Mme Dominique NICOLAS-VIOT;BC-DVD;757.0;23.94;7.11;Mme Nathalie CHARLIER;BC-RN;747.0;23.62;7.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08;19;Vouziers;9838;5965;3873;126;62;3685;M. Yann DUGARD;BC-DVD;1730.0;46.95;17.58;Mme Pascale COLSON VLIEGHE;BC-DIV;1115.0;30.26;11.33;Mme Ophélie CUIF;BC-RN;840.0;22.8;8.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09;1;Haute-Ariège;5837;2689;3148;120;113;2915;Mme Nathalie CANAL;BC-SOC;1420.0;48.71;24.33;M. Arnaud DIAZ;BC-DVC;942.0;32.32;16.14;Mme Véronique CAMILLERIE;BC-FI;297.0;10.19;5.09;Mme Hélène SALGUEIRA;BC-ECO;256.0;8.78;4.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09;2;Arize-Lèze;8301;4501;3800;185;181;3434;M. Raymond BERDOU;BC-SOC;1387.0;40.39;16.71;M. Stéphane BUFFA;BC-DVC;893.0;26.0;10.76;M. Yvon LASSALLE;BC-COM;664.0;19.34;8.0;M. Fabien COLLIN;BC-FI;490.0;14.27;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09;3;Couserans Est;8480;4626;3854;170;137;3547;M. Olivier RATON;BC-SOC;1824.0;51.42;21.51;Mme Giselle BARRIERE;BC-FI;833.0;23.48;9.82;Mme Claudine COUPLAN;BC-DVC;633.0;17.85;7.46;Mme Françoise ENGLER;BC-COM;257.0;7.25;3.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09;4;Couserans Ouest;8453;4807;3646;112;104;3430;Mme Nadine NÉNY;BC-DVG;1534.0;44.72;18.15;Mme Marion BOUSQUET;BC-SOC;887.0;25.86;10.49;M. Gérard PONS;BC-FI;596.0;17.38;7.05;Mme Sandra MAGNE;BC-DVC;225.0;6.56;2.66;Mme Line GUISSET;BC-COM;188.0;5.48;2.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09;5;Foix;9666;5768;3898;196;184;3518;M. Fabien GUICHOU;BC-SOC;1643.0;46.7;17.0;Mme Aurore MARTINS (FAVRE);BC-DVC;760.0;21.6;7.86;M. Régis ROUSSE;BC-FI;654.0;18.59;6.77;Mme Odile BURLET;BC-ECO;461.0;13.1;4.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09;6;Mirepoix;10603;6012;4591;155;98;4338;Mme Nicole QUILLIEN;BC-SOC;1847.0;42.58;17.42;Mme Elisabeth HENNECART;BC-RN;861.0;19.85;8.12;Mme Aude CAMPOS;BC-DVG;806.0;18.58;7.6;M. Maurice GRACIA;BC-FI;452.0;10.42;4.26;M. Sébastien DEISS;BC-COM;372.0;8.58;3.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09;7;Pamiers-1;8313;5432;2881;184;116;2581;M. Jean-Christophe CID;BC-SOC;1244.0;48.2;14.96;M. Jacques LAFFARGUE;BC-DVC;910.0;35.26;10.95;Mme Sonia CAUMARTIN;BC-DVG;427.0;16.54;5.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09;8;Pamiers-2;9435;6112;3323;95;103;3125;M. Jérome BLASQUEZ;BC-SOC;1059.0;33.89;11.22;Mme Clarisse CHABAL VIGNOLES;BC-DVC;917.0;29.34;9.72;M. Michel BOYER;BC-RN;717.0;22.94;7.6;Mme Kadiatou BALDÉ;BC-FI;432.0;13.82;4.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09;9;Pays d'Olmes;10004;6223;3781;140;113;3528;Mme Jessica MIQUEL;BC-SOC;2063.0;58.48;20.62;M. Jean-Marc GARNIER;BC-RN;1005.0;28.49;10.05;Mme Françoise CHASTENET;BC-FI;460.0;13.04;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09;10;Portes d'Ariège;10203;6249;3954;95;74;3785;Mme Géraldine PONS;BC-DVD;1973.0;52.13;19.34;Mme Monique JUBET;BC-RN;793.0;20.95;7.77;M. Thomas DENIZARD;BC-SOC;601.0;15.88;5.89;Mme Anne EALET;BC-FI;418.0;11.04;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09;11;Portes du Couserans;7584;3868;3716;112;86;3518;Mme Nathalie AURIAC;BC-SOC;1682.0;47.81;22.18;M. Alain BARI;BC-DVC;1356.0;38.54;17.88;Mme Marie-Pierre DEPEYROT;BC-FI;480.0;13.64;6.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09;12;Sabarthès;9553;4879;4674;200;167;4307;Mme Joëlle EYCHENNE;BC-DVG;1899.0;44.09;19.88;M. Benoît ALVAREZ;BC-SOC;1590.0;36.92;16.64;Mme Florence CORTÈS;BC-COM;440.0;10.22;4.61;M. Lucas MATTIUZZO;BC-FI;378.0;8.78;3.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09;13;Val d'Ariège;11248;6566;4682;188;104;4390;Mme Martine ESTEBAN;BC-SOC;2353.0;53.6;20.92;Mme Bérengère CARRIE;BC-RN;821.0;18.7;7.3;M. Marcel LOPEZ;BC-FI;735.0;16.74;6.53;M. Paul AFONSO;BC-DVC;481.0;10.96;4.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;Aix-Villemaur-Pâlis;13516;8374;5142;118;64;4960;Mme Nelly DELELIGNE;BC-UCD;2524.0;50.89;18.67;Mme Evelyne HENRY;BC-RN;1473.0;29.7;10.9;Mme Séverine BROQUET;BC-DVG;963.0;19.42;7.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;2;Arcis-sur-Aube;10520;6463;4057;76;60;3921;M. Guy BERNIER;BC-DVD;1409.0;35.93;13.39;M. Jordan GUITTON;BC-RN;1273.0;32.47;12.1;M. Eric ALBERT;BC-DVD;951.0;24.25;9.04;M. Davy DE SCHAMPHELAERE;BC-UG;288.0;7.35;2.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;3;Bar-sur-Aube;10245;6487;3758;143;66;3549;M. Philippe DALLEMAGNE;BC-UCD;1987.0;55.99;19.39;Mme Vanessa CRISINEL;BC-RN;918.0;25.87;8.96;Mme Bernadette CATALOGNE - MONNET;BC-COM;441.0;12.43;4.3;Mme Nadine FAURE;BC-UG;203.0;5.72;1.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;4;Bar-sur-Seine;12177;7926;4251;117;50;4084;M. Bernard DE LA HAMAYDE;BC-DVD;2470.0;60.48;20.28;Mme Françoise CHARVOT;BC-RN;1105.0;27.06;9.07;Mme Diana FERRERI;BC-COM;509.0;12.46;4.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;5;Brienne-le-Château;10816;6644;4172;124;73;3975;Mme Angélique GUILLEMINOT;BC-DVD;1358.0;34.16;12.56;Mme Nathalie CARILLON;BC-DVD;1177.0;29.61;10.88;M. Yves COLLIN;BC-RN;716.0;18.01;6.62;Mme Véronique COLFORT;BC-LR;398.0;10.01;3.68;M. Didier GUENEAU;BC-UG;326.0;8.2;3.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;6;Creney-près-Troyes;13138;8630;4508;89;94;4325;Mme Claude HOMEHR;BC-DVD;2410.0;55.72;18.34;M. Jean-François BOULARD;BC-RN;1368.0;31.63;10.41;Mme Gisèle MALAVAL;BC-UGE;547.0;12.65;4.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
