Code du département;Libellé du département;Code du canton;Libellé du canton;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp
17;CHARENTE MARITIME;23;LA-ROCHELLE-1;6348;3940;62.07;2408;37.93;179;2.82;7.43;2229;35.11;92.57;M;GAUTRONNEAU;Gilles;RDG;1573;24.78;70.57;M;FOURCADE;Alain;UMP;656;10.33;29.43;;;;;;;
17;CHARENTE MARITIME;25;ROYAN-EST;14839;7852;52.91;6987;47.09;518;3.49;7.41;6469;43.59;92.59;F;DUGAS-RAVENEAU;Fabienne;SOC;2756;18.57;42.6;M;BUSSEREAU;Dominique;UMP;3713;25.02;57.4;;;;;;;
17;CHARENTE MARITIME;27;SAINT-GENIS-DE-SAINTONGE;5840;3156;54.04;2684;45.96;151;2.59;5.63;2533;43.37;94.37;M;THOMAS;Jean-Marc;SOC;954;16.34;37.66;M;QUESSON;Jacky;M;1579;27.04;62.34;;;;;;;
17;CHARENTE MARITIME;30;SAINT-MARTIN-DE-RÉ;10990;5275;48;5715;52;393;3.58;6.88;5322;48.43;93.12;M;GENDRE;Léon;UMP;2929;26.65;55.04;M;RAFFARIN;Patrice;DVD;2393;21.77;44.96;;;;;;;
17;CHARENTE MARITIME;31;SAINT-PIERRE-D'OLÉRON;10760;5621;52.24;5139;47.76;404;3.75;7.86;4735;44.01;92.14;M;MOQUAY;Patrick;SOC;2269;21.09;47.92;M;PEYRY;Jean-Paul;UMP;2466;22.92;52.08;;;;;;;
17;CHARENTE MARITIME;35;SAINTES-OUEST;12157;7011;57.67;5146;42.33;347;2.85;6.74;4799;39.48;93.26;F;PICHARD-CHAUCHE;Isabelle;SOC;2985;24.55;62.2;M;SCHMITT;Christian;UMP;1814;14.92;37.8;;;;;;;
17;CHARENTE MARITIME;36;SAUJON;13896;7210;51.89;6686;48.11;393;2.83;5.88;6293;45.29;94.12;M;FERCHAUD;Pascal;RDG;4474;32.2;71.09;M;AUDIBERT;Patrice;FN;1819;13.09;28.91;;;;;;;
17;CHARENTE MARITIME;37;SURGÈRES;10878;5567;51.18;5311;48.82;302;2.78;5.69;5009;46.05;94.31;F;BRUNET;Marie-Pierre;RDG;2614;24.03;52.19;M;GUILLOTEAU;Philippe;UMP;2395;22.02;47.81;;;;;;;
17;CHARENTE MARITIME;38;TONNAY-BOUTONNE;2565;999;38.95;1566;61.05;62;2.42;3.96;1504;58.64;96.04;M;GOURRAUD;Julien;SOC;676;26.35;44.95;M;ROCHET;Bernard;M;828;32.28;55.05;;;;;;;
17;CHARENTE MARITIME;41;LA-ROCHELLE-3;5483;3668;66.9;1815;33.1;79;1.44;4.35;1736;31.66;95.65;F;FLEURET-PAGNOUX;Marylise;RDG;1201;21.9;69.18;M;BON;Aurélien;UMP;535;9.76;30.82;;;;;;;
17;CHARENTE MARITIME;42;LA-ROCHELLE-4;8917;5034;56.45;3883;43.55;155;1.74;3.99;3728;41.81;96.01;F;FRIOU;Patricia;SOC;1955;21.92;52.44;F;MORVANT;Dominique;UMP;1773;19.88;47.56;;;;;;;
17;CHARENTE MARITIME;43;ROYAN-OUEST;17327;9765;56.36;7562;43.64;618;3.57;8.17;6944;40.08;91.83;M;LAMBROT;Laurent;RDG;3311;19.11;47.68;M;SERVIT;Michel;UMP;3633;20.97;52.32;;;;;;;
17;CHARENTE MARITIME;44;LA-ROCHELLE-5;13665;8034;58.79;5631;41.21;324;2.37;5.75;5307;38.84;94.25;M;JUIN;Yann;RDG;3727;27.27;70.23;M;DE BONNAVENTURE;Xavier;UMP;1580;11.56;29.77;;;;;;;
17;CHARENTE MARITIME;45;LA-ROCHELLE-6;9884;6685;67.63;3199;32.37;334;3.38;10.44;2865;28.99;89.56;M;LEROY;Denis;SOC;1682;17.02;58.71;M;SOUBESTE;Jean-Marc;VEC;1183;11.97;41.29;;;;;;;
18;CHER;4;BAUGY;7122;3545;49.78;3577;50.22;184;2.58;5.14;3393;47.64;94.86;M;MEREAU;Pascal;SOC;2143;30.09;63.16;M;FRERARD;Philippe;UMP;1250;17.55;36.84;;;;;;;
18;CHER;7;CHARENTON-DU-CHER;3229;1368;42.37;1861;57.63;135;4.18;7.25;1726;53.45;92.75;M;CAJAT;Michel;SOC;688;21.31;39.86;M;AUPY;Pascal;DVD;1038;32.15;60.14;;;;;;;
18;CHER;8;CHAROST;10658;5856;54.94;4802;45.06;535;5.02;11.14;4267;40.04;88.86;M;JACQUET;Roger;COM;3065;28.76;71.83;M;SOGNI;Alain;FN;1202;11.28;28.17;;;;;;;
18;CHER;11;LE CHÂTELET;2176;758;34.83;1418;65.17;108;4.96;7.62;1310;60.2;92.38;M;ROBIN;Hubert;SOC;685;31.48;52.29;M;JAMET;Bernard;DVD;625;28.72;47.71;;;;;;;
18;CHER;15;HENRICHEMONT;2792;1226;43.91;1566;56.09;84;3.01;5.36;1482;53.08;94.64;M;TURPAULT;Jean-François;SOC;528;18.91;35.63;M;MORIN;Jean-Claude;UMP;954;34.17;64.37;;;;;;;
18;CHER;17;LEVET;8263;4489;54.33;3774;45.67;485;5.87;12.85;3289;39.8;87.15;M;GOUDY;Pascal;SOC;1652;19.99;50.23;M;SANTOSUOSSO;Gérard;RDG;1637;19.81;49.77;;;;;;;
18;CHER;18;LIGNIÈRES;3195;1190;37.25;2005;62.75;142;4.44;7.08;1863;58.31;92.92;F;BERNARDET;Janine;SOC;1192;37.31;63.98;M;LE MINTIER;Erwan;FN;671;21;36.02;;;;;;;
18;CHER;20;MEHUN-SUR-YÈVRE;8461;4099;48.45;4362;51.55;221;2.61;5.07;4141;48.94;94.93;M;TOURNANT;Patrick;COM;2186;25.84;52.79;M;KOSZEK;Armand;DVD;1955;23.11;47.21;;;;;;;
18;CHER;21;NÉRONDES;3514;1701;48.41;1813;51.59;132;3.76;7.28;1681;47.84;92.72;M;BELLERET;Robert;SOC;1118;31.82;66.51;M;PORTIER;Jean-Louis;UMP;563;16.02;33.49;;;;;;;
18;CHER;22;SAINT-AMAND-MONTROND;12512;6688;53.45;5824;46.55;291;2.33;5;5533;44.22;95;M;BERNARD;Clément;SOC;2070;16.54;37.41;M;TROMPEAU;Patrick;DVD;3463;27.68;62.59;;;;;;;
18;CHER;26;SANCOINS;4116;1819;44.19;2297;55.81;148;3.6;6.44;2149;52.21;93.56;M;BERNARD;Paul;SOC;1234;29.98;57.42;M;WIDOWIAK;Stanislas;UMP;915;22.23;42.58;;;;;;;
18;CHER;28;VAILLY-SUR-SAULDRE;2900;1283;44.24;1617;55.76;122;4.21;7.54;1495;51.55;92.46;M;RABINEAU;Pierre;DVG;997;34.38;66.69;M;DOUCET;Gilles-Henry;UMP;498;17.17;33.31;;;;;;;
18;CHER;29;VIERZON-1;11002;6564;59.66;4438;40.34;331;3.01;7.46;4107;37.33;92.54;M;SANSU;Nicolas;COM;2984;27.12;72.66;M;SCHEID;François;FN;1123;10.21;27.34;;;;;;;
