Code du département;Libellé du département;Code du canton;Libellé du canton;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp
34;HERAULT;13;GANGES;8051;3391;42.12;4660;57.88;380;4.72;8.15;4280;53.16;91.85;M;RIGAUD;Jacques;SOC;2738;34.01;63.97;M;JAMET;Bernard;FN;1542;19.15;36.03;;;;;;;
34;HERAULT;17;LUNEL;32529;16477;50.65;16052;49.35;1131;3.48;7.05;14921;45.87;92.95;M;BARRAL;Claude;SOC;8006;24.61;53.66;M;CASTANO;Joseph;FN;6915;21.26;46.34;;;;;;;
34;HERAULT;18;LES MATELLES;24836;12761;51.38;12075;48.62;772;3.11;6.39;11303;45.51;93.61;M;DUPRAZ;Christian;VEC;5988;24.11;52.98;M;FABRE;Guillaume;UMP;5315;21.4;47.02;;;;;;;
34;HERAULT;19;MAUGUIO;27810;14499;52.14;13311;47.86;944;3.39;7.09;12367;44.47;92.91;M;BOURREL;Yvon;DVG;7703;27.7;62.29;M;BOGGIO-TOCHET;Christian;FN;4664;16.77;37.71;;;;;;;
34;HERAULT;24;MONTPELLIER-3;16898;11234;66.48;5664;33.52;645;3.82;11.39;5019;29.7;88.61;M;SAUREL;Philippe;SOC;3061;18.11;60.99;M;DUBOURG;Nicolas;VEC;1958;11.59;39.01;;;;;;;
34;HERAULT;28;PÉZENAS;11477;5329;46.43;6148;53.57;393;3.42;6.39;5755;50.14;93.61;M;GUIRAUD;Pierre;SOC;3900;33.98;67.77;M;AMOROS;François;FN;1855;16.16;32.23;;;;;;;
34;HERAULT;30;SAINT-CHINIAN;6003;2527;42.1;3476;57.9;243;4.05;6.99;3233;53.86;93.01;M;TROPEANO;Robert;SOC;1786;29.75;55.24;M;AFFRE;Gérard;AUT;1447;24.1;44.76;;;;;;;
34;HERAULT;35;SERVIAN;10016;4713;47.05;5303;52.95;334;3.33;6.3;4969;49.61;93.7;M;CABANEL;Henri;SOC;3005;30;60.47;M;LUCAS;Louis;FN;1964;19.61;39.53;;;;;;;
34;HERAULT;37;SÈTE-2;15493;6602;42.61;8891;57.39;666;4.3;7.49;8225;53.09;92.51;M;LIBERTI;François;COM;4762;30.74;57.9;M;ANFOSSO;Emile;DVD;3463;22.35;42.1;;;;;;;
34;HERAULT;38;BÉZIERS-3;21393;11052;51.66;10341;48.34;632;2.95;6.11;9709;45.38;93.89;M;VIDAL;Philippe;SOC;5331;24.92;54.91;M;LOUBET;Pascal;FN;4378;20.46;45.09;;;;;;;
34;HERAULT;39;BÉZIERS-4;26656;13960;52.37;12696;47.63;808;3.03;6.36;11888;44.6;93.64;M;DUPLAA;Jean-Michel;SOC;6029;22.62;50.72;M;VOUZELLAUD;Guillaume;FN;5859;21.98;49.28;;;;;;;
34;HERAULT;41;MONTPELLIER-5;9922;5966;60.13;3956;39.87;298;3;7.53;3658;36.87;92.47;M;BENEZIS;Christian;SOC;2458;24.77;67.2;F;POUCET;Alexandra;FN;1200;12.09;32.8;;;;;;;
34;HERAULT;43;MONTPELLIER-7;13935;9017;64.71;4918;35.29;324;2.33;6.59;4594;32.97;93.41;M;MARTIN;Jacques;SOC;3276;23.51;71.31;M;GALTIER;Charles;FN;1318;9.46;28.69;;;;;;;
34;HERAULT;45;MONTPELLIER-9;12805;8179;63.87;4626;36.13;432;3.37;9.34;4194;32.75;90.66;M;BOUKLIT;Mohamed;PG;1448;11.31;34.53;M;VEZINHET;André;SOC;2746;21.44;65.47;;;;;;;
34;HERAULT;46;MONTPELLIER-10;25582;15505;60.61;10077;39.39;826;3.23;8.2;9251;36.16;91.8;F;PETARD;Monique;SOC;6153;24.05;66.51;M;BERUET;Alain;FN;3098;12.11;33.49;;;;;;;
34;HERAULT;47;CASTELNAU-LE-LEZ;18505;10303;55.68;8202;44.32;565;3.05;6.89;7637;41.27;93.11;M;BONNAL;Pierre;SOC;4021;21.73;52.65;M;LAFFORGUE;Frédéric;UMP;3616;19.54;47.35;;;;;;;
34;HERAULT;48;LATTES;24780;13313;53.72;11467;46.28;723;2.92;6.31;10744;43.36;93.69;M;MEUNIER;Cyril;DVG;6458;26.06;60.11;M;JAMET;Alain;FN;4286;17.3;39.89;;;;;;;
34;HERAULT;49;PIGNAN;22368;11962;53.48;10406;46.52;908;4.06;8.73;9498;42.46;91.27;M;MOURE;Jean-Pierre;SOC;5781;25.84;60.87;M;MARTINIER;Jacques;DVD;3717;16.62;39.13;;;;;;;
35;ILLE ET VILAINE;3;BAIN-DE-BRETAGNE;14413;8086;56.1;6327;43.9;324;2.25;5.12;6003;41.65;94.88;M;LECLERC;Jean-Yves;SOC;2766;19.19;46.08;M;MELLET;Yvon;MODM;3237;22.46;53.92;;;;;;;
35;ILLE ET VILAINE;5;CANCALE;13066;7448;57;5618;43;386;2.95;6.87;5232;40.04;93.13;M;JANNIN;Maurice;DVG;3082;23.59;58.91;M;LE MOAL;Marcel;UMP;2150;16.45;41.09;;;;;;;
35;ILLE ET VILAINE;6;CHÂTEAUBOURG;9589;5512;57.48;4077;42.52;145;1.51;3.56;3932;41.01;96.44;M;FRESNAY;Eric;VEC;1725;17.99;43.87;M;RENOU;Bernard;M;2207;23.02;56.13;;;;;;;
35;ILLE ET VILAINE;9;COMBOURG;10230;4977;48.65;5253;51.35;314;3.07;5.98;4939;48.28;94.02;F;SAUVEE;Marie-Thérèse;SOC;2839;27.75;57.48;M;LEBRET;Loïc;M;2100;20.53;42.52;;;;;;;
35;ILLE ET VILAINE;13;FOUGÈRES-SUD;14064;7827;55.65;6237;44.35;282;2.01;4.52;5955;42.34;95.48;M;MANCEAU;Patrick;SOC;2395;17.03;40.22;M;BENOIT;Thierry;M;3560;25.31;59.78;;;;;;;
35;ILLE ET VILAINE;14;GRAND-FOUGERAY;3600;1615;44.86;1985;55.14;122;3.39;6.15;1863;51.75;93.85;M;CHARAT;Sylvain;M-NC;688;19.11;36.93;M;SAURAT;Alain;DVD;1175;32.64;63.07;;;;;;;
35;ILLE ET VILAINE;19;LIFFRÉ;18014;10376;57.6;7638;42.4;621;3.45;8.13;7017;38.95;91.87;M;THEAUDIN;Clément;SOC;5097;28.29;72.64;M;BELKACEM;Benamar;UMP;1920;10.66;27.36;;;;;;;
35;ILLE ET VILAINE;20;LOUVIGNÉ-DU-DÉSERT;6505;2833;43.55;3672;56.45;167;2.57;4.55;3505;53.88;95.45;M;BUREAU;Frédéric;M;1538;23.64;43.88;M;PAUTREL;Louis;DVD;1967;30.24;56.12;;;;;;;
35;ILLE ET VILAINE;25;PIPRIAC;9747;5320;54.58;4427;45.42;197;2.02;4.45;4230;43.4;95.55;M;PICHOT;Franck;SOC;2491;25.56;58.89;M;LESACHER;Alain-François;M;1739;17.84;41.11;;;;;;;
35;ILLE ET VILAINE;26;PLEINE-FOUGÈRES;5949;2497;41.97;3452;58.03;388;6.52;11.24;3064;51.5;88.76;M;COUET;Christian;RDG;2020;33.96;65.93;M;CHARMEUX;Jean-Pierre;FN;1044;17.55;34.07;;;;;;;
35;ILLE ET VILAINE;27;PLÉLAN-LE-GRAND;11457;5691;49.67;5766;50.33;282;2.46;4.89;5484;47.87;95.11;F;GEFFROY;Rozenn;SOC;2961;25.84;53.99;M;AUBIN;Loïc;UMP;2523;22.02;46.01;;;;;;;
35;ILLE ET VILAINE;29;RENNES-CENTRE;10614;6575;61.95;4039;38.05;154;1.45;3.81;3885;36.6;96.19;M;LE BOUGEANT;Didier;SOC;2074;19.54;53.38;M;CARON;Benoit;UMP;1811;17.06;46.62;;;;;;;
35;ILLE ET VILAINE;30;RENNES-CENTRE-OUEST;12643;7988;63.18;4655;36.82;269;2.13;5.78;4386;34.69;94.22;M;ROGEMONT;Marcel;SOC;2815;22.27;64.18;M;TREUVEUR;Philippe;M-NC;1571;12.43;35.82;;;;;;;
35;ILLE ET VILAINE;32;RENNES-NORD;13539;8216;60.68;5323;39.32;259;1.91;4.87;5064;37.4;95.13;M;HERVE;Marc;SOC;3343;24.69;66.02;M;CHAVANAT;Bruno;UMP;1721;12.71;33.98;;;;;;;
35;ILLE ET VILAINE;34;SAINT-AUBIN-D'AUBIGNÉ;17589;10411;59.19;7178;40.81;443;2.52;6.17;6735;38.29;93.83;M;PRAUD;Jean-Yves;SOC;4349;24.73;64.57;M;REINAUD;Pascal;M;2386;13.57;35.43;;;;;;;
35;ILLE ET VILAINE;39;SAINT-MALO-SUD;18867;10815;57.32;8052;42.68;349;1.85;4.33;7703;40.83;95.67;F;PERRIN;Marie;SOC;3640;19.29;47.25;M;LURTON;Gilles;UMP;4063;21.53;52.75;;;;;;;
35;ILLE ET VILAINE;40;LE-SEL-DE-BRETAGNE;4458;2570;57.65;1888;42.35;117;2.62;6.2;1771;39.73;93.8;M;MENARD;Gilbert;SOC;1412;31.67;79.73;M;COLLONG;Max;UMP;359;8.05;20.27;;;;;;;
35;ILLE ET VILAINE;43;VITRÉ-OUEST;10575;6234;58.95;4341;41.05;223;2.11;5.14;4118;38.94;94.86;M;UTARD;Hervé;SOC;1539;14.55;37.37;M;TRAVERS;Thierry;M;2579;24.39;62.63;;;;;;;
35;ILLE ET VILAINE;45;RENNES-EST;9705;6112;62.98;3593;37.02;195;2.01;5.43;3398;35.01;94.57;F;TASCON-MENNETRIER;Clotilde;SOC;2154;22.19;63.39;F;COUDRAIS;Christine;UMP;1244;12.82;36.61;;;;;;;
35;ILLE ET VILAINE;46;RENNES-SUD-EST;25341;15629;61.67;9712;38.33;904;3.57;9.31;8808;34.76;90.69;F;MASSOT;Mireille;SOC;5155;20.34;58.53;F;CAILLET;Anne;VEC;3653;14.42;41.47;;;;;;;
35;ILLE ET VILAINE;47;BRUZ;30364;19089;62.87;11275;37.13;1057;3.48;9.37;10218;33.65;90.63;M;BONNIN;Philippe;SOC;6092;20.06;59.62;M;SALMON;Yves;VEC;4126;13.59;40.38;;;;;;;
35;ILLE ET VILAINE;50;RENNES-LE-BLOSNE;11201;7061;63.04;4140;36.96;271;2.42;6.55;3869;34.54;93.45;M;BOURCIER;Frédéric;SOC;3014;26.91;77.9;F;DROUIN;Elisabeth;FN;855;7.63;22.1;;;;;;;
35;ILLE ET VILAINE;53;CESSON-SÉVIGNÉ;17049;9018;52.89;8031;47.11;335;1.96;4.17;7696;45.14;95.83;M;MARQUET;Bernard;SOC;4294;25.19;55.8;M;PLOUHINEC;Albert;UMP;3402;19.95;44.2;;;;;;;
36;INDRE;3;ARGENTON-SUR-CREUSE;9816;4428;45.11;5388;54.89;288;2.93;5.35;5100;51.96;94.65;M;QUINET;Michel;SOC;2180;22.21;42.75;M;ROY;Jean;DVD;2920;29.75;57.25;;;;;;;
36;INDRE;10;ECUEILLÉ;2929;1115;38.07;1814;61.93;187;6.38;10.31;1627;55.55;89.69;M;SIMON;Christian;UMP;983;33.56;60.42;M;THOMAS;Raymond;DVD;644;21.99;39.58;;;;;;;
36;INDRE;11;EGUZON-CHANTÔME;3530;1014;28.73;2516;71.27;87;2.46;3.46;2429;68.81;96.54;M;BLIN;Jean-Claude;SOC;1232;34.9;50.72;M;PETITGUILLAUME;Pierre;DVD;1197;33.91;49.28;;;;;;;
36;INDRE;12;ISSOUDUN-NORD;9497;4783;50.36;4714;49.64;244;2.57;5.18;4470;47.07;94.82;M;DELPOUX;Dominique;SOC;2179;22.94;48.75;M;PAUVREHOMME;Pascal;DVD;2291;24.12;51.25;;;;;;;
36;INDRE;21;TOURNON-SAINT-MARTIN;3738;1340;35.85;2398;64.15;94;2.51;3.92;2304;61.64;96.08;M;HERVO;Dominique;SOC;1093;29.24;47.44;M;BLONDEAU;Gérard;DVD;1211;32.4;52.56;;;;;;;
36;INDRE;24;CHÂTEAUROUX-EST;12648;7240;57.24;5408;42.76;318;2.51;5.88;5090;40.24;94.12;F;GATEAUD;Anne-Marie;SOC;2182;17.25;42.87;M;BLONDEAU;Michel;M-NC;2908;22.99;57.13;;;;;;;
36;INDRE;25;CHÂTEAUROUX-OUEST;10897;6360;58.36;4537;41.64;363;3.33;8;4174;38.3;92;M;DURANDEAU;Michel;SOC;2711;24.88;64.95;M;MORY;Francis;UMP;1463;13.43;35.05;;;;;;;
37;INDRE ET LOIRE;2;AZAY-LE-RIDEAU;10255;5315;51.83;4940;48.17;307;2.99;6.21;4633;45.18;93.79;M;VERDIER;Michel;DVG;1682;16.4;36.3;M;LOIZON;Eric;DVD;2951;28.78;63.7;;;;;;;
37;INDRE ET LOIRE;3;BLÉRÉ;17146;8736;50.95;8410;49.05;620;3.62;7.37;7790;45.43;92.63;M;KERBRIAND-POSTIC;Alain;SOC;4004;23.35;51.4;F;COCHIN;Jocelyne;UMP;3786;22.08;48.6;;;;;;;
37;INDRE ET LOIRE;4;BOURGUEIL;8973;4637;51.68;4336;48.32;259;2.89;5.97;4077;45.44;94.03;M;JUNGES;Pierre;SOC;2297;25.6;56.34;F;SAILLET;Nadine;UMP;1780;19.84;43.66;;;;;;;
37;INDRE ET LOIRE;5;CHÂTEAU-LA-VALLIÈRE;7407;3843;51.88;3564;48.12;227;3.06;6.37;3337;45.05;93.63;F;CHAIGNEAU;Martine;SOC;2089;28.2;62.6;M;BERTHELEMOT;Patrice;DVD;1248;16.85;37.4;;;;;;;
37;INDRE ET LOIRE;12;LIGUEIL;5682;2287;40.25;3395;59.75;226;3.98;6.66;3169;55.77;93.34;M;GUIGNAUDEAU;Michel;DVG;1618;28.48;51.06;M;GIRAUDEAU;Michel;M-NC;1551;27.3;48.94;;;;;;;
37;INDRE ET LOIRE;14;MONTBAZON;17551;9572;54.54;7979;45.46;365;2.08;4.57;7614;43.38;95.43;F;TOURAINE;Marisol;SOC;4542;25.88;59.65;M;ESNAULT;Alain;UMP;3072;17.5;40.35;;;;;;;
37;INDRE ET LOIRE;15;MONTRÉSOR;4287;1611;37.58;2676;62.42;88;2.05;3.29;2588;60.37;96.71;M;CHARBONNIER;Jacky;COM;1373;32.03;53.05;M;FREMONT;Henry;DVD;1215;28.34;46.95;;;;;;;
37;INDRE ET LOIRE;17;NEUVY-LE-ROI;4636;2199;47.43;2437;52.57;136;2.93;5.58;2301;49.63;94.42;M;DESCLOUX;Didier;SOC;1120;24.16;48.67;M;ZAMARLIK;Henri;MODM;1181;25.47;51.33;;;;;;;
37;INDRE ET LOIRE;19;RICHELIEU;6460;3375;52.24;3085;47.76;184;2.85;5.96;2901;44.91;94.04;F;MARTINEAU;Christiane;SOC;1293;20.02;44.57;M;GAROT;Serge;UMP;1608;24.89;55.43;;;;;;;
37;INDRE ET LOIRE;22;TOURS-NORD-EST;11526;6735;58.43;4791;41.57;186;1.61;3.88;4605;39.95;96.12;M;THOMAS;Frédéric;SOC;2441;21.18;53.01;M;BEJEAU;Lionel;UMP;2164;18.77;46.99;;;;;;;
37;INDRE ET LOIRE;23;TOURS-SUD;9745;5709;58.58;4036;41.42;169;1.73;4.19;3867;39.68;95.81;M;CHAUVEAU;Claude-Pierre;SOC;1961;20.12;50.71;M;PELTIER;Guillaume;UMP;1906;19.56;49.29;;;;;;;
37;INDRE ET LOIRE;25;TOURS-OUEST;10711;7288;68.04;3423;31.96;206;1.92;6.02;3217;30.03;93.98;M;GAUTREAU;Nicolas;SOC;2164;20.2;67.27;M;LAVILLATTE;Bruno;UMP;1053;9.83;32.73;;;;;;;
37;INDRE ET LOIRE;26;TOURS-EST;11326;7345;64.85;3981;35.15;548;4.84;13.77;3433;30.31;86.23;M;DAYAN;Alain;SOC;1333;11.77;38.83;M;BOULANGER;Christophe;VEC;2100;18.54;61.17;;;;;;;
37;INDRE ET LOIRE;33;TOURS-NORD-OUEST;10747;6419;59.73;4328;40.27;335;3.12;7.74;3993;37.15;92.26;F;ROIRON;Claude;SOC;2353;21.89;58.93;M;DATEU;Xavier;M-NC;1640;15.26;41.07;;;;;;;
37;INDRE ET LOIRE;35;JOUÉ-LÈS-TOURS-SUD;12036;7313;60.76;4723;39.24;278;2.31;5.89;4445;36.93;94.11;M;LE BRETON;Philippe;SOC;2722;22.62;61.24;M;AUGIS;Frédéric;UMP;1723;14.32;38.76;;;;;;;
37;INDRE ET LOIRE;36;LUYNES;16337;8632;52.84;7705;47.16;427;2.61;5.54;7278;44.55;94.46;M;AGEORGES;Joël;DVG;3659;22.4;50.27;M;RITOURET;Bertrand;UMP;3619;22.15;49.73;;;;;;;
37;INDRE ET LOIRE;37;MONTLOUIS-SUR-LOIRE;16152;9060;56.09;7092;43.91;577;3.57;8.14;6515;40.34;91.86;M;BOURDY;Patrick;SOC;4530;28.05;69.53;M;FRAYSSE;Philippe;UMP;1985;12.29;30.47;;;;;;;
38;ISERE;3;LE-BOURG-D'OISANS;9342;5631;60.28;3711;39.72;266;2.85;7.17;3445;36.88;92.83;M;PICHOUD;Christian;DVG;2582;27.64;74.95;M;HINOJO;François;FN;863;9.24;25.05;;;;;;;
38;ISERE;4;BOURGOIN-JALLIEU-SUD;16234;9446;58.19;6788;41.81;706;4.35;10.4;6082;37.46;89.6;M;COTTALORDA;Alain;SOC;3705;22.82;60.92;M;FAUROBERT;Maurice;FN;2377;14.64;39.08;;;;;;;
38;ISERE;5;CLELLES;1755;495;28.21;1260;71.79;36;2.05;2.86;1224;69.74;97.14;M;CUCHET;Robert;SOC;533;30.37;43.55;M;GIMEL;Pierre;UMP;691;39.37;56.45;;;;;;;
38;ISERE;6;CORPS;1927;471;24.44;1456;75.56;26;1.35;1.79;1430;74.21;98.21;F;BATTISTEL;Marie-Noëlle;SOC;711;36.9;49.72;M;MULYK;Fabien;DVD;719;37.31;50.28;;;;;;;
38;ISERE;8;CRÉMIEU;21438;12390;57.79;9048;42.21;999;4.66;11.04;8049;37.55;88.96;M;MOYNE BRESSAND;Alain;UMP;5151;24.03;64;M;FERRIERE;Bernard;FN;2898;13.52;36;;;;;;;
38;ISERE;11;LE-GRAND-LEMPS;10758;6101;56.71;4657;43.29;225;2.09;4.83;4432;41.2;95.17;M;RAMBAUD;Didier;SOC;3227;30;72.81;F;SUCHEL;Nicole;UMP;1205;11.2;27.19;;;;;;;
38;ISERE;12;GRENOBLE-1;16855;11274;66.89;5581;33.11;609;3.61;10.91;4972;29.5;89.09;F;DESLATTES;Céline;SOC;2271;13.47;45.68;M;BERTRAND;Olivier;VEC;2701;16.02;54.32;;;;;;;
38;ISERE;14;GRENOBLE-3;13251;8830;66.64;4421;33.36;490;3.7;11.08;3931;29.67;88.92;M;PINOT;Denis;SOC;2076;15.67;52.81;M;SABRI;Hakim;VEC;1855;14;47.19;;;;;;;
38;ISERE;15;HEYRIEUX;14960;8380;56.02;6580;43.98;553;3.7;8.4;6027;40.29;91.6;M;AUBOYER;Thierry;SOC;3638;24.32;60.36;M;MOUSSIER;Jean-Paul;FN;2389;15.97;39.64;;;;;;;
38;ISERE;19;MORESTEL;19234;11280;58.65;7954;41.35;823;4.28;10.35;7131;37.07;89.65;M;RIVAL;Christian;UMP;4585;23.84;64.3;M;VALENTINI;Claude;FN;2546;13.24;35.7;;;;;;;
38;ISERE;20;LA MURE;10638;5857;55.06;4781;44.94;299;2.81;6.25;4482;42.13;93.75;M;GALVIN;Charles;SOC;2955;27.78;65.93;M;BONNIOL;Michel;UMP;1527;14.35;34.07;;;;;;;
38;ISERE;24;ROUSSILLON;32882;18714;56.91;14168;43.09;887;2.7;6.26;13281;40.39;93.74;M;RIGAUD;Daniel;COM;8198;24.93;61.73;F;PIEROBON;Marie-Hélène;FN;5083;15.46;38.27;;;;;;;
38;ISERE;27;SAINT-GEOIRE-EN-VALDAINE;7048;4084;57.95;2964;42.05;145;2.06;4.89;2819;40;95.11;F;LEHNEBACH;Annick;SOC;1062;15.07;37.67;M;GILLET;André;DVD;1757;24.93;62.33;;;;;;;
38;ISERE;30;SAINT-MARCELLIN;16383;7854;47.94;8529;52.06;299;1.83;3.51;8230;50.23;96.49;M;REVOL;Jean-Michel;DVG;3735;22.8;45.38;M;ROUX;André;AUT;4495;27.44;54.62;;;;;;;
38;ISERE;32;FONTAINE-SASSENAGE;18161;10496;57.79;7665;42.21;332;1.83;4.33;7333;40.38;95.67;M;BELLE;Yannick;SOC;5095;28.05;69.48;F;DE KERVEREGUIN;Marie;FN;2238;12.32;30.52;;;;;;;
38;ISERE;37;LA VERPILLIÈRE;11976;6585;54.98;5391;45.02;363;3.03;6.73;5028;41.98;93.27;M;VERNAY;Denis;DVG;3110;25.97;61.85;M;SINISI;Franck;FN;1918;16.02;38.15;;;;;;;
38;ISERE;39;VIENNE-SUD;21822;11959;54.8;9863;45.2;687;3.15;6.97;9176;42.05;93.03;M;THOIZET;Jacques;SOC;4646;21.29;50.63;M;CURTAUD;Patrick;UMP;4530;20.76;49.37;;;;;;;
38;ISERE;41;VILLARD-DE-LANS;9469;4713;49.77;4756;50.23;136;1.44;2.86;4620;48.79;97.14;M;NOUGIER;François;VEC;1782;18.82;38.57;M;BUISSON;Pierre;DVD;2838;29.97;61.43;;;;;;;
38;ISERE;42;VINAY;6528;2928;44.85;3600;55.15;214;3.28;5.94;3386;51.87;94.06;M;COUX;Jean-Claude;DVG;1770;27.11;52.27;F;BONNEFOY;Laura;AUT;1616;24.75;47.73;;;;;;;
38;ISERE;45;VOIRON;32451;19247;59.31;13204;40.69;827;2.55;6.26;12377;38.14;93.74;M;GAUJOUR;Jean-François;SOC;7920;24.41;63.99;M;GAL;André;UMP;4457;13.73;36.01;;;;;;;
38;ISERE;47;ECHIROLLES-EST;8132;4825;59.33;3307;40.67;180;2.21;5.44;3127;38.45;94.56;F;ROCHAS;Sylvette;COM;2163;26.6;69.17;F;D'ORNANO;Mireille;FN;964;11.85;30.83;;;;;;;
38;ISERE;51;SAINT-EGRÈVE;19020;12345;64.91;6675;35.09;812;4.27;12.16;5863;30.83;87.84;M;RIBEAUD;Pierre;SOC;3480;18.3;59.36;F;DUBESSET;Mathilde;VEC;2383;12.53;40.64;;;;;;;
38;ISERE;52;SAINT-MARTIN-D'HÈRES-NORD;10598;6236;58.84;4362;41.16;292;2.76;6.69;4070;38.4;93.31;M;PROBY;René;COM;2971;28.03;73;M;SABATIER;Antonin;FN;1099;10.37;27;;;;;;;
38;ISERE;57;GRENOBLE-6;11407;7662;67.17;3745;32.83;247;2.17;6.6;3498;30.67;93.4;F;PEREZ;Gisèle;SOC;2649;23.22;75.73;M;GABRIAC;Alexandre;FN;849;7.44;24.27;;;;;;;
39;JURA;1;ARBOIS;4821;1805;37.44;3016;62.56;151;3.13;5.01;2865;59.43;94.99;M;MAIRE;Norbert;SOC;1687;34.99;58.88;M;COURT;Jean-Jacques;DVD;1178;24.43;41.12;;;;;;;
39;JURA;2;ARINTHOD;3549;1575;44.38;1974;55.62;116;3.27;5.88;1858;52.35;94.12;M;GAVAND;Jean-Louis;RDG;909;25.61;48.92;M;CARNET;Gilles;UMP;949;26.74;51.08;;;;;;;
39;JURA;3;BEAUFORT;4778;2148;44.96;2630;55.04;169;3.54;6.43;2461;51.51;93.57;M;FOURNIER;Fernand;SOC;1611;33.72;65.46;M;MAZIER;Jacques;DVD;850;17.79;34.54;;;;;;;
39;JURA;9;CHEMIN;7650;3379;44.17;4271;55.83;267;3.49;6.25;4004;52.34;93.75;M;FRANCOIS;Claude;SOC;1932;25.25;48.25;M;DAUBIGNEY;Jean-Michel;DVD;2072;27.08;51.75;;;;;;;
39;JURA;12;DAMPIERRE;4680;2160;46.15;2520;53.85;155;3.31;6.15;2365;50.53;93.85;M;JEUNET;Denis;SOC;1378;29.44;58.27;M;FERRAND;Christophe;DVD;987;21.09;41.73;;;;;;;
39;JURA;13;DOLE-NORD-EST;13471;6595;48.96;6876;51.04;475;3.53;6.91;6401;47.52;93.09;M;VIVERGE;Patrick;PG;3687;27.37;57.6;M;REVILLOUD;Patrick;UMP;2714;20.15;42.4;;;;;;;
39;JURA;15;LONS-LE-SAUNIER-NORD;10225;5116;50.03;5109;49.97;289;2.83;5.66;4820;47.14;94.34;M;DUVERNET;Marc-Henri;SOC;2432;23.78;50.46;M;SERVILLAT;Jean-Claude;UMP;2388;23.35;49.54;;;;;;;
39;JURA;16;MOIRANS-EN-MONTAGNE;4223;1566;37.08;2657;62.92;94;2.23;3.54;2563;60.69;96.46;M;HUELIN;Jean-Philippe;SOC;627;14.85;24.46;F;DALLOZ;Marie-Christine;UMP;947;22.42;36.95;M;BURDEYRON;Jean;DVD;989;23.42;38.59
39;JURA;18;MONTMIREY-LE-CHÂTEAU;2386;836;35.04;1550;64.96;160;6.71;10.32;1390;58.26;89.68;M;TRONCIN;Dominique;DVG;829;34.74;59.64;F;BRESSAND;Nelly;UMP;561;23.51;40.36;;;;;;;
39;JURA;19;MOREZ;9929;5676;57.17;4253;42.83;403;4.06;9.48;3850;38.78;90.52;M;GODIN;François;UMP;2600;26.19;67.53;M;PETIT;Laurent;DVD;1250;12.59;32.47;;;;;;;
39;JURA;20;NOZEROY;2404;679;28.24;1725;71.76;57;2.37;3.3;1668;69.38;96.7;M;OUTREY;Serge;DVG;836;34.78;50.12;M;TRIBOULET;Pierre;UMP;832;34.61;49.88;;;;;;;
39;JURA;30;SELLIÈRES;2604;1021;39.21;1583;60.79;88;3.38;5.56;1495;57.41;94.44;M;TOURNIER;Robert;SOC;843;32.37;56.39;M;PISELLA;Denis;DVD;652;25.04;43.61;;;;;;;
40;LANDES;3;CASTETS;8459;3442;40.69;5017;59.31;243;2.87;4.84;4774;56.44;95.16;M;SUBSOL;Gérard;SOC;2597;30.7;54.4;M;BEGUERY;Jean-Pierre;M;2177;25.74;45.6;;;;;;;
40;LANDES;4;DAX-NORD;15861;8909;56.17;6952;43.83;552;3.48;7.94;6400;40.35;92.06;F;MICHEL;Danielle;SOC;4458;28.11;69.66;M;DU VAL;Jean;UMP;1942;12.24;30.34;;;;;;;
40;LANDES;5;GABARRET;2854;703;24.63;2151;75.37;111;3.89;5.16;2040;71.48;94.84;M;EXPERT;Serge;SOC;991;34.72;48.58;M;HERRERO;Michel;UMP;1049;36.76;51.42;;;;;;;
40;LANDES;11;MONT-DE-MARSAN-NORD;12938;7214;55.76;5724;44.24;458;3.54;8;5266;40.7;92;M;SIMON;Didier;SOC;3185;24.62;60.48;M;BAYARD;Hervé;UMP;2081;16.08;39.52;;;;;;;
40;LANDES;16;PEYREHORADE;8686;3588;41.31;5098;58.69;221;2.54;4.34;4877;56.15;95.66;F;CAILLETON;Isabelle;SOC;2302;26.5;47.2;M;PETRAU;Jean;M;2575;29.65;52.8;;;;;;;
40;LANDES;23;SAINT-VINCENT-DE-TYROSSE;22628;12819;56.65;9809;43.35;809;3.58;8.25;9000;39.77;91.75;F;LABEYRIE;Michèle;SOC;5561;24.58;61.79;M;MATHIO;François;UMP;3439;15.2;38.21;;;;;;;
40;LANDES;30;MONT-DE-MARSAN-SUD;25029;13457;53.77;11572;46.23;819;3.27;7.08;10753;42.96;92.92;M;LAHITETE;Renaud;SOC;6061;24.22;56.37;M;TORTIGUE;Bertrand;M;4692;18.75;43.63;;;;;;;
41;LOIR ET CHER;2;BLOIS-2;9930;5468;55.07;4462;44.93;355;3.58;7.96;4107;41.36;92.04;M;FROMET;Michel;SOC;2419;24.36;58.9;M;RUTARD;Julien;UMP;1688;17;41.1;;;;;;;
