Code du département;Libellé du département;Code du canton;Libellé du canton;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp
70;HAUTE SAONE;3;CHAMPAGNEY;9483;5103;53.81;4380;46.19;217;2.29;4.95;4163;43.9;95.05;M;GERMAIN;Roland;COM;922;9.72;22.15;M;POIVEY;Gérard;RDG;1794;18.92;43.09;M;RECEVEUR;Jean;FN;1198;12.63;28.78;M;DEVILLERS;Christophe;EXD;249;2.63;5.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;HAUTE SAONE;4;CHAMPLITTE;2271;813;35.8;1458;64.2;71;3.13;4.87;1387;61.07;95.13;F;GOUSSEREY;Yvonne;SOC;484;21.31;34.9;M;TEUSCHER;Gilles;M;525;23.12;37.85;M;CAPPELLI;Alain;DVD;127;5.59;9.16;M;BRIARD;Jean-Pierre;FN;251;11.05;18.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;HAUTE SAONE;5;COMBEAUFONTAINE;2713;923;34.02;1790;65.98;148;5.46;8.27;1642;60.52;91.73;F;LAURE- LIBERSA;Joëlle;DVG;1005;37.04;61.21;M;DEMONGEOT;Claude;UMP;637;23.48;38.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;HAUTE SAONE;6;DAMPIERRE-SUR-SALON;4139;1281;30.95;2858;69.05;116;2.8;4.06;2742;66.25;95.94;F;GALDIN-CHOUKRA;Gaëlle;DVG;992;23.97;36.18;M;GAUTHIER;Charles;UMP;1750;42.28;63.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;HAUTE SAONE;7;FAUCOGNEY-ET-LA-MER;3566;925;25.94;2641;74.06;102;2.86;3.86;2539;71.2;96.14;M;SEGUIN;Laurent;DVG;1286;36.06;50.65;M;GAILLARD;Michel;VEC;167;4.68;6.58;M;BRICE;Joël;M;1086;30.45;42.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;HAUTE SAONE;8;FRESNE-SAINT-MAMÈS;3432;1355;39.48;2077;60.52;65;1.89;3.13;2012;58.62;96.87;M;CHAUSSE;Jean-Pierre;SOC;758;22.09;37.67;F;GAFFARD;Dominique;VEC;104;3.03;5.17;M;HUGUIN;André;UMP;688;20.05;34.19;M;BOEHM;Olivier;FN;462;13.46;22.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;HAUTE SAONE;11;HÉRICOURT-OUEST;7268;3533;48.61;3735;51.39;176;2.42;4.71;3559;48.97;95.29;M;DIFFALAH;Nasser;COM;305;4.2;8.57;M;BURKHALTER;Fernand;SOC;1656;22.78;46.53;M;TRIBOUT ;Didier;M;653;8.98;18.35;M;POUTHIER;François;FN;945;13;26.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;HAUTE SAONE;12;JUSSEY;4657;1916;41.14;2741;58.86;81;1.74;2.96;2660;57.12;97.04;M;DESIRE;Michel;SOC;1301;27.94;48.91;M;RIETMANN;Olivier;UMP;853;18.32;32.07;M;MARAIN;Michel;FN;506;10.87;19.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;HAUTE SAONE;14;LUXEUIL-LES-BAINS;5073;2737;53.95;2336;46.05;136;2.68;5.82;2200;43.37;94.18;M;LARRIERE ;Alain;SOC;928;18.29;42.18;M;BURGHARD;Frédéric;UMP;1123;22.14;51.05;M;EL OMRI;Mohammed;DVD;149;2.94;6.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;HAUTE SAONE;17;MONTBOZON;4499;1739;38.65;2760;61.35;76;1.69;2.75;2684;59.66;97.25;M;COURGEY;Dominique;COM;163;3.62;6.07;F;EME;Edwige;SOC;890;19.78;33.16;M;WEBER;Frédéric;VEC;288;6.4;10.73;F;DELABORDE;Anne;UMP;573;12.74;21.35;M;PRETOT;Jean-Paul;DVD;423;9.4;15.76;M;FROISSARD;Patrice;FN;347;7.71;12.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;HAUTE SAONE;18;NOROY-LE-BOURG;3594;1116;31.05;2478;68.95;141;3.92;5.69;2337;65.03;94.31;M;BONTOUR;Gérard;SOC;1417;39.43;60.63;M;RICHARD ;Michel;UMP;920;25.6;39.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;HAUTE SAONE;29;VESOUL-OUEST;12929;6325;48.92;6604;51.08;302;2.34;4.57;6302;48.74;95.43;M;BERNABE;Frédéric;COM;764;5.91;12.12;M;KAYMAK;Ramazan ;SOC;1108;8.57;17.58;M;WADOUX;Jean-Pierre;DVG;758;5.86;12.03;F;LEVAVASSEUR;Simone;VEC;488;3.77;7.74;M;ARQUINET;Pierre;AUT;289;2.24;4.59;M;CHRETIEN;Alain;UMP;2895;22.39;45.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;HAUTE SAONE;30;HÉRICOURT-EST;7700;3980;51.69;3720;48.31;150;1.95;4.03;3570;46.36;95.97;M;LAZAR;Gilles;COM;830;10.78;23.25;M;JOLY;Jean-Jacques;SOC;1142;14.83;31.99;M;LITTOT;Bernard;VEC;237;3.08;6.64;M;MENWEG;Jean-Claude;MODM;75;0.97;2.1;M;MILESI;Michel;DVD;342;4.44;9.58;M;MERA;Yves;DVD;145;1.88;4.06;F;CLERC;Colette;FN;799;10.38;22.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;HAUTE SAONE;31;LURE-NORD;6851;3454;50.42;3397;49.58;130;1.9;3.83;3267;47.69;96.17;F;MOLITOR;Odile;COM;141;2.06;4.32;M;JUIF;Raoul;SOC;1480;21.6;45.3;M;DURUPT-VIGNARD;Jean-Claude;MODM;172;2.51;5.26;M;GORET;Christophe;UMP;628;9.17;19.22;M;BARD;Jacques;FN;846;12.35;25.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;1;AUTUN-NORD;7440;3710;49.87;3730;50.13;188;2.53;5.04;3542;47.61;94.96;M;LARTAUT;Patrick;COM;84;1.13;2.37;F;COLOMBO;Ghislaine;SOC;957;12.86;27.02;M;CHERMAIN;Claude;DVG;657;8.83;18.55;M;KUBIAK;Benoît;VEC;288;3.87;8.13;M;BROCHOT;Frédéric;UMP;945;12.7;26.68;M;ROBINET;Clément;FN;611;8.21;17.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;2;BEAUREPAIRE-EN-BRESSE;3571;1780;49.85;1791;50.15;79;2.21;4.41;1712;47.94;95.59;M;TERRIER;Fabrice;SOC;615;17.22;35.92;F;CHEVALLIER;Martine;UMP;748;20.95;43.69;M;QUEQUIN;Alain;FN;349;9.77;20.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;7;CHALON-SUR-SAÔNE-SUD;18277;10695;58.52;7582;41.48;281;1.54;3.71;7301;39.95;96.29;F;VERMOREL DE ALMEIDA;Nathalie;COM;693;3.79;9.49;M;RENAULT;Fernand;SOC;3534;19.34;48.4;F;BRUNO;Monique;UMP;1424;7.79;19.5;M;LEMATTE;Benjamin;FN;1650;9.03;22.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;11;LA CLAYETTE;6013;2855;47.48;3158;52.52;115;1.91;3.64;3043;50.61;96.36;M;MAILY;Florian;SOC;406;6.75;13.34;M;MAGNIER;Alain;RDG;455;7.57;14.95;M;GAUTHERON;Alain;UMP;1760;29.27;57.84;F;LEGRAND;Véronique;FN;422;7.02;13.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;12;CLUNY;7126;3320;46.59;3806;53.41;93;1.31;2.44;3713;52.1;97.56;M;GALLAND;Paul;COM;396;5.56;10.67;M;FONTERAY;Jean-Luc;SOC;1675;23.51;45.11;M;THELIER;Gérard;VEC;215;3.02;5.79;M;HUET;Maurice;MODM;285;4;7.68;M;BOUILLON;Jean-Louis;UMP;278;3.9;7.49;M;RAFFIN;Patrick;UMP;477;6.69;12.85;F;DELPUECH DE COMEIRAS;Cécile;FN;387;5.43;10.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;15;CUISEAUX;4942;2230;45.12;2712;54.88;57;1.15;2.1;2655;53.72;97.9;M;LONJARRET;Bastien;PG;230;4.65;8.66;M;CANNARD;Frédéric;SOC;1362;27.56;51.3;F;GAUTHIER;Marie-Noëlle;M;708;14.33;26.67;M;VEYSSET;Bruno;FN;355;7.18;13.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;16;CUISERY;5483;2852;52.02;2631;47.98;74;1.35;2.81;2557;46.64;97.19;F;PIRAT;Isabelle;COM;185;3.37;7.24;M;FAVRE;René;SOC;746;13.61;29.17;M;COLIN;Thierry;M;1225;22.34;47.91;M;COCHET;Paul;FN;401;7.31;15.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;17;DIGOIN;7824;4000;51.12;3824;48.88;121;1.55;3.16;3703;47.33;96.84;F;BACCOT;Philomène;SOC;1680;21.47;45.37;M;GENET;Fabien;UMP;1496;19.12;40.4;M;GRONFIER;Eric;FN;527;6.74;14.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;18;EPINAC;3713;1679;45.22;2034;54.78;69;1.86;3.39;1965;52.92;96.61;M;NICOLAS;Jean-François;SOC;1035;27.88;52.67;M;MALOT;Jean;UMP;490;13.2;24.94;F;BOYER;Diane;FN;440;11.85;22.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;19;GIVRY;9718;4968;51.12;4750;48.88;136;1.4;2.86;4614;47.48;97.14;M;MAILLOT;Hervé;COM;233;2.4;5.05;F;LE DAIN;Valérie;SOC;1091;11.23;23.65;M;ATTEYE;Abdoulkader;VEC;500;5.15;10.84;M;VOARICK;Pierre;UMP;1173;12.07;25.42;M;PAUCHARD;Georges;DVD;821;8.45;17.79;F;GEORGY;Marie-Amélie;FN;796;8.19;17.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;21;LA GUICHE;2646;1203;45.46;1443;54.54;59;2.23;4.09;1384;52.31;95.91;M;LAUTISSIER;Jean-François;SOC;759;28.68;54.84;M;GUITTAT;Christian;UMP;357;13.49;25.79;F;LAUNAY;Ghislaine;FN;268;10.13;19.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;22;ISSY-L'EVÊQUE;1738;571;32.85;1167;67.15;24;1.38;2.06;1143;65.77;97.94;M;PAQUIER;Guillaume;DVG;435;25.03;38.06;F;PERRAUDIN;Edith;M;606;34.87;53.02;F;PELLENARD;Nicole;FN;102;5.87;8.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;24;LUCENAY-L'EVÊQUE;3434;1470;42.81;1964;57.19;80;2.33;4.07;1884;54.86;95.93;M;PIERRE;Jean-Baptiste;DVG;1034;30.11;54.88;M;MARTIN;Jean-Louis;DVD;534;15.55;28.34;F;DUPLOUY;Nicole;FN;316;9.2;16.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;25;LUGNY;6589;3411;51.77;3178;48.23;79;1.2;2.49;3099;47.03;97.51;M;THIRARD;Serge;COM;256;3.89;8.26;M;PEULET;André;SOC;1508;22.89;48.66;F;DREVET;Marie-Thérèse;M;841;12.76;27.14;F;COGNARD;Michèle;FN;494;7.5;15.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;27;MÂCON-SUD;9771;5866;60.03;3905;39.97;79;0.81;2.02;3826;39.16;97.98;M;TAVIOT;Olivier;COM;131;1.34;3.42;M;MARTINERIE;Pierre;SOC;1385;14.17;36.2;M;GRENARD;Henri;VEC;341;3.49;8.91;M;JUVANON;Christophe;UMP;319;3.26;8.34;M;REYNAUD;Hervé;UMP;959;9.81;25.07;M;GRENIER;Michel;FN;691;7.07;18.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;28;MARCIGNY;4962;2243;45.2;2719;54.8;73;1.47;2.68;2646;53.33;97.32;M;REBILLARD;Jacques;DVG;1107;22.31;41.84;M;DUCARRE;Jean-Claude;DVG;707;14.25;26.72;M;CHEVILLARD;Pierre;UMP;522;10.52;19.73;M;JAMES;Jean-François;FN;310;6.25;11.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;29;MATOUR;2899;1067;36.81;1832;63.19;59;2.04;3.22;1773;61.16;96.78;F;MARON;Gisèle;COM;66;2.28;3.72;M;CHARNAY;Armand;DVG;663;22.87;37.39;M;HILARION;Philippe;UMP;162;5.59;9.14;M;FOUGERAS;Jean;DVD;358;12.35;20.19;M;MORIN;Jean-Marc;DVD;392;13.52;22.11;M;COLAS;Guy;FN;132;4.55;7.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;30;MESVRES;3280;1428;43.54;1852;56.46;88;2.68;4.75;1764;53.78;95.25;M;GILLOT;Christian;SOC;1166;35.55;66.1;M;BERILLON;Jean-Michel;UMP;286;8.72;16.21;M;PELLETIER;Michel;FN;312;9.51;17.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;31;MONTCEAU-LES-MINES-NORD;11897;8114;68.2;3783;31.8;80;0.67;2.11;3703;31.13;97.89;M;DAVANTURE;Alain;EXG;81;0.68;2.19;M;GILLOT;André;COM;254;2.13;6.86;M;SELVEZ;Laurent;SOC;1541;12.95;41.61;M;BONIN;Jean-Paul;VEC;237;1.99;6.4;M;DUPARAY;Lionel;UMP;704;5.92;19.01;M;SUCROT;Pierre;DVD;70;0.59;1.89;M;LAUNAY;Christian;FN;816;6.86;22.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;36;MONT-SAINT-VINCENT;2562;944;36.85;1618;63.15;42;1.64;2.6;1576;61.51;97.4;M;DRILLIEN;Gilles;COM;59;2.3;3.74;F;ACKERMANN;Paulette;DVG;462;18.03;29.31;F;BONIN;Carole;VEC;94;3.67;5.96;M;GIRARDON;Jean;UMP;793;30.95;50.32;F;COLAS;Marie-Christiane;FN;168;6.56;10.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;38;PARAY-LE-MONIAL;11363;6119;53.85;5244;46.15;152;1.34;2.9;5092;44.81;97.1;M;MITAINE;Jean-Louis;COM;230;2.02;4.52;M;MAHREZ;Chewki;SOC;1066;9.38;20.93;F;DESLOIRE;Jacqueline;VEC;423;3.72;8.31;M;ACCARY;André;UMP;2814;24.76;55.26;M;CAZEILLES;Bruno;FN;559;4.92;10.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;42;SAINT-GERMAIN-DU-BOIS;4885;1932;39.55;2953;60.45;61;1.25;2.07;2892;59.2;97.93;F;PICARD;Marie-Thérèse;COM;138;2.82;4.77;M;VERNAY;Jean-Luc;SOC;1402;28.7;48.48;M;GAUTHIER;Olivier;M;998;20.43;34.51;M;LACROIX;Yannick;FN;354;7.25;12.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;43;SAINT-GERMAIN-DU-PLAIN;6476;3325;51.34;3151;48.66;88;1.36;2.79;3063;47.3;97.21;M;DE ALMEIDA;Jean-Michel;COM;126;1.95;4.11;M;DOULE;Alain;SOC;1489;22.99;48.61;M;DANGIN;Georges;M;998;15.41;32.58;F;DUGUE;Jacqueline;FN;450;6.95;14.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;44;SAINT-LÉGER-SOUS-BEUVRAY;2999;1198;39.95;1801;60.05;44;1.47;2.44;1757;58.59;97.56;M;COMMEAU;Dominique;DVG;1052;35.08;59.87;F;VERNERET;Marie-Thérèse;UMP;507;16.91;28.86;M;BAZINVAL;Kévin;FN;198;6.6;11.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;46;SEMUR-EN-BRIONNAIS;4229;2035;48.12;2194;51.88;83;1.96;3.78;2111;49.92;96.22;M;BACIAK;François;DVG;672;15.89;31.83;M;MAMESSIER;André;M;1173;27.74;55.57;M;LAGOUTTE;Alain;FN;266;6.29;12.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;47;SENNECEY-LE-GRAND;7124;3465;48.64;3659;51.36;114;1.6;3.12;3545;49.76;96.88;F;BACI;Patricia;PG;266;3.73;7.5;F;UNTERMAIER;Cécile;DVG;1204;16.9;33.96;M;BECOUSSE;Jean-Claude;UMP;1496;21;42.2;F;NOUEL DE BUZONNIERE;Christine;FN;579;8.13;16.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;53;CHALON-SUR-SAÔNE-NORD;13267;8677;65.4;4590;34.6;153;1.15;3.33;4437;33.44;96.67;F;RECOUVROT;Christelle;COM;258;1.94;5.81;F;VERJUX-PELLETIER;Françoise;SOC;1910;14.4;43.05;M;LAOUES;Mourad;VEC;358;2.7;8.07;F;DOREY;Solange;UMP;557;4.2;12.55;M;THIEBAUT;Guillaume;DVD;214;1.61;4.82;M;TANGUY;Daniel;FN;1140;8.59;25.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE;55;MÂCON-CENTRE;11385;6696;58.81;4689;41.19;81;0.71;1.73;4608;40.47;98.27;F;COMTET-SORABELLA;Eve;COM;216;1.9;4.69;F;MARZIO;Joëlle;SOC;1317;11.57;28.58;M;BONNIN;Jean-Pierre;VEC;538;4.73;11.68;M;VOISIN;Laurent;UMP;709;6.23;15.39;M;BUHOT;Patrick;UMP;922;8.1;20.01;F;PATONNIER;Marie-Hélène;DVD;358;3.14;7.77;M;NAVARRO;Jean-Louis;DVD;63;0.55;1.37;M;BENOIT;Morgan;FN;485;4.26;10.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;SARTHE;2;BEAUMONT-SUR-SARTHE;6181;2646;42.81;3535;57.19;95;1.54;2.69;3440;55.65;97.31;F;MONTAROU;Françoise;COM;138;2.23;4.01;M;ROSSARD;Jean-Pierre;DVG;1477;23.9;42.94;M;GIRRES;Patrice;MODM;315;5.1;9.16;M;ROBIN;François;UMP;996;16.11;28.95;M;BLONDEAU;Francis;FN;514;8.32;14.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;SARTHE;6;LA-CHARTRE-SUR-LE-LOIR;5409;2363;43.69;3046;56.31;65;1.2;2.13;2981;55.11;97.87;M;MACON;Michel;EXG;71;1.31;2.38;M;BRAULT;Gérard;COM;1463;27.05;49.08;F;COHU - DE LASSENCE;Galiène;DVD;1025;18.95;34.38;M;HERMET;Gérard;FN;422;7.8;14.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;SARTHE;8;CONLIE;7742;3619;46.75;4123;53.25;90;1.16;2.18;4033;52.09;97.82;M;POIRRIER;Régis;COM;130;1.68;3.22;M;AMIARD;Dominique;RDG;1461;18.87;36.23;F;GOUHIER;Catherine;VEC;279;3.6;6.92;M;METENIER;Joël;UMP;1491;19.26;36.97;M;BELLESSORT;Joachim;DVD;213;2.75;5.28;M;LE PENNEC;Guy;FN;459;5.93;11.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;SARTHE;13;LE-GRAND-LUCÉ;4173;1719;41.19;2454;58.81;82;1.97;3.34;2372;56.84;96.66;M;LONGERAY;Francis;COM;212;5.08;8.94;M;DUPUIS;Pascal;DVG;809;19.39;34.11;F;DUGUE;Sophie;VEC;207;4.96;8.73;M;VALLIENNE;Régis;UMP;1144;27.41;48.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;SARTHE;16;LE LUDE;6818;3459;50.73;3359;49.27;90;1.32;2.68;3269;47.95;97.32;M;CORVAISIER;Patrick;PG;749;10.99;22.91;M;BOIS;Hervé;VEC;337;4.94;10.31;M;DE NICOLAY;Louis-Jean;UMP;1746;25.61;53.41;M;CORMIER;Joël;FN;437;6.41;13.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;SARTHE;17;MALICORNE-SUR-SARTHE;7693;3811;49.54;3882;50.46;120;1.56;3.09;3762;48.9;96.91;M;COLOMBEL;Dominique;COM;165;2.14;4.39;M;BOISARD;Jean-Paul;SOC;1196;15.55;31.79;M;LAGNEAU;Gaël;VEC;325;4.22;8.64;F;ALBAGLI;Chantal;UMP;1586;20.62;42.16;F;MALEYRAT;Lucienne;FN;490;6.37;13.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;SARTHE;18;MAMERS;8935;4466;49.98;4469;50.02;110;1.23;2.46;4359;48.79;97.54;M;FABUREL;Luc-Marie;PG;846;9.47;19.41;F;OUAR - BELAIDI;Malika;SOC;584;6.54;13.4;M;CHAUVEAU;Jean-Pierre;UMP;1841;20.6;42.23;F;BAYLE DE JESSE;Cécile;DVD;442;4.95;10.14;F;LAURIN;Priscil;FN;646;7.23;14.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;SARTHE;19;LE-MANS-CENTRE;12951;8252;63.72;4699;36.28;128;0.99;2.72;4571;35.29;97.28;M;MARCHAND;Guillaume;COM;259;2;5.67;F;DUBOIS;Françoise;SOC;1190;9.19;26.03;F;SEVERE;Isabelle;VEC;653;5.04;14.29;M;COURTIN;Fabrice;MODM;172;1.33;3.76;F;RIVRON;Véronique;UMP;1793;13.84;39.23;M;BARLEMONT;Jean-Claude;FN;504;3.89;11.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;SARTHE;22;MAROLLES-LES-BRAULTS;4982;2303;46.23;2679;53.77;102;2.05;3.81;2577;51.73;96.19;M;BROCHARD;Bruno;PG;222;4.46;8.61;M;LEGRAS;Pascal;SOC;476;9.55;18.47;F;AGASSE;Nicole;UMP;1337;26.84;51.88;F;MAZURIER;Annik;FN;542;10.88;21.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;SARTHE;24;MONTFORT-LE-GESNOIS;15435;7894;51.14;7541;48.86;161;1.04;2.13;7380;47.81;97.87;M;CHAUDUN;Christophe;SOC;3393;21.98;45.98;M;GAVALLET;Jean-Christophe;VEC;646;4.19;8.75;F;MARCHAND;Christine;UMP;2171;14.07;29.42;M;METIVIER;Joël;FN;1170;7.58;15.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;SARTHE;27;SABLÉ-SUR-SARTHE;18703;10731;57.38;7972;42.62;249;1.33;3.12;7723;41.29;96.88;F;HERSEMEULE;Chantal;PG;380;2.03;4.92;M;PONTONNIER;Alain;SOC;1518;8.12;19.66;M;BRAUD;Alexis;VEC;793;4.24;10.27;M;TOUCHARD;Pierre;UMP;3761;20.11;48.7;M;BOUQUET;Michel;FN;1271;6.8;16.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
