Code du département;Libellé du département;Code du canton;Libellé du canton;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp
19;CORREZE;2;AYEN;6933;2096;30.23;4837;69.77;161;2.32;3.33;4676;67.45;96.67;M;VERMEULEN;Christophe;COM;243;3.5;5.2;M;BONNET;Gérard;SOC;2439;35.18;52.16;M;SIMIOT;Jean-Claude;VEC;167;2.41;3.57;M;VIDAU;Philippe;DVD;1827;26.35;39.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;CORREZE;3;BEAULIEU-SUR-DORDOGNE;3267;864;26.45;2403;73.55;98;3;4.08;2305;70.55;95.92;M;BAVANT;Gérard;PG;218;6.67;9.46;M;DESCARGUES;Jacques;SOC;1127;34.5;48.89;M;SOURSAC;Joël;DVD;960;29.38;41.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;CORREZE;7;BUGEAT;1928;412;21.37;1516;78.63;52;2.7;3.43;1464;75.93;96.57;M;ENSERGUEIX;Jean-François;COM;697;36.15;47.61;M;PETIT;Christophe;UMP;767;39.78;52.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;CORREZE;8;CORRÈZE;2948;653;22.15;2295;77.85;69;2.34;3.01;2226;75.51;96.99;M;BARBAZANGE;François;DVG;1004;34.06;45.1;F;PADOVANI-LORIOUX;Murriel;VEC;108;3.66;4.85;F;CHIRAC;Bernadette;UMP;1114;37.79;50.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;CORREZE;9;DONZENAC;8673;4011;46.25;4662;53.75;242;2.79;5.19;4420;50.96;94.81;M;BAGNAROL;Pascal;COM;522;6.02;11.81;M;FRONTY;Gilbert;SOC;2312;26.66;52.31;M;MARTINEZ;David;VEC;467;5.38;10.57;M;VALERY;Eric;UMP;1119;12.9;25.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;CORREZE;11;EYGURANDE;2049;577;28.16;1472;71.84;101;4.93;6.86;1371;66.91;93.14;M;DESCAMPS;Alfred;PG;116;5.66;8.46;M;REBEILLE;Jean-Marc;SOC;287;14.01;20.93;M;BALLAY;Alain;DVG;417;20.35;30.42;M;CHEVALIER;Pierre;M;551;26.89;40.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;CORREZE;12;JUILLAC;4326;1410;32.59;2916;67.41;163;3.77;5.59;2753;63.64;94.41;F;NOCUS-GHELLAB;Rachida;PG;221;5.11;8.03;M;YARDIN;Jean-Claude;SOC;1268;29.31;46.06;M;FREYGEFOND;Daniel;VEC;180;4.16;6.54;F;POULVEREL;Nicole;UMP;1084;25.06;39.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;CORREZE;13;LAPLEAU;1593;399;25.05;1194;74.95;43;2.7;3.6;1151;72.25;96.4;M;PEROT;Yves;COM;91;5.71;7.91;M;BREUIL;Christian;SOC;435;27.31;37.79;M;TEYSSENDIER;Laurent;VEC;45;2.82;3.91;M;CHASSAGNARD;Bertrand;UMP;580;36.41;50.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;CORREZE;14;LARCHE;9067;4178;46.08;4889;53.92;154;1.7;3.15;4735;52.22;96.85;M;CHANCY;Michel;COM;408;4.5;8.62;F;DAVID;Isablle;SOC;1824;20.12;38.52;F;SENINGE;Joëlle;VEC;271;2.99;5.72;M;DELPECH;Jean-Jacques;M;2232;24.62;47.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;CORREZE;19;NEUVIC;3099;967;31.2;2132;68.8;80;2.58;3.75;2052;66.21;96.25;M;ROY;Henri;SOC;1012;32.66;49.32;M;DESFAUCHEUX;Gilles;VEC;177;5.71;8.63;M;STOHR;Jean;M;863;27.85;42.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;CORREZE;20;LA-ROCHE-CANILLAC;2832;631;22.28;2201;77.72;50;1.77;2.27;2151;75.95;97.73;M;ROUBERTIE;Emile;COM;281;9.92;13.06;M;COMBES;Bernard;SOC;911;32.17;42.35;M;CHEZE;Gérard;VEC;64;2.26;2.98;M;BACHELLERIE;Jean-Louis;UMP;895;31.6;41.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;CORREZE;24;TREIGNAC;4171;965;23.14;3206;76.86;124;2.97;3.87;3082;73.89;96.13;M;JAMMOT;Henri;DVG;1289;30.9;41.82;M;CHASSEING;Daniel;DVD;1793;42.99;58.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;CORREZE;27;USSEL-EST;5061;2235;44.16;2826;55.84;143;2.83;5.06;2683;53.01;94.94;M;CHAZAL;Gilles;COM;388;7.67;14.46;F;ROUGERIE;Monique;SOC;664;13.12;24.75;M;DELPY;Daniel;M;1088;21.5;40.55;M;CORNELISSEN;Tony;DVD;543;10.73;20.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;CORREZE;28;UZERCHE;5426;1897;34.96;3529;65.04;143;2.64;4.05;3386;62.4;95.95;M;LAUBARY;Jean;EXG;322;5.93;9.51;F;DESSUS;Sophie;SOC;1734;31.96;51.21;M;FOURCHES;Jean-Philippe;VEC;157;2.89;4.64;F;QUEYREL PEYRAMAURE;Annie;UMP;1173;21.62;34.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;CORREZE;31;BRIVE-CENTRE;5899;3577;60.64;2322;39.36;91;1.54;3.92;2231;37.82;96.08;F;SEILLE;Véronique;PG;164;2.78;7.35;M;TRANNOY-MONS;Patrick;DVG;545;9.24;24.43;M;HORVAT;Marc;VEC;145;2.46;6.5;M;PATIER;Etienne;AUT;82;1.39;3.68;M;NADIN;Jean-Pierre;MODM;92;1.56;4.12;M;PARQUET;Thierry;M-NC;190;3.22;8.52;M;SOULIER;Frédéric;UMP;1013;17.17;45.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;CORREZE;32;BRIVE-NORD-OUEST;7219;4569;63.29;2650;36.71;180;2.49;6.79;2470;34.22;93.21;M;GOUMY;Claude;COM;338;4.68;13.68;M;DA CUNHA;Michel;SOC;1218;16.87;49.31;M;SOK;Nymool;VEC;223;3.09;9.03;F;FERNANDEZ;Annie;M-NC;691;9.57;27.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;CORREZE;34;MALEMORT-SUR-CORRÈZE;11511;5937;51.58;5574;48.42;347;3.01;6.23;5227;45.41;93.77;M;NEYRET;Norbert;PG;368;3.2;7.04;M;PENALVA;Robert;SOC;2233;19.4;42.72;F;AUDEBERT;Martine;DVG;462;4.01;8.84;M;BARRET;Jean-Pierre;VEC;572;4.97;10.94;F;MEUNIER;Frédérique;UMP;1592;13.83;30.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;CORREZE;37;USSEL-OUEST;4523;2025;44.77;2498;55.23;164;3.63;6.57;2334;51.6;93.43;M;BARANOWSKI;Bernard;COM;230;5.09;9.85;F;LECLERC;Martine;SOC;905;20.01;38.77;M;ARFEUILLERE;Christophe;M;1199;26.51;51.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A;CORSE SUD;1;AJACCIO-1;6471;3139;48.51;3332;51.49;105;1.62;3.15;3227;49.87;96.85;M;PARODIN;Antoine;DVG;287;4.44;8.89;M;AMIDEI;Jean-Louis;DVG;567;8.76;17.57;M;FALZOÏ;Alain;AUT;365;5.64;11.31;M;MARCANGELI;Laurent;UMP;932;14.4;28.88;M;CORTEY;Philippe;DVD;721;11.14;22.34;M;LECA;Michel;FN;355;5.49;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A;CORSE SUD;2;BASTELICA;2810;849;30.21;1961;69.79;45;1.6;2.29;1916;68.19;97.71;M;PELLEGRINETTI;Paul;DVG;664;23.63;34.66;F;SANGUINETTI;Julia;REG;279;9.93;14.56;M;LECCIA;Pascal;AUT;386;13.74;20.15;M;GIFFON;Jean-Baptiste;DVD;587;20.89;30.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A;CORSE SUD;7;BONIFACIO;2343;743;31.71;1600;68.29;95;4.05;5.94;1505;64.23;94.06;M;BAROLO;Philippe;SOC;272;11.61;18.07;F;DEGOTT-SERAFINO;Claude;DVG;801;34.19;53.22;M;QUERE;André;UMP;432;18.44;28.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A;CORSE SUD;22;LEVIE;3252;1239;38.1;2013;61.9;88;2.71;4.37;1925;59.19;95.63;F;MELA;Cécile;COM;260;8;13.51;M;CUCCHI;Nicolas;AUT;386;11.87;20.05;M;ROCCA SERRA;Sébastien;DVD;1279;39.33;66.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A;CORSE SUD;30;OLMETO;4077;1895;46.48;2182;53.52;106;2.6;4.86;2076;50.92;95.14;M;MOZZICONACCI;José-Pierre;DVG;2076;50.92;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A;CORSE SUD;35;LES-DEUX-SEVI;2737;667;24.37;2070;75.63;22;0.8;1.06;2048;74.83;98.94;M;ALFONSI;Nicolas;RDG;916;33.47;44.73;M;AGOSTINI;Ange;REG;136;4.97;6.64;M;VERSINI;Antoine;REG;512;18.71;25;M;ZANETTACCI;Stéphane;DVD;433;15.82;21.14;M;FRANCHI;André;FN;51;1.86;2.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A;CORSE SUD;40;PORTO-VECCHIO;10646;3767;35.38;6879;64.62;174;1.63;2.53;6705;62.98;97.47;M;AGOSTINI;Joseph;COM;463;4.35;6.91;M;GIRASCHI;Michel;REG;494;4.64;7.37;M;ANGELINI;Jean-Christophe;REG;3063;28.77;45.68;M;DE ROCCA SERRA;Camille;UMP;2685;25.22;40.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A;CORSE SUD;62;ZICAVO;1880;898;47.77;982;52.23;77;4.1;7.84;905;48.14;92.16;M;FRANCISCI;Marcel;UMP;905;48.14;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A;CORSE SUD;64;AJACCIO-3;4285;2121;49.5;2164;50.5;72;1.68;3.33;2092;48.82;96.67;M;GORI;Serge;COM;153;3.57;7.31;F;CURCIO;Patricia;PG;99;2.31;4.73;M;CASASOPRANA;François;DVG;542;12.65;25.91;M;LUCIANI;Denis;REG;290;6.77;13.86;M;FERRARA;Jean-Jacques;UMP;600;14;28.68;M;SANTONI;Pierre;DVD;408;9.52;19.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A;CORSE SUD;65;AJACCIO-4;3148;1442;45.81;1706;54.19;37;1.18;2.17;1669;53.02;97.83;M;LUCIANI;François;COM;177;5.62;10.61;M;TERRAMORSI;Patrice;SOC;193;6.13;11.56;M;SIMEONI;Marcel;ECO;91;2.89;5.45;M;BILLARD;Jacques;DVD;663;21.06;39.72;M;VANNUCCI;Stéphane;DVD;545;17.31;32.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A;CORSE SUD;66;AJACCIO-5;4292;1660;38.68;2632;61.32;53;1.23;2.01;2579;60.09;97.99;M;BARTOLI;Pierre;COM;258;6.01;10;M;COMBARET;Alain;SOC;95;2.21;3.68;M;MOZZICONACCI;Michel;DVG;685;15.96;26.56;M;FILONI;François;ECO;129;3.01;5;M;CAU;Pierre;DVD;1235;28.77;47.89;M;ROIG;David;FN;177;4.12;6.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2B;HAUTE CORSE;3;BASTIA-1;3140;1187;37.8;1953;62.2;51;1.62;2.61;1902;60.57;97.39;F;DEVOTI;Toussainte;COM;270;8.6;14.2;M;ORSINI;Jacques;DVG;351;11.18;18.45;F;JOSEPH;Aïda;ECO;46;1.46;2.42;F;PROSPERI;Rosa;REG;146;4.65;7.68;M;CASTELLANI;Michel;REG;283;9.01;14.88;M;MILANI;Jean-Louis;DVD;754;24.01;39.64;M;CARDI;Tony;FN;52;1.66;2.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2B;HAUTE CORSE;5;BELGODÈRE;3500;1124;32.11;2376;67.89;36;1.03;1.52;2340;66.86;98.48;M;MANCINI;Pierre-Marie;DVG;1444;41.26;61.71;M;CROCE;François;REG;806;23.03;34.44;M;SUZZONI;Philippe;FN;90;2.57;3.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2B;HAUTE CORSE;9;SAGRO-DI-SANTA-GIULIA;3533;1152;32.61;2381;67.39;43;1.22;1.81;2338;66.18;98.19;M;CALISTI;Alain;COM;152;4.3;6.5;M;VIVONI;Ange-Pierre;DVG;1132;32.04;48.42;M;DOMINICI;Jean-Marie;DVG;131;3.71;5.6;M;ROSSI;Pasquale;REG;294;8.32;12.57;M;SISCO;Jean-Michel;DVD;553;15.65;23.65;M;SPIGA;Jean Christophe;FN;76;2.15;3.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2B;HAUTE CORSE;10;NIOLU-OMESSA;2896;823;28.42;2073;71.58;43;1.48;2.07;2030;70.1;97.93;M;TOMASINI;Jacques-André;DVG;465;16.06;22.91;M;LUISI;Antoine-Louis;DVG;84;2.9;4.14;M;ACQUAVIVA;Jean-Félix;REG;324;11.19;15.96;M;CASTELLANI;Jean-Baptiste;UMP;774;26.73;38.13;M;COSTA;Lucien;DVD;383;13.23;18.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2B;HAUTE CORSE;14;ALTO-DI-CASACONI;2784;610;21.91;2174;78.09;91;3.27;4.19;2083;74.82;95.81;M;CASABIANCA;Charles;COM;131;4.71;6.29;M;VECCHIONI;Jean-Marie;DVG;1248;44.83;59.91;M;PANCRAZI;François;UMP;704;25.29;33.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2B;HAUTE CORSE;16;CAMPOLORO-DI-MORIANI;5235;2419;46.21;2816;53.79;198;3.78;7.03;2618;50.01;92.97;M;NICOLAI;Pierre Louis;DVG;2006;38.32;76.62;M;CROCE;Francis;REG;612;11.69;23.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2B;HAUTE CORSE;17;CORTE;3694;1450;39.25;2244;60.75;221;5.98;9.85;2023;54.76;90.15;M;GHIONGA;Pierre Joseph;DVG;1419;38.41;70.14;M;CESARI;Claude;REG;216;5.85;10.68;M;SIMEONI;Marcel;REG;388;10.5;19.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2B;HAUTE CORSE;20;L'ILE-ROUSSE;4984;1784;35.79;3200;64.21;120;2.41;3.75;3080;61.8;96.25;M;MATTEI;Hyacinthe;SOC;2382;47.79;77.34;M;MAUSHART;Pierre;REG;562;11.28;18.25;M;RAFFI;Jean;DVD;136;2.73;4.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2B;HAUTE CORSE;25;CASTIFAO-MOROSAGLIA;3096;901;29.1;2195;70.9;64;2.07;2.92;2131;68.83;97.08;M;COSTA;Jacques;RDG;1352;43.67;63.44;M;VANNI;Hyacinthe;REG;482;15.57;22.62;M;POLETTI;Damien;REG;297;9.59;13.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2B;HAUTE CORSE;29;LA CONCA-D'ORO;4108;909;22.13;3199;77.87;30;0.73;0.94;3169;77.14;99.06;M;LUCIANI;Eric;COM;241;5.87;7.6;M;MASSARI;Dominique;DVG;91;2.22;2.87;M;ARENA;Jean-Baptiste;REG;952;23.17;30.04;M;OLMETA;Claudy;DVD;1194;29.07;37.68;M;LECCIA;Jean-Pierre;DVD;691;16.82;21.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2B;HAUTE CORSE;41;PRUNELLI-DI-FIUMORBO;5872;1445;24.61;4427;75.39;34;0.58;0.77;4393;74.81;99.23;M;TIBERI;François;DVG;1181;20.11;26.88;M;BARTOLI;Jacques;DVG;828;14.1;18.85;M;COLOMBANI;Joseph;REG;383;6.52;8.72;M;GIOVANNI;Christian;REG;313;5.33;7.12;M;SIMEON DE BUOCHBERG;Pierre;DVD;1549;26.38;35.26;F;MASSONI;Estelle;FN;139;2.37;3.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2B;HAUTE CORSE;42;CAPOBIANCO;2852;879;30.82;1973;69.18;37;1.3;1.88;1936;67.88;98.12;M;FRANCIONI;Ange;COM;146;5.12;7.54;M;ORLANDI;François;RDG;1017;35.66;52.53;M;CERVONI;Dominique;DVG;372;13.04;19.21;M;QUENOT;Sébastien;REG;401;14.06;20.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2B;HAUTE CORSE;58;VENACO;1944;555;28.55;1389;71.45;56;2.88;4.03;1333;68.57;95.97;M;MEZZADRI;Michel;DVG;1076;55.35;80.72;M;CESARI;Marcel;REG;257;13.22;19.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2B;HAUTE CORSE;67;BASTIA-3;1438;568;39.5;870;60.5;25;1.74;2.87;845;58.76;97.13;M;RISTORCELLI;Philippe;COM;120;8.34;14.2;M;VENDASI;Jean-Jacques;RDG;460;31.99;54.44;M;DYKSTRA;Gérard;REG;51;3.55;6.04;M;CESARI;Bernard;REG;176;12.24;20.83;M;CERF;Marc;FN;38;2.64;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;COTE D'OR;1;AIGNAY-LE-DUC;1360;490;36.03;870;63.97;38;2.79;4.37;832;61.18;95.63;F;RAUSZER;Sophie;PG;68;5;8.17;M;HENNICK;Richard;DVG;255;18.75;30.65;M;JULIEN;Henri;M;381;28.01;45.79;M;RICHARD;Philippe;FN;128;9.41;15.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;COTE D'OR;2;ARNAY-LE-DUC;4066;1618;39.79;2448;60.21;56;1.38;2.29;2392;58.83;97.71;M;ROUGET;Jean-René;COM;70;1.72;2.93;M;GOBBO;Pierre;DVG;1385;34.06;57.9;M;CHAVE;Claude;M;711;17.49;29.72;M;MADORE;Antony;FN;226;5.56;9.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;COTE D'OR;3;AUXONNE;9922;5329;53.71;4593;46.29;95;0.96;2.07;4498;45.33;97.93;M;BOULEGUE;Jean-Luc;COM;297;2.99;6.6;M;VADOT;Jean-Paul;DVG;793;7.99;17.63;M;KREMPP;Bernard;VEC;385;3.88;8.56;M;MONTEIRO;Pierre-Louis;MODM;187;1.88;4.16;M;LANGLOIS;Raoul;UMP;1070;10.78;23.79;M;GIRARD;Dominique;DVD;929;9.36;20.65;M;TRECA;David;FN;837;8.44;18.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;COTE D'OR;5;BEAUNE-NORD;11399;6878;60.34;4521;39.66;94;0.82;2.08;4427;38.84;97.92;M;THOMAS;Jacques;PG;413;3.62;9.33;M;TAUFFLIEB;Eric;SOC;629;5.52;14.21;M;DUPLUS;Jean-Pierre;VEC;283;2.48;6.39;M;SYLVESTRE;Franck-Henry;MODM;240;2.11;5.42;M;THOMAS;Denis;UMP;2178;19.11;49.2;M;MOTTAIS;Dominique;FN;684;6;15.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;COTE D'OR;7;BLIGNY-SUR-OUCHE;2427;1016;41.86;1411;58.14;31;1.28;2.2;1380;56.86;97.8;M;MONIN;Christophe;COM;57;2.35;4.13;M;MOULIN;Gabriel;DVG;718;29.58;52.03;F;DURNERIN;Christine;VEC;93;3.83;6.74;M;JANISZEWSKI;Pascal;M;345;14.22;25;M;VOLPATO;Jean-Claude;FN;167;6.88;12.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;COTE D'OR;12;DIJON-4;10361;6523;62.96;3838;37.04;83;0.8;2.16;3755;36.24;97.84;F;VILLAUME;Marie-France;EXG;79;0.76;2.1;F;DE ALMEIDA;Isabelle;COM;246;2.37;6.55;M;PONSAA;Roland;SOC;1621;15.65;43.17;M;HUSSEIN;Ahmad;VEC;353;3.41;9.4;M;BERTHIER;Christophe;MODM;152;1.47;4.05;F;GAUTHIE;Malika;M-NC;97;0.94;2.58;M;JACOB;Pierre;UMP;632;6.1;16.83;M;LAUQUIN;Florian;FN;575;5.55;15.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;COTE D'OR;15;GEVREY-CHAMBERTIN;11352;5535;48.76;5817;51.24;101;0.89;1.74;5716;50.35;98.26;M;MICHON;Eric;COM;249;2.19;4.36;M;ROBERT;Jean-Claude;SOC;2273;20.02;39.77;M;KREMPP;Eugène;VEC;561;4.94;9.81;M;POULLOT;Hubert;M;1720;15.15;30.09;M;FABIN;Francis;FN;913;8.04;15.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;COTE D'OR;16;GRANCEY-LE-CHÂTEAU-NEUVELLE;969;224;23.12;745;76.88;30;3.1;4.03;715;73.79;95.97;M;CINQUIN;Jean-Claude;PG;17;1.75;2.38;F;FOLLEA;Jacqueline;SOC;215;22.19;30.07;M;HOUPERT;Alain;M;483;49.85;67.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;COTE D'OR;17;IS-SUR-TILLE;9299;4434;47.68;4865;52.32;55;0.59;1.13;4810;51.73;98.87;M;BEDREDDINE;Brahim;COM;155;1.67;3.22;M;MAILLOT;Michel;SOC;1631;17.54;33.91;M;DUCOL;François;VEC;295;3.17;6.13;M;DALOZ;Stéphen;MODM;156;1.68;3.24;M;BARRIERE;Charles;M;1768;19.01;36.76;F;SABATIER;Laura;DVD;86;0.92;1.79;M;BUFFY;Gérald;FN;719;7.73;14.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;COTE D'OR;20;MIREBEAU-SUR-BEZE;6330;2892;45.69;3438;54.31;81;1.28;2.36;3357;53.03;97.64;M;BARDOT;Alain;COM;371;5.86;11.05;F;LAJOUX;Isabelle;SOC;656;10.36;19.54;M;BAROT;Pierre-Alain;DVG;546;8.63;16.26;M;MAURI;Dominique;ECO;141;2.23;4.2;M;THOMAS;Laurent;M;1072;16.94;31.93;M;KOENIG;Philippe;DVD;9;0.14;0.27;M;ROMUALDO;Emmanuel;FN;562;8.88;16.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;COTE D'OR;21;MONTBARD;8192;3959;48.33;4233;51.67;134;1.64;3.17;4099;50.04;96.83;M;FOURGEUX;Robert;COM;306;3.74;7.47;M;DIANO;Bruno;PG;429;5.24;10.47;M;GRIMPRET;Robert;RDG;1090;13.31;26.59;F;PORTE;Laurence;M-NC;1204;14.7;29.37;F;LEPY;Fabienne;DVD;384;4.69;9.37;F;ROMUALDO;Josette;FN;686;8.37;16.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;COTE D'OR;22;MONTIGNY-SUR-AUBE;2132;769;36.07;1363;63.93;25;1.17;1.83;1338;62.76;98.17;F;GUY;Céline-Sandra;PG;44;2.06;3.29;F;RICHEZ;Nadia;SOC;177;8.3;13.23;M;CHARDON;Philippe;M;463;21.72;34.6;M;MORIN;Georges;DVD;450;21.11;33.63;F;BOURSOT;Annick;FN;204;9.57;15.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
