;Département;Code du Canton;Libellé du Canton;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;Binôme;Nuance;Voix;%Voix/Exp
306;06;4;Beausoleil;21737;14689;7048;152;106;6790;Mme Sandrine MANFREDI-CAVALLERE;BC-RN;2256;33.23
307;06;4;Beausoleil;21737;14689;7048;152;106;6790;M. Arnalde BRUCIAMACCHIE;BC-UG;813;11.97
308;06;5;Cagnes-sur-Mer-1;27626;18656;8970;178;114;8678;Mme Caroline ANDRE;BC-RN;3091;35.62
309;06;5;Cagnes-sur-Mer-1;27626;18656;8970;178;114;8678;M. Roland CONSTANT;BC-UD;2472;28.49
310;06;5;Cagnes-sur-Mer-1;27626;18656;8970;178;114;8678;M. Emile DE LA TORRE;BC-DVD;980;11.29
311;06;5;Cagnes-sur-Mer-1;27626;18656;8970;178;114;8678;M. Cédric GAROYAN;BC-DVG;926;10.67
312;06;5;Cagnes-sur-Mer-1;27626;18656;8970;178;114;8678;Mme Yaël CASBI;BC-ECO;902;10.39
313;06;5;Cagnes-sur-Mer-1;27626;18656;8970;178;114;8678;M. Camille MORICONI;BC-DVD;307;3.54
314;06;6;Cagnes-sur-Mer-2;33594;21431;12163;705;133;11325;Mme Pierrette ALBERICI;BC-UD;6188;54.64
315;06;6;Cagnes-sur-Mer-2;33594;21431;12163;705;133;11325;Mme Sandrine BELOT;BC-RN;4008;35.39
316;06;6;Cagnes-sur-Mer-2;33594;21431;12163;705;133;11325;Mme Isabelle UTRAGO;BC-DVD;1129;9.97
317;06;7;Cannes-1;30014;21267;8747;188;107;8452;Mme Joëlle ARINI;BC-UD;4281;50.65
318;06;7;Cannes-1;30014;21267;8747;188;107;8452;M. Franck GALBERT;BC-RN;2833;33.52
319;06;7;Cannes-1;30014;21267;8747;188;107;8452;M. Dominique HENROT;BC-UGE;1132;13.39
320;06;7;Cannes-1;30014;21267;8747;188;107;8452;Mme Nadia BOURGEOIS-CHEBAH;BC-DSV;206;2.44
321;06;8;Cannes-2;28551;18445;10106;73;75;9958;M. David LISNARD;BC-UD;7742;77.75
322;06;8;Cannes-2;28551;18445;10106;73;75;9958;Mme Anne-Catherine COLIN CHAULEY;BC-RN;1560;15.67
323;06;8;Cannes-2;28551;18445;10106;73;75;9958;M. Olivier BACONNET;BC-UGE;656;6.59
324;06;9;Le Cannet;31855;21289;10566;369;54;10143;M. Didier CARRETERO;BC-UD;3569;35.19
325;06;9;Le Cannet;31855;21289;10566;369;54;10143;Mme Elisabeth BIAS-TAOUSSON;BC-RN;3030;29.87
326;06;9;Le Cannet;31855;21289;10566;369;54;10143;M. Jean-Jacques BREGEAUT;BC-DVG;1234;12.17
327;06;9;Le Cannet;31855;21289;10566;369;54;10143;M. Mike CASTRO DEMARIA;BC-UC;1198;11.81
328;06;9;Le Cannet;31855;21289;10566;369;54;10143;M. Didier CARDON;BC-DVD;1112;10.96
329;06;10;Contes;28708;16942;11766;205;182;11379;Mme Valérie TOMASINI;BC-COM;4669;41.03
330;06;10;Contes;28708;16942;11766;205;182;11379;Mme Céline DUQUESNE;BC-UD;3855;33.88
331;06;10;Contes;28708;16942;11766;205;182;11379;M. Alain CARDON;BC-RN;2855;25.09
332;06;11;Grasse-1;32872;21451;11421;193;119;11109;Mme Michèle OLIVIER;BC-UD;5366;48.3
333;06;11;Grasse-1;32872;21451;11421;193;119;11109;M. Jean-Claude GEAY;BC-RN;2753;24.78
334;06;11;Grasse-1;32872;21451;11421;193;119;11109;M. Laurent BOISSÉE;BC-UGE;2076;18.69
335;06;11;Grasse-1;32872;21451;11421;193;119;11109;Mme Carine ICARD;BC-DIV;914;8.23
336;06;12;Grasse-2;29895;20348;9547;171;113;9263;Mme Marie-Louise GOURDON;BC-UGE;3292;35.54
337;06;12;Grasse-2;29895;20348;9547;171;113;9263;Mme Liliane TOMAS;BC-RN;2156;23.28
338;06;12;Grasse-2;29895;20348;9547;171;113;9263;M. Christophe CHALIER;BC-UD;1830;19.76
339;06;12;Grasse-2;29895;20348;9547;171;113;9263;M. Jean-Paul CAMERANO;BC-UC;831;8.97
340;06;12;Grasse-2;29895;20348;9547;171;113;9263;M. Frédéric FERRARE;BC-DIV;611;6.6
341;06;12;Grasse-2;29895;20348;9547;171;113;9263;M. Philippe CHIAPELLI;BC-DVD;341;3.68
342;06;12;Grasse-2;29895;20348;9547;171;113;9263;M. Gilles René GUILLEN;BC-DIV;202;2.18
343;06;13;Mandelieu-la-Napoule;32015;18758;13257;316;59;12882;M. David KONOPNICKI;BC-UD;7888;61.23
344;06;13;Mandelieu-la-Napoule;32015;18758;13257;316;59;12882;Mme Nathalie BARON;BC-RN;3170;24.61
345;06;13;Mandelieu-la-Napoule;32015;18758;13257;316;59;12882;M. Nicolas JARRY;BC-ECO;1123;8.72
346;06;13;Mandelieu-la-Napoule;32015;18758;13257;316;59;12882;M. Andre GAUCHER;BC-UG;701;5.44
347;06;14;Menton;32967;21975;10992;212;182;10598;M. Anthony MALVAULT;BC-RN;4361;41.15
348;06;14;Menton;32967;21975;10992;212;182;10598;Mme Gabrielle BINEAU;BC-UD;3963;37.39
349;06;14;Menton;32967;21975;10992;212;182;10598;M. Laurent LANQUAR-CASTIEL;BC-ECO;996;9.4
350;06;14;Menton;32967;21975;10992;212;182;10598;M. Frédéric PELLEGRINETTI;BC-UG;913;8.61
351;06;14;Menton;32967;21975;10992;212;182;10598;M. Arnaud ALBIN;BC-DVD;365;3.44
352;06;15;Nice-1;25403;17487;7916;162;150;7604;Mme Valerie SERGI;BC-UD;3355;44.12
353;06;15;Nice-1;25403;17487;7916;162;150;7604;M. Pierre ESCONDEUR;BC-RN;2313;30.42
354;06;15;Nice-1;25403;17487;7916;162;150;7604;Mme Mireille DAMIANO;BC-DVG;1503;19.77
355;06;15;Nice-1;25403;17487;7916;162;150;7604;Mme Alice BERNARD-MONTINI;BC-UC;433;5.69
356;06;16;Nice-2;31399;21482;9917;232;173;9512;M. Bernard ASSO;BC-UD;4081;42.9
357;06;16;Nice-2;31399;21482;9917;232;173;9512;M. Christophe DAUBENTON;BC-RN;3541;37.23
358;06;16;Nice-2;31399;21482;9917;232;173;9512;Mme Jacqueline DEVIER;BC-UGE;1890;19.87
359;06;17;Nice-3;26922;17904;9018;180;158;8680;M. Yannick BERNARD;BC-DVD;2869;33.05
360;06;17;Nice-3;26922;17904;9018;180;158;8680;Mme Jeanne CASALONGA;BC-RN;2300;26.5
361;06;17;Nice-3;26922;17904;9018;180;158;8680;Mme Emmanuelle BIHAR;BC-DIV;2027;23.35
362;06;17;Nice-3;26922;17904;9018;180;158;8680;Mme Anne ALUNNO;BC-UGE;1299;14.97
363;06;17;Nice-3;26922;17904;9018;180;158;8680;Mme Marie-Françoise BRASSELET;BC-DSV;185;2.13
364;06;18;Nice-4;30294;20587;9707;195;150;9362;Mme Caroline MIGLIORE;BC-UD;3784;40.42
365;06;18;Nice-4;30294;20587;9707;195;150;9362;M. Jean MOUCHEBOEUF;BC-RN;3462;36.98
366;06;18;Nice-4;30294;20587;9707;195;150;9362;M. Raphaël GALMICHE;BC-UGE;2116;22.6
367;06;19;Nice-5;28755;19801;8954;208;130;8616;M. Franck MARTIN;BC-UD;2968;34.45
368;06;19;Nice-5;28755;19801;8954;208;130;8616;M. Norbert MARQUEYROL;BC-RN;2666;30.94
369;06;19;Nice-5;28755;19801;8954;208;130;8616;Mme Françoise ASSUS-JUTTNER;BC-UGE;2132;24.74
370;06;19;Nice-5;28755;19801;8954;208;130;8616;Mme Tassadit DERRADJ;BC-UC;850;9.87
371;06;20;Nice-6;28495;18458;10037;242;161;9634;M. Jean-Pierre LAFITTE;BC-UD;3817;39.62
372;06;20;Nice-6;28495;18458;10037;242;161;9634;Mme Sandra MORISOT;BC-RN;3075;31.92
373;06;20;Nice-6;28495;18458;10037;242;161;9634;Mme Redija BOUKHALFA;BC-DVG;1719;17.84
374;06;20;Nice-6;28495;18458;10037;242;161;9634;Mme Marie COLOMB;BC-UC;1023;10.62
375;06;21;Nice-7;23139;16358;6781;178;136;6467;M. Jean Jacques CARLIN;BC-UD;2774;42.89
376;06;21;Nice-7;23139;16358;6781;178;136;6467;Mme Audrey BERTONE;BC-RN;2158;33.37
377;06;21;Nice-7;23139;16358;6781;178;136;6467;Mme Sophie BOURNOT POULET;BC-UGE;1262;19.51
378;06;21;Nice-7;23139;16358;6781;178;136;6467;Mme Chantal BEAUDET;BC-DIV;273;4.22
379;06;22;Nice-8;21395;14907;6488;199;134;6155;Mme Odile TIXIER DE GUBERNATIS;BC-RN;2355;38.26
380;06;22;Nice-8;21395;14907;6488;199;134;6155;M. Bernard CHAIX;BC-UD;2282;37.08
381;06;22;Nice-8;21395;14907;6488;199;134;6155;Mme Anne-Laure CHAINTRON;BC-UG;1252;20.34
382;06;22;Nice-8;21395;14907;6488;199;134;6155;Mme Fafa BOUAMAMA;BC-DIV;266;4.32
383;06;23;Nice-9;22671;14955;7716;210;158;7348;Mme Gaëlle FRONTONI;BC-UD;2782;37.86
384;06;23;Nice-9;22671;14955;7716;210;158;7348;Mme Virginie ACCHIARDO;BC-RN;2728;37.13
385;06;23;Nice-9;22671;14955;7716;210;158;7348;Mme Valérie AUGUSTE;BC-UGE;1838;25.01
386;06;24;Tourrette-Levens;31040;16890;14150;352;298;13500;M. Eric CIOTTI;BC-UD;8543;63.28
387;06;24;Tourrette-Levens;31040;16890;14150;352;298;13500;Mme Linda DALMASSO;BC-RN;2510;18.59
388;06;24;Tourrette-Levens;31040;16890;14150;352;298;13500;M. Michel CHEVALLIER;BC-UG;2447;18.13
389;06;25;Valbonne;27389;17775;9614;290;63;9261;Mme Vanessa LELLOUCHE;BC-UD;2762;29.82
390;06;25;Valbonne;27389;17775;9614;290;63;9261;Mme Anne-Marie AMEGLIO;BC-RN;2135;23.05
391;06;25;Valbonne;27389;17775;9614;290;63;9261;M. Gérard BOUTBOUL;BC-UC;1555;16.79
392;06;25;Valbonne;27389;17775;9614;290;63;9261;Mme Myriam COMANDUCCI-CASSARINI;BC-ECO;1539;16.62
393;06;25;Valbonne;27389;17775;9614;290;63;9261;M. Luc GANE;BC-UG;1270;13.71
394;06;26;Vence;30564;18394;12170;419;100;11651;M. Charles Ange GINESY;BC-UD;6957;59.71
395;06;26;Vence;30564;18394;12170;419;100;11651;Mme Iris BIONDO;BC-RN;2508;21.53
396;06;26;Vence;30564;18394;12170;419;100;11651;M. Jean-Louis FIORI;BC-DVG;2186;18.76
397;06;27;Villeneuve-Loubet;27270;17217;10053;600;81;9372;Mme Marie BENASSAYAG;BC-UD;4619;49.29
398;06;27;Villeneuve-Loubet;27270;17217;10053;600;81;9372;Mme Karin HARTMANN;BC-RN;2584;27.57
399;06;27;Villeneuve-Loubet;27270;17217;10053;600;81;9372;Mme Pascale DEHAENE;BC-UC;1670;17.82
400;06;27;Villeneuve-Loubet;27270;17217;10053;600;81;9372;Mme Marie-Line LE PAVIC;BC-DIV;499;5.32
401;07;1;Annonay-1;14565;10196;4369;96;42;4231;Mme Martine OLLIVIER;BC-UD;1797;42.47
402;07;1;Annonay-1;14565;10196;4369;96;42;4231;Mme Claire BAUD;BC-DVG;1101;26.02
403;07;1;Annonay-1;14565;10196;4369;96;42;4231;M. Philippe BERARD;BC-RN;636;15.03
404;07;1;Annonay-1;14565;10196;4369;96;42;4231;Mme Marie-Josèphe NUEL;BC-REM;381;9.0
405;07;1;Annonay-1;14565;10196;4369;96;42;4231;M. Grégory CHANROND-PALISSE;BC-COM;316;7.47
406;07;2;Annonay-2;12320;8257;4063;98;71;3894;Mme Claudie COSTE;BC-DVD;1534;39.39
407;07;2;Annonay-2;12320;8257;4063;98;71;3894;Mme Stéphanie BARBATO-BARBE;BC-UG;1320;33.9
408;07;2;Annonay-2;12320;8257;4063;98;71;3894;M. Jacques MERCIER;BC-RN;608;15.61
409;07;2;Annonay-2;12320;8257;4063;98;71;3894;Mme Frédérique LAGIER;BC-UG;432;11.09
410;07;3;Aubenas-1;12958;8454;4504;104;81;4319;Mme Cécile DUCHAMP;BC-UD;1684;38.99
411;07;3;Aubenas-1;12958;8454;4504;104;81;4319;Mme Claire HERLIC;BC-UGE;1102;25.52
412;07;3;Aubenas-1;12958;8454;4504;104;81;4319;M. Thierry ARSAC;BC-RN;715;16.55
413;07;3;Aubenas-1;12958;8454;4504;104;81;4319;M. Bernard CROS;BC-UG;536;12.41
414;07;3;Aubenas-1;12958;8454;4504;104;81;4319;M. Roger KAPPEL;BC-MDM;282;6.53
415;07;4;Aubenas-2;15606;10167;5439;102;76;5261;Mme Sandrine GENEST;BC-DVD;1944;36.95
416;07;4;Aubenas-2;15606;10167;5439;102;76;5261;Mme Sabine BUIS;BC-UG;1646;31.29
417;07;4;Aubenas-2;15606;10167;5439;102;76;5261;Mme Magalie MALIGE;BC-RN;707;13.44
418;07;4;Aubenas-2;15606;10167;5439;102;76;5261;M. Éric ARNOU;BC-ECO;488;9.28
419;07;4;Aubenas-2;15606;10167;5439;102;76;5261;Mme Céline MESTRIES;BC-UG;476;9.05
420;07;5;Bourg-Saint-Andéol;14327;9055;5272;103;63;5106;Mme Christine MALFOY;BC-DVG;2014;39.44
421;07;5;Bourg-Saint-Andéol;14327;9055;5272;103;63;5106;Mme Laetitia BAYLE;BC-DIV;1317;25.79
422;07;5;Bourg-Saint-Andéol;14327;9055;5272;103;63;5106;M. Olivier DUPUIS;BC-RN;1050;20.56
423;07;5;Bourg-Saint-Andéol;14327;9055;5272;103;63;5106;Mme Esmeralda AROZARENA;BC-COM;411;8.05
424;07;5;Bourg-Saint-Andéol;14327;9055;5272;103;63;5106;M. Patrick PETIT;BC-ECO;314;6.15
425;07;6;Haut-Eyrieux;15480;9127;6353;216;102;6035;M. Jacques CHABAL;BC-DVD;2806;46.5
426;07;6;Haut-Eyrieux;15480;9127;6353;216;102;6035;Mme Laetitia SERRE;BC-DVG;2729;45.22
427;07;6;Haut-Eyrieux;15480;9127;6353;216;102;6035;Mme Chantal BATTAIN;BC-COM;500;8.29
428;07;7;Guilherand-Granges;17010;10772;6238;92;89;6057;M. Olivier AMRANE;BC-UD;3172;52.37
429;07;7;Guilherand-Granges;17010;10772;6238;92;89;6057;Mme Caroline CAUBET-MICHELAS;BC-DVG;1464;24.17
430;07;7;Guilherand-Granges;17010;10772;6238;92;89;6057;M. Gérard EMBERGER;BC-RN;778;12.84
431;07;7;Guilherand-Granges;17010;10772;6238;92;89;6057;M. Marc DIBI;BC-ECO;643;10.62
432;07;8;Haut-Vivarais;16907;9479;7428;167;99;7162;Mme Laetitia BOURJAT;BC-DVD;3598;50.24
433;07;8;Haut-Vivarais;16907;9479;7428;167;99;7162;M. Aurélien MOURIER;BC-DVG;2101;29.34
434;07;8;Haut-Vivarais;16907;9479;7428;167;99;7162;Mme Maryse LEGROS;BC-RN;774;10.81
435;07;8;Haut-Vivarais;16907;9479;7428;167;99;7162;Mme Catherine VIGOUROUX;BC-COM;689;9.62
436;07;9;Le Pouzin;12460;8017;4443;129;52;4262;Mme Elvire BOSC;BC-UG;1597;37.47
437;07;9;Le Pouzin;12460;8017;4443;129;52;4262;Mme Rachel COTTA;BC-DVD;1164;27.31
438;07;9;Le Pouzin;12460;8017;4443;129;52;4262;M. Julien FOUGEIROL;BC-DVG;790;18.54
439;07;9;Le Pouzin;12460;8017;4443;129;52;4262;Mme Sylviane DERO;BC-RN;711;16.68
440;07;10;Privas;15648;8906;6742;114;50;6578;Mme Sandrine CHAREYRE;BC-SOC;2798;42.54
441;07;10;Privas;15648;8906;6742;114;50;6578;M. Jérôme BERNARD;BC-UD;2380;36.18
442;07;10;Privas;15648;8906;6742;114;50;6578;Mme Barbara CLAVON;BC-COM;674;10.25
443;07;10;Privas;15648;8906;6742;114;50;6578;M. William MOURGAND;BC-RN;523;7.95
444;07;10;Privas;15648;8906;6742;114;50;6578;Mme Florence BANTIGNIE;BC-REM;203;3.09
445;07;11;Sarras;11739;7580;4159;199;65;3895;M. Ronan PHILIPPE;BC-DVG;1953;50.14
446;07;11;Sarras;11739;7580;4159;199;65;3895;Mme Stéphanie BENOIT;BC-DVG;1168;29.99
447;07;11;Sarras;11739;7580;4159;199;65;3895;Mme Eliane BAUDRY;BC-RN;774;19.87
448;07;12;Berg-Helvie;15624;10191;5433;207;88;5138;Mme Sylvie DUBOIS;BC-SOC;2546;49.55
449;07;12;Berg-Helvie;15624;10191;5433;207;88;5138;M. Alain LAVILLE;BC-RN;1205;23.45
450;07;12;Berg-Helvie;15624;10191;5433;207;88;5138;M. Yvan BRULAT;BC-UG;791;15.4
451;07;12;Berg-Helvie;15624;10191;5433;207;88;5138;Mme Mounia BERTRAND-BERJALY;BC-DIV;596;11.6
452;07;13;Haute-Ardèche;11972;6450;5522;192;116;5214;M. Jérôme DALVERNY;BC-SOC;2658;50.98
453;07;13;Haute-Ardèche;11972;6450;5522;192;116;5214;Mme Karine ACCASSAT;BC-DVD;1588;30.46
454;07;13;Haute-Ardèche;11972;6450;5522;192;116;5214;Mme Christelle MOUTON;BC-RN;968;18.57
455;07;14;Tournon-sur-Rhône;15385;9846;5539;111;62;5366;M. Pierre MAISONNAT;BC-DVD;1912;35.63
456;07;14;Tournon-sur-Rhône;15385;9846;5539;111;62;5366;M. Pierre GUICHARD;BC-UG;1757;32.74
457;07;14;Tournon-sur-Rhône;15385;9846;5539;111;62;5366;M. Cyrille GRANGIER;BC-RN;849;15.82
458;07;14;Tournon-sur-Rhône;15385;9846;5539;111;62;5366;M. Michel BATIN;BC-REM;567;10.57
459;07;14;Tournon-sur-Rhône;15385;9846;5539;111;62;5366;M. Dominique DUPLAN;BC-UG;281;5.24
460;07;15;Vallon-Pont-d'Arc;16636;10464;6172;122;53;5997;Mme Laurence ALLEFRESDE;BC-SOC;2640;44.02
461;07;15;Vallon-Pont-d'Arc;16636;10464;6172;122;53;5997;Mme Murielle COURTHIAL;BC-DVD;1291;21.53
462;07;15;Vallon-Pont-d'Arc;16636;10464;6172;122;53;5997;Mme Karine BRASSEUR;BC-RN;885;14.76
463;07;15;Vallon-Pont-d'Arc;16636;10464;6172;122;53;5997;Mme Brigitte BONNEFIN;BC-ECO;623;10.39
464;07;15;Vallon-Pont-d'Arc;16636;10464;6172;122;53;5997;Mme Carole DAUDAN;BC-UG;558;9.3
465;07;16;Les Cévennes ardéchoises;15028;8976;6052;146;62;5844;Mme Françoise RIEU-FROMENTIN;BC-DVD;2163;37.01
466;07;16;Les Cévennes ardéchoises;15028;8976;6052;146;62;5844;M. Vincent AUZAS;BC-UGE;1960;33.54
467;07;16;Les Cévennes ardéchoises;15028;8976;6052;146;62;5844;Mme Tassadite FAVRIE;BC-UG;767;13.12
468;07;16;Les Cévennes ardéchoises;15028;8976;6052;146;62;5844;Mme Prescillia DUBOIS;BC-RN;678;11.6
469;07;16;Les Cévennes ardéchoises;15028;8976;6052;146;62;5844;Mme Isabelle BARIOLE;BC-UCG;276;4.72
470;07;17;Rhône-Eyrieux;17213;11218;5995;127;82;5786;M. Christian FEROUSSIER;BC-DIV;2123;36.69
471;07;17;Rhône-Eyrieux;17213;11218;5995;127;82;5786;M. Hervé COULMONT;BC-UCG;1668;28.83
472;07;17;Rhône-Eyrieux;17213;11218;5995;127;82;5786;Mme Véronique FRANÇOIS;BC-RN;894;15.45
473;07;17;Rhône-Eyrieux;17213;11218;5995;127;82;5786;Mme Fabienne GAUTHIER;BC-ECO;661;11.42
474;07;17;Rhône-Eyrieux;17213;11218;5995;127;82;5786;Mme Pascaline FOURGOUX;BC-UG;440;7.6
475;08;1;Attigny;9256;5186;4070;195;108;3767;Mme Dominique ARNOULD;BC-UD;2395;63.58
476;08;1;Attigny;9256;5186;4070;195;108;3767;Mme Maria DAS DORES GUERREIRO;BC-RN;998;26.49
477;08;1;Attigny;9256;5186;4070;195;108;3767;M. Joffrey DEMEYER;BC-COM;374;9.93
478;08;2;Bogny-sur-Meuse;10644;7499;3145;82;49;3014;Mme Elisabeth BONILLO-DERAM;BC-DVG;1495;49.6
479;08;2;Bogny-sur-Meuse;10644;7499;3145;82;49;3014;M. Jacky AMERAND;BC-RN;830;27.54
480;08;2;Bogny-sur-Meuse;10644;7499;3145;82;49;3014;M. Denis DISY;BC-LR;689;22.86
481;08;3;Carignan;11180;7826;3354;141;59;3154;Mme Sylvie TORDO;BC-UD;1625;51.52
482;08;3;Carignan;11180;7826;3354;141;59;3154;Mme Christine BINAUT;BC-RN;800;25.36
483;08;3;Carignan;11180;7826;3354;141;59;3154;M. Eric BELDJOUDI;BC-DIV;729;23.11
484;08;4;Charleville-Mézières-1;8766;6473;2293;66;39;2188;M. Michel NORMAND;BC-DVD;1061;48.49
485;08;4;Charleville-Mézières-1;8766;6473;2293;66;39;2188;M. Vincent GIBARU;BC-RN;580;26.51
486;08;4;Charleville-Mézières-1;8766;6473;2293;66;39;2188;Mme Christine CARUZZI;BC-COM;547;25.0
487;08;5;Charleville-Mézières-2;10499;7535;2964;94;55;2815;M. Pierre CORDIER;BC-UD;1702;60.46
488;08;5;Charleville-Mézières-2;10499;7535;2964;94;55;2815;Mme Florence ALLAIRE;BC-RN;565;20.07
489;08;5;Charleville-Mézières-2;10499;7535;2964;94;55;2815;M. Damien LEROUGE;BC-UGE;548;19.47
490;08;6;Charleville-Mézières-3;9719;6677;3042;161;60;2821;M. Robert CHAUDERLOT;BC-UD;1537;54.48
491;08;6;Charleville-Mézières-3;9719;6677;3042;161;60;2821;Mme Agnès FENAUX;BC-UGE;807;28.61
492;08;6;Charleville-Mézières-3;9719;6677;3042;161;60;2821;Mme Martine ALIX;BC-RN;477;16.91
493;08;7;Charleville-Mézières-4;7147;5550;1597;43;27;1527;M. Eddy CZARNY;BC-UCG;540;35.36
494;08;7;Charleville-Mézières-4;7147;5550;1597;43;27;1527;M. Luc DESPAS;BC-RN;392;25.67
495;08;7;Charleville-Mézières-4;7147;5550;1597;43;27;1527;Mme Polina BEDDELEM;BC-UC;301;19.71
496;08;7;Charleville-Mézières-4;7147;5550;1597;43;27;1527;M. Patrick TASSIN;BC-UGE;294;19.25
497;08;8;Château-Porcien;11227;7178;4049;126;67;3856;M. Renaud AVERLY;BC-UD;1922;49.84
498;08;8;Château-Porcien;11227;7178;4049;126;67;3856;M. Christophe HENRY;BC-DIV;988;25.62
499;08;8;Château-Porcien;11227;7178;4049;126;67;3856;M. Joeffrey GANHY;BC-RN;946;24.53
500;08;9;Givet;9351;6349;3002;73;38;2891;Mme Isabelle COQUET;BC-DVD;1262;43.65
501;08;9;Givet;9351;6349;3002;73;38;2891;M. Jean-Pol DEVRESSE;BC-DVD;1239;42.86
502;08;9;Givet;9351;6349;3002;73;38;2891;M. Benjamin GÉRAND;BC-RN;390;13.49
503;08;10;Nouvion-sur-Meuse;10674;7225;3449;140;76;3233;Mme Brigitte LOIZON;BC-DIV;1561;48.28
504;08;10;Nouvion-sur-Meuse;10674;7225;3449;140;76;3233;M. Jean-Luc CLAUDE;BC-DVC;857;26.51
505;08;10;Nouvion-sur-Meuse;10674;7225;3449;140;76;3233;Mme Chantal BIARD;BC-RN;815;25.21
506;08;11;Rethel;9541;6067;3474;102;67;3305;M. Michel KOCIUBA;BC-DVD;1521;46.02
507;08;11;Rethel;9541;6067;3474;102;67;3305;M. Joseph AFRIBO;BC-DVD;1291;39.06
508;08;11;Rethel;9541;6067;3474;102;67;3305;M. Grégory DELENCLOS;BC-RN;493;14.92
509;08;12;Revin;9074;6556;2518;66;65;2387;Mme Dominique RUELLE;BC-DVG;1700;71.22
510;08;12;Revin;9074;6556;2518;66;65;2387;M. Felice CIPOLLA;BC-RN;687;28.78
511;08;13;Rocroi;10882;7366;3516;136;66;3314;M. Brice FAUVARQUE;BC-UD;1767;53.32
512;08;13;Rocroi;10882;7366;3516;136;66;3314;Mme Béatrice CARDON;BC-DVD;903;27.25
